s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PVC,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.250E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.250E-10, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 3.921E+01, 0.000E+00,-1.521E+01,-1.602E+01,-2.525E+00,-3.804E-01, 0.000E+00, 0.000E+00, 5.162E+00, 5.074E+00, 0.000E+00, 2.439E-03, 0.000E+00
 3.000E+01, 6.473E+01, 0.000E+00,-2.563E+01,-3.520E+01,-3.649E+00,-6.318E-01, 0.000E+00, 0.000E+00,-1.745E-01,-3.792E-01, 0.000E+00, 3.947E-03, 0.000E+00
 4.500E+01, 7.024E+01, 0.000E+00,-2.759E+01,-3.789E+01,-3.833E+00,-7.110E-01, 0.000E+00, 0.000E+00, 4.416E-01, 2.179E-01, 0.000E+00, 4.288E-03, 0.000E+00
 6.000E+01, 7.358E+01, 0.000E+00,-2.889E+01,-3.985E+01,-3.879E+00,-7.778E-01, 0.000E+00, 0.000E+00, 4.434E-01, 1.817E-01, 0.000E+00, 4.493E-03, 0.000E+00
 7.500E+01, 7.943E+01, 0.000E+00,-3.074E+01,-4.399E+01,-4.096E+00,-8.314E-01, 0.000E+00, 0.000E+00, 8.867E-02,-2.257E-01, 0.000E+00, 4.842E-03, 0.000E+00
 9.000E+01, 8.600E+01, 0.000E+00,-3.359E+01,-4.670E+01,-4.423E+00,-9.071E-01, 0.000E+00, 0.000E+00, 6.608E-01, 3.788E-01, 0.000E+00, 5.249E-03, 0.000E+00
 1.050E+02, 8.672E+01, 0.000E+00,-3.293E+01,-4.924E+01,-4.386E+00,-9.547E-01, 0.000E+00, 0.000E+00,-4.314E-01,-7.853E-01, 0.000E+00, 5.290E-03, 0.000E+00
 1.200E+02, 9.098E+01, 0.000E+00,-3.445E+01,-5.093E+01,-4.585E+00,-1.041E+00, 0.000E+00, 0.000E+00, 2.965E-01,-2.447E-02, 0.000E+00, 5.552E-03, 0.000E+00
 1.350E+02, 9.398E+01, 0.000E+00,-3.580E+01,-5.295E+01,-4.603E+00,-1.060E+00, 0.000E+00, 0.000E+00,-9.220E-02,-4.295E-01, 0.000E+00, 5.724E-03, 0.000E+00
 1.500E+02, 9.898E+01, 0.000E+00,-3.778E+01,-5.481E+01,-4.764E+00,-1.147E+00, 0.000E+00, 0.000E+00, 8.252E-01, 4.844E-01, 0.000E+00, 6.045E-03, 0.000E+00
 1.650E+02, 1.030E+02, 0.000E+00,-3.914E+01,-5.876E+01,-4.897E+00,-1.234E+00, 0.000E+00, 0.000E+00,-6.402E-01,-1.020E+00, 0.000E+00, 6.275E-03, 0.000E+00
 1.800E+02, 1.098E+02, 0.000E+00,-4.150E+01,-6.123E+01,-5.094E+00,-1.337E+00, 0.000E+00, 0.000E+00, 1.008E+00, 6.081E-01, 0.000E+00, 6.696E-03, 0.000E+00
