s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PBT,MLR_PRODUCTS,MLR_PROPANE,MLR_PRODUCTS 2
 0.000E+00, 0.000E+00, 0.000E+00,-6.626E-04, 2.542E-09, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.626E-04, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 5.497E+00, 0.000E+00,-1.597E+00,-9.322E-01,-3.402E-01, 1.119E-02, 0.000E+00, 0.000E+00, 2.632E+00, 2.638E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.221E-04, 0.000E+00
 2.000E+01, 1.658E+01, 0.000E+00,-4.811E+00,-8.819E+00,-1.202E+00, 9.578E-02, 0.000E+00, 0.000E+00, 1.874E+00, 1.843E+00, 0.000E+00, 1.278E-18, 0.000E+00, 3.657E-04, 0.000E+00
 3.000E+01, 2.899E+01, 0.000E+00,-8.434E+00,-1.723E+01,-2.094E+00, 2.646E-01, 0.000E+00, 0.000E+00, 1.578E+00, 1.496E+00, 0.000E+00, 6.041E-13, 0.000E+00, 6.390E-04, 0.000E+00
 4.000E+01, 4.275E+01, 0.000E+00,-1.232E+01,-2.637E+01,-3.029E+00, 4.877E-01, 0.000E+00, 0.000E+00, 1.660E+00, 1.526E+00, 0.000E+00, 1.593E-09, 0.000E+00, 9.419E-04, 0.000E+00
 5.000E+01, 5.198E+01, 0.000E+00,-1.496E+01,-3.372E+01,-3.499E+00, 6.534E-01, 0.000E+00, 0.000E+00, 5.957E-01, 4.554E-01, 0.000E+00, 2.158E-07, 0.000E+00, 1.143E-03, 0.000E+00
 6.000E+01, 5.644E+01, 0.000E+00,-1.626E+01,-3.755E+01,-3.565E+00, 7.334E-01, 0.000E+00, 0.000E+00,-1.667E-02,-2.047E-01, 0.000E+00, 5.769E-06, 0.000E+00, 1.241E-03, 0.000E+00
 7.000E+01, 6.117E+01, 0.000E+00,-1.769E+01,-4.007E+01,-3.692E+00, 8.034E-01, 0.000E+00, 0.000E+00, 6.893E-01, 5.187E-01, 0.000E+00, 5.022E-05, 0.000E+00, 1.314E-03, 0.000E+00
 8.000E+01, 6.574E+01, 0.000E+00,-1.913E+01,-4.341E+01,-3.931E+00, 8.492E-01, 0.000E+00, 0.000E+00, 2.841E-01, 1.047E-01, 0.000E+00, 1.588E-04, 0.000E+00, 1.360E-03, 0.000E+00
 9.000E+01, 7.166E+01, 0.000E+00,-2.112E+01,-4.706E+01,-4.048E+00, 8.934E-01, 0.000E+00, 0.000E+00, 5.746E-01, 3.263E-01, 0.000E+00, 3.461E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.000E+02, 7.474E+01, 0.000E+00,-2.224E+01,-4.947E+01,-4.094E+00, 8.913E-01, 0.000E+00, 0.000E+00, 4.643E-02,-1.686E-01, 0.000E+00, 4.795E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.100E+02, 8.108E+01, 0.000E+00,-2.439E+01,-5.363E+01,-4.329E+00, 9.290E-01, 0.000E+00, 0.000E+00,-4.563E-02,-3.392E-01, 0.000E+00, 7.361E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.200E+02, 8.698E+01, 0.000E+00,-2.649E+01,-5.698E+01,-4.443E+00, 9.500E-01, 0.000E+00, 0.000E+00, 3.664E-01, 1.145E-02, 0.000E+00, 9.744E-04, 0.000E+00, 1.383E-03, 0.000E+00
 1.300E+02, 9.326E+01, 0.000E+00,-2.861E+01,-5.993E+01,-4.528E+00, 9.788E-01, 0.000E+00, 0.000E+00, 1.588E+00, 1.167E+00, 0.000E+00, 1.195E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.400E+02, 9.767E+01, 0.000E+00,-3.021E+01,-6.461E+01,-4.651E+00, 9.735E-01, 0.000E+00, 0.000E+00,-3.975E-01,-8.262E-01, 0.000E+00, 1.405E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.500E+02, 1.010E+02, 0.000E+00,-3.139E+01,-6.645E+01,-4.479E+00, 9.626E-01, 0.000E+00, 0.000E+00, 5.155E-02,-3.848E-01, 0.000E+00, 1.542E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.600E+02, 1.146E+02, 0.000E+00,-3.612E+01,-7.413E+01,-4.971E+00, 1.027E+00, 0.000E+00, 0.000E+00, 9.660E-01, 3.772E-01, 0.000E+00, 2.062E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.700E+02, 1.215E+02, 0.000E+00,-3.849E+01,-7.894E+01,-5.313E+00, 1.043E+00, 0.000E+00, 0.000E+00, 4.900E-01,-1.744E-01, 0.000E+00, 2.377E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.800E+02, 1.298E+02, 0.000E+00,-4.154E+01,-8.483E+01,-5.442E+00, 1.043E+00, 0.000E+00, 0.000E+00,-2.511E-01,-1.010E+00, 0.000E+00, 2.676E-03, 0.000E+00, 1.383E-03, 0.000E+00
 1.900E+02, 1.349E+02, 0.000E+00,-4.333E+01,-8.684E+01,-5.320E+00, 1.053E+00, 0.000E+00, 0.000E+00, 1.227E+00, 4.672E-01, 0.000E+00, 2.928E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.000E+02, 1.469E+02, 0.000E+00,-4.743E+01,-9.500E+01,-5.799E+00, 1.055E+00, 0.000E+00, 0.000E+00, 5.790E-01,-2.321E-01, 0.000E+00, 3.336E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.100E+02, 1.605E+02, 0.000E+00,-5.215E+01,-1.044E+02,-6.348E+00, 1.092E+00, 0.000E+00, 0.000E+00,-1.503E-01,-1.267E+00, 0.000E+00, 3.990E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.200E+02, 1.775E+02, 0.000E+00,-5.830E+01,-1.146E+02,-6.492E+00, 1.103E+00, 0.000E+00, 0.000E+00, 4.367E-01,-7.721E-01, 0.000E+00, 4.606E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.300E+02, 2.049E+02, 0.000E+00,-6.755E+01,-1.310E+02,-7.615E+00, 1.152E+00, 0.000E+00, 0.000E+00, 1.546E+00,-1.723E-02, 0.000E+00, 5.791E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.400E+02, 2.224E+02, 0.000E+00,-7.389E+01,-1.423E+02,-7.800E+00, 1.157E+00, 0.000E+00, 0.000E+00, 1.067E+00,-4.462E-01, 0.000E+00, 6.398E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.500E+02, 2.358E+02, 0.000E+00,-7.834E+01,-1.516E+02,-7.709E+00, 1.160E+00, 0.000E+00, 0.000E+00, 9.617E-01,-6.789E-01, 0.000E+00, 6.887E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.600E+02, 2.371E+02, 0.000E+00,-7.899E+01,-1.533E+02,-7.837E+00, 1.171E+00, 0.000E+00, 0.000E+00,-1.430E-01,-1.764E+00, 0.000E+00, 7.015E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.700E+02, 2.464E+02, 0.000E+00,-8.214E+01,-1.596E+02,-7.806E+00, 1.164E+00, 0.000E+00, 0.000E+00,-3.207E-01,-2.028E+00, 0.000E+00, 7.327E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.800E+02, 2.532E+02, 0.000E+00,-8.453E+01,-1.605E+02,-8.347E+00, 1.195E+00, 0.000E+00, 0.000E+00, 2.882E+00, 1.019E+00, 0.000E+00, 7.654E-03, 0.000E+00, 1.383E-03, 0.000E+00
 2.900E+02, 2.826E+02, 0.000E+00,-9.433E+01,-1.847E+02,-9.305E+00, 1.208E+00, 0.000E+00, 0.000E+00,-2.274E+00,-4.479E+00, 0.000E+00, 8.901E-03, 0.000E+00, 1.383E-03, 0.000E+00
 3.000E+02, 3.249E+02, 0.000E+00,-1.090E+02,-2.054E+02,-1.051E+01, 1.231E+00, 0.000E+00, 0.000E+00, 3.658E+00, 1.207E+00, 0.000E+00, 1.052E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.100E+02, 3.732E+02, 0.000E+00,-1.253E+02,-2.404E+02,-1.172E+01, 1.277E+00, 0.000E+00, 0.000E+00, 1.612E-01,-2.883E+00, 0.000E+00, 1.251E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.200E+02, 4.240E+02, 0.000E+00,-1.426E+02,-2.726E+02,-1.259E+01, 1.279E+00, 0.000E+00, 0.000E+00, 6.727E-01,-2.469E+00, 0.000E+00, 1.451E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.300E+02, 4.701E+02, 0.000E+00,-1.585E+02,-2.991E+02,-1.307E+01, 1.279E+00, 0.000E+00, 0.000E+00, 3.978E+00, 6.756E-01, 0.000E+00, 1.639E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.400E+02, 5.463E+02, 0.000E+00,-1.845E+02,-3.520E+02,-1.508E+01, 1.289E+00, 0.000E+00, 0.000E+00, 5.457E-02,-3.980E+00, 0.000E+00, 1.957E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.500E+02, 7.065E+02, 0.000E+00,-2.381E+02,-4.511E+02,-1.846E+01, 1.307E+00, 0.000E+00, 0.000E+00, 5.698E+00, 1.839E-01, 0.000E+00, 2.592E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.600E+02, 9.196E+02, 0.000E+00,-3.103E+02,-5.915E+02,-2.108E+01, 1.325E+00, 0.000E+00, 0.000E+00, 4.857E+00,-1.915E+00, 0.000E+00, 3.477E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.700E+02, 1.235E+03, 0.000E+00,-4.165E+02,-8.020E+02,-2.505E+01, 1.330E+00, 0.000E+00, 0.000E+00, 1.132E+00,-7.650E+00, 0.000E+00, 4.790E-02, 0.000E+00, 1.383E-03, 0.000E+00
 3.800E+02, 1.521E+03, 0.000E+00,-5.146E+02,-9.870E+02,-2.759E+01, 1.323E+00, 0.000E+00, 0.000E+00, 2.969E+00,-6.732E+00, 0.000E+00, 6.018E-02, 0.000E+00, 1.383E-03, 0.000E+00
