s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 7.000E+01, 6.634E+01, 6.949E+01, 6.055E+01, 5.285E+01, 4.397E+01, 3.944E+01, 3.408E+01, 3.111E+01, 2.745E+01, 2.521E+01, 2.175E+01, 1.943E+01, 1.657E+01, 1.492E+01, 1.263E+01, 1.122E+01, 9.601E+00, 8.828E+00, 8.053E+00, 6.817E+00, 6.073E+00, 5.217E+00, 4.687E+00, 4.010E+00, 3.655E+00, 3.253E+00, 3.083E+00, 2.873E+00, 2.760E+00, 2.635E+00, 2.578E+00, 2.513E+00, 2.471E+00, 2.401E+00, 2.227E+00, 2.103E+00, 1.935E+00, 1.840E+00, 1.724E+00, 1.675E+00, 1.617E+00, 1.577E+00, 1.513E+00, 1.462E+00, 1.376E+00, 1.320E+00, 1.250E+00, 1.210E+00, 1.136E+00, 1.055E+00, 6.600E+02, 6.688E+02, 6.214E+02, 5.805E+02, 5.235E+02, 4.880E+02, 4.383E+02, 4.072E+02, 3.639E+02, 3.359E+02, 2.941E+02, 2.675E+02, 2.319E+02, 2.107E+02, 1.823E+02, 1.656E+02, 1.444E+02, 1.326E+02, 1.220E+02, 1.076E+02, 9.957E+01, 8.920E+01, 8.314E+01, 7.528E+01, 7.086E+01, 6.566E+01, 6.288E+01, 5.927E+01, 5.711E+01, 5.427E+01, 5.268E+01, 5.077E+01, 4.960E+01, 4.835E+01, 4.642E+01, 4.516E+01, 4.341E+01, 4.238E+01, 4.109E+01, 4.041E+01, 3.950E+01, 3.892E+01, 3.810E+01, 3.753E+01, 3.658E+01, 3.598E+01, 3.523E+01, 3.478E+01, 3.395E+01, 3.310E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.200E+01, 6.908E+01, 6.967E+01, 6.031E+01, 5.327E+01, 4.390E+01, 3.911E+01, 3.300E+01, 2.945E+01, 2.517E+01, 2.271E+01, 1.933E+01, 1.752E+01, 1.503E+01, 1.354E+01, 1.163E+01, 1.050E+01, 9.006E+00, 8.058E+00, 7.255E+00, 6.080E+00, 5.306E+00, 4.486E+00, 4.080E+00, 3.567E+00, 3.265E+00, 2.835E+00, 2.604E+00, 2.364E+00, 2.206E+00, 1.924E+00, 1.753E+00, 1.595E+00, 1.528E+00, 1.453E+00, 1.339E+00, 1.287E+00, 1.231E+00, 1.196E+00, 1.163E+00, 1.136E+00, 1.066E+00, 1.004E+00, 9.332E-01, 9.141E-01, 8.876E-01, 8.544E-01, 8.251E-01, 8.110E-01, 7.707E-01, 7.236E-01, 6.651E+02, 6.691E+02, 6.198E+02, 5.792E+02, 5.199E+02, 4.840E+02, 4.337E+02, 4.020E+02, 3.585E+02, 3.310E+02, 2.901E+02, 2.647E+02, 2.301E+02, 2.093E+02, 1.819E+02, 1.659E+02, 1.456E+02, 1.340E+02, 1.235E+02, 1.087E+02, 9.958E+01, 8.887E+01, 8.284E+01, 7.500E+01, 7.056E+01, 6.504E+01, 6.209E+01, 5.842E+01, 5.619E+01, 5.292E+01, 5.101E+01, 4.890E+01, 4.775E+01, 4.656E+01, 4.485E+01, 4.385E+01, 4.251E+01, 4.172E+01, 4.070E+01, 4.011E+01, 3.921E+01, 3.861E+01, 3.787E+01, 3.744E+01, 3.672E+01, 3.621E+01, 3.557E+01, 3.517E+01, 3.439E+01, 3.354E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.400E+01, 6.752E+01, 6.821E+01, 5.991E+01, 5.343E+01, 4.410E+01, 3.870E+01, 3.208E+01, 2.854E+01, 2.441E+01, 2.224E+01, 1.927E+01, 1.770E+01, 1.552E+01, 1.411E+01, 1.217E+01, 1.103E+01, 9.517E+00, 8.700E+00, 7.958E+00, 6.853E+00, 6.158E+00, 5.315E+00, 4.879E+00, 4.306E+00, 3.956E+00, 3.497E+00, 3.224E+00, 2.876E+00, 2.636E+00, 2.299E+00, 2.095E+00, 1.824E+00, 1.674E+00, 1.549E+00, 1.412E+00, 1.331E+00, 1.189E+00, 1.118E+00, 1.039E+00, 1.017E+00, 9.904E-01, 9.698E-01, 9.229E-01, 8.882E-01, 8.475E-01, 8.207E-01, 7.746E-01, 7.466E-01, 7.052E-01, 6.482E-01, 6.697E+02, 6.724E+02, 6.262E+02, 5.879E+02, 5.295E+02, 4.917E+02, 4.388E+02, 4.066E+02, 3.639E+02, 3.372E+02, 2.979E+02, 2.737E+02, 2.400E+02, 2.193E+02, 1.913E+02, 1.746E+02, 1.530E+02, 1.407E+02, 1.294E+02, 1.135E+02, 1.042E+02, 9.276E+01, 8.644E+01, 7.831E+01, 7.370E+01, 6.789E+01, 6.465E+01, 6.052E+01, 5.794E+01, 5.434E+01, 5.225E+01, 4.972E+01, 4.828E+01, 4.691E+01, 4.511E+01, 4.406E+01, 4.248E+01, 4.161E+01, 4.058E+01, 4.005E+01, 3.922E+01, 3.861E+01, 3.777E+01, 3.725E+01, 3.643E+01, 3.587E+01, 3.515E+01, 3.474E+01, 3.397E+01, 3.310E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.600E+01, 6.550E+01, 6.612E+01, 5.279E+01, 4.478E+01, 3.704E+01, 3.316E+01, 2.836E+01, 2.558E+01, 2.213E+01, 2.009E+01, 1.741E+01, 1.594E+01, 1.412E+01, 1.310E+01, 1.151E+01, 1.040E+01, 8.982E+00, 8.162E+00, 7.417E+00, 6.318E+00, 5.664E+00, 4.861E+00, 4.390E+00, 3.808E+00, 3.519E+00, 3.114E+00, 2.896E+00, 2.569E+00, 2.370E+00, 2.116E+00, 1.974E+00, 1.800E+00, 1.707E+00, 1.623E+00, 1.511E+00, 1.458E+00, 1.391E+00, 1.361E+00, 1.323E+00, 1.268E+00, 1.142E+00, 1.073E+00, 1.015E+00, 9.814E-01, 9.256E-01, 8.986E-01, 8.572E-01, 8.307E-01, 7.946E-01, 7.461E-01, 6.581E+02, 6.619E+02, 6.071E+02, 5.648E+02, 5.095E+02, 4.758E+02, 4.286E+02, 3.989E+02, 3.584E+02, 3.328E+02, 2.950E+02, 2.720E+02, 2.402E+02, 2.208E+02, 1.936E+02, 1.768E+02, 1.550E+02, 1.425E+02, 1.311E+02, 1.149E+02, 1.055E+02, 9.392E+01, 8.744E+01, 7.914E+01, 7.457E+01, 6.873E+01, 6.549E+01, 6.123E+01, 5.857E+01, 5.497E+01, 5.292E+01, 5.046E+01, 4.906E+01, 4.772E+01, 4.590E+01, 4.486E+01, 4.336E+01, 4.252E+01, 4.146E+01, 4.079E+01, 3.964E+01, 3.891E+01, 3.804E+01, 3.748E+01, 3.659E+01, 3.603E+01, 3.529E+01, 3.485E+01, 3.410E+01, 3.328E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 7.800E+01, 6.957E+01, 7.160E+01, 6.171E+01, 5.430E+01, 4.538E+01, 4.073E+01, 3.455E+01, 3.139E+01, 2.757E+01, 2.527E+01, 2.204E+01, 2.010E+01, 1.732E+01, 1.565E+01, 1.329E+01, 1.179E+01, 9.667E+00, 8.375E+00, 7.317E+00, 6.056E+00, 5.454E+00, 4.720E+00, 4.306E+00, 3.774E+00, 3.452E+00, 3.001E+00, 2.729E+00, 2.410E+00, 2.240E+00, 2.030E+00, 1.906E+00, 1.771E+00, 1.714E+00, 1.667E+00, 1.593E+00, 1.535E+00, 1.414E+00, 1.336E+00, 1.234E+00, 1.174E+00, 1.103E+00, 1.068E+00, 1.009E+00, 9.633E-01, 8.962E-01, 8.639E-01, 8.320E-01, 8.057E-01, 7.540E-01, 7.032E-01, 6.735E+02, 6.782E+02, 6.263E+02, 5.842E+02, 5.278E+02, 4.934E+02, 4.442E+02, 4.138E+02, 3.726E+02, 3.463E+02, 3.071E+02, 2.830E+02, 2.489E+02, 2.283E+02, 1.995E+02, 1.819E+02, 1.583E+02, 1.446E+02, 1.325E+02, 1.161E+02, 1.069E+02, 9.545E+01, 8.892E+01, 8.054E+01, 7.581E+01, 6.966E+01, 6.617E+01, 6.168E+01, 5.898E+01, 5.537E+01, 5.328E+01, 5.079E+01, 4.946E+01, 4.821E+01, 4.645E+01, 4.538E+01, 4.374E+01, 4.281E+01, 4.161E+01, 4.087E+01, 3.974E+01, 3.909E+01, 3.825E+01, 3.770E+01, 3.682E+01, 3.630E+01, 3.564E+01, 3.521E+01, 3.443E+01, 3.360E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 6.884E+01, 7.102E+01, 6.197E+01, 5.657E+01, 4.924E+01, 4.492E+01, 3.858E+01, 3.443E+01, 2.853E+01, 2.534E+01, 2.109E+01, 1.883E+01, 1.578E+01, 1.380E+01, 1.092E+01, 9.239E+00, 7.580E+00, 6.774E+00, 6.105E+00, 5.247E+00, 4.774E+00, 4.115E+00, 3.731E+00, 3.231E+00, 2.942E+00, 2.575E+00, 2.369E+00, 2.123E+00, 1.991E+00, 1.800E+00, 1.685E+00, 1.535E+00, 1.454E+00, 1.394E+00, 1.330E+00, 1.283E+00, 1.210E+00, 1.157E+00, 1.064E+00, 1.028E+00, 1.002E+00, 9.965E-01, 9.899E-01, 9.877E-01, 9.747E-01, 9.628E-01, 9.414E-01, 9.220E-01, 8.802E-01, 8.352E-01, 6.731E+02, 6.806E+02, 6.332E+02, 5.966E+02, 5.437E+02, 5.103E+02, 4.605E+02, 4.285E+02, 3.827E+02, 3.544E+02, 3.130E+02, 2.879E+02, 2.523E+02, 2.302E+02, 1.991E+02, 1.801E+02, 1.562E+02, 1.425E+02, 1.304E+02, 1.144E+02, 1.055E+02, 9.429E+01, 8.794E+01, 7.968E+01, 7.500E+01, 6.894E+01, 6.548E+01, 6.109E+01, 5.851E+01, 5.501E+01, 5.297E+01, 5.051E+01, 4.918E+01, 4.796E+01, 4.633E+01, 4.531E+01, 4.373E+01, 4.275E+01, 4.147E+01, 4.077E+01, 3.979E+01, 3.924E+01, 3.853E+01, 3.806E+01, 3.726E+01, 3.677E+01, 3.612E+01, 3.569E+01, 3.490E+01, 3.408E+01, 1.411E+01, 2.399E+01, 4.669E+01, 1.947E+01, 1.161E+01, 1.415E+01, 4.038E+01, 3.290E+01, 1.158E+01, 7.005E+00, 1.199E+01, 2.634E+01, 3.332E+01, 6.962E+00, 4.210E+00, 3.159E+00, 4.790E+00, 1.178E+01, 2.741E+00, 1.922E+00
 8.200E+01, 7.032E+01, 7.283E+01, 6.139E+01, 5.441E+01, 4.605E+01, 4.145E+01, 3.594E+01, 3.283E+01, 2.866E+01, 2.593E+01, 2.213E+01, 2.007E+01, 1.751E+01, 1.609E+01, 1.422E+01, 1.306E+01, 1.123E+01, 9.946E+00, 8.831E+00, 7.503E+00, 6.805E+00, 5.857E+00, 5.324E+00, 4.658E+00, 4.314E+00, 3.870E+00, 3.577E+00, 3.239E+00, 3.003E+00, 2.570E+00, 2.312E+00, 2.039E+00, 1.877E+00, 1.757E+00, 1.669E+00, 1.616E+00, 1.513E+00, 1.438E+00, 1.327E+00, 1.258E+00, 1.162E+00, 1.110E+00, 1.064E+00, 1.042E+00, 9.771E-01, 9.351E-01, 8.913E-01, 8.649E-01, 8.139E-01, 7.632E-01, 6.759E+02, 6.842E+02, 6.315E+02, 5.935E+02, 5.418E+02, 5.094E+02, 4.627E+02, 4.329E+02, 3.900E+02, 3.623E+02, 3.215E+02, 2.968E+02, 2.624E+02, 2.412E+02, 2.109E+02, 1.923E+02, 1.675E+02, 1.524E+02, 1.390E+02, 1.217E+02, 1.122E+02, 1.001E+02, 9.314E+01, 8.424E+01, 7.930E+01, 7.301E+01, 6.927E+01, 6.457E+01, 6.162E+01, 5.715E+01, 5.458E+01, 5.169E+01, 5.013E+01, 4.879E+01, 4.716E+01, 4.613E+01, 4.450E+01, 4.348E+01, 4.207E+01, 4.130E+01, 4.021E+01, 3.961E+01, 3.888E+01, 3.842E+01, 3.754E+01, 3.699E+01, 3.630E+01, 3.587E+01, 3.511E+01, 3.432E+01, 1.292E+01, 2.672E+01, 4.605E+01, 1.885E+01, 1.122E+01, 9.030E+00, 1.613E+01, 2.333E+01, 8.660E+00, 5.609E+00, 6.138E+00, 9.399E+00, 1.306E+01, 5.295E+00, 3.155E+00, 3.959E+00, 6.061E+00, 6.805E+00, 3.449E+00, 1.902E+00
 8.400E+01, 7.170E+01, 7.330E+01, 6.579E+01, 5.993E+01, 5.088E+01, 4.542E+01, 3.851E+01, 3.496E+01, 3.047E+01, 2.777E+01, 2.365E+01, 2.111E+01, 1.783E+01, 1.579E+01, 1.309E+01, 1.157E+01, 9.713E+00, 8.703E+00, 7.737E+00, 6.479E+00, 5.790E+00, 4.873E+00, 4.330E+00, 3.693E+00, 3.383E+00, 2.964E+00, 2.733E+00, 2.442E+00, 2.285E+00, 2.073E+00, 1.917E+00, 1.711E+00, 1.605E+00, 1.506E+00, 1.383E+00, 1.318E+00, 1.220E+00, 1.172E+00, 1.105E+00, 1.056E+00, 9.694E-01, 9.201E-01, 8.776E-01, 8.515E-01, 7.980E-01, 7.681E-01, 7.314E-01, 7.065E-01, 6.631E-01, 6.219E-01, 6.851E+02, 6.913E+02, 6.479E+02, 6.138E+02, 5.616E+02, 5.270E+02, 4.776E+02, 4.474E+02, 4.048E+02, 3.769E+02, 3.339E+02, 3.073E+02, 2.705E+02, 2.476E+02, 2.156E+02, 1.962E+02, 1.709E+02, 1.560E+02, 1.426E+02, 1.249E+02, 1.150E+02, 1.021E+02, 9.459E+01, 8.528E+01, 8.030E+01, 7.384E+01, 7.014E+01, 6.550E+01, 6.270E+01, 5.862E+01, 5.610E+01, 5.301E+01, 5.127E+01, 4.974E+01, 4.791E+01, 4.682E+01, 4.513E+01, 4.413E+01, 4.272E+01, 4.185E+01, 4.058E+01, 3.983E+01, 3.898E+01, 3.846E+01, 3.753E+01, 3.695E+01, 3.623E+01, 3.576E+01, 3.494E+01, 3.411E+01, 1.246E+01, 2.350E+01, 4.847E+01, 2.055E+01, 1.193E+01, 7.762E+00, 1.359E+01, 2.415E+01, 1.038E+01, 6.268E+00, 4.963E+00, 7.852E+00, 1.231E+01, 5.954E+00, 3.526E+00, 3.172E+00, 5.177E+00, 6.298E+00, 3.557E+00, 2.189E+00
 8.600E+01, 7.016E+01, 6.963E+01, 5.873E+01, 5.092E+01, 4.253E+01, 3.868E+01, 3.377E+01, 3.087E+01, 2.663E+01, 2.403E+01, 2.085E+01, 1.924E+01, 1.691E+01, 1.548E+01, 1.356E+01, 1.239E+01, 1.073E+01, 9.622E+00, 8.500E+00, 7.027E+00, 6.169E+00, 5.191E+00, 4.732E+00, 4.111E+00, 3.670E+00, 3.210E+00, 3.015E+00, 2.769E+00, 2.618E+00, 2.368E+00, 2.234E+00, 2.073E+00, 1.978E+00, 1.882E+00, 1.740E+00, 1.663E+00, 1.563E+00, 1.508E+00, 1.418E+00, 1.354E+00, 1.241E+00, 1.177E+00, 1.111E+00, 1.073E+00, 1.008E+00, 9.588E-01, 8.884E-01, 8.471E-01, 7.919E-01, 7.361E-01, 6.851E+02, 6.862E+02, 6.384E+02, 5.999E+02, 5.475E+02, 5.157E+02, 4.700E+02, 4.412E+02, 3.991E+02, 3.715E+02, 3.308E+02, 3.060E+02, 2.710E+02, 2.491E+02, 2.184E+02, 1.997E+02, 1.748E+02, 1.598E+02, 1.458E+02, 1.273E+02, 1.170E+02, 1.040E+02, 9.673E+01, 8.722E+01, 8.152E+01, 7.455E+01, 7.081E+01, 6.613E+01, 6.328E+01, 5.909E+01, 5.664E+01, 5.369E+01, 5.201E+01, 5.042E+01, 4.836E+01, 4.720E+01, 4.551E+01, 4.451E+01, 4.313E+01, 4.229E+01, 4.099E+01, 4.022E+01, 3.936E+01, 3.884E+01, 3.793E+01, 3.735E+01, 3.659E+01, 3.610E+01, 3.526E+01, 3.441E+01, 1.206E+01, 2.196E+01, 4.649E+01, 2.235E+01, 1.231E+01, 7.129E+00, 1.207E+01, 2.337E+01, 1.243E+01, 7.330E+00, 4.386E+00, 7.087E+00, 1.234E+01, 6.996E+00, 4.392E+00, 2.725E+00, 4.463E+00, 6.255E+00, 3.975E+00, 2.633E+00
 8.800E+01, 7.272E+01, 7.418E+01, 6.570E+01, 5.904E+01, 5.011E+01, 4.515E+01, 3.909E+01, 3.574E+01, 3.101E+01, 2.808E+01, 2.381E+01, 2.140E+01, 1.789E+01, 1.578E+01, 1.319E+01, 1.175E+01, 9.942E+00, 8.930E+00, 8.086E+00, 6.886E+00, 6.175E+00, 5.264E+00, 4.728E+00, 3.996E+00, 3.607E+00, 3.117E+00, 2.840E+00, 2.473E+00, 2.271E+00, 2.025E+00, 1.901E+00, 1.771E+00, 1.710E+00, 1.660E+00, 1.588E+00, 1.548E+00, 1.505E+00, 1.481E+00, 1.427E+00, 1.383E+00, 1.299E+00, 1.254E+00, 1.200E+00, 1.172E+00, 1.134E+00, 1.115E+00, 1.097E+00, 1.082E+00, 1.042E+00, 9.771E-01, 6.871E+02, 6.923E+02, 6.477E+02, 6.110E+02, 5.582E+02, 5.258E+02, 4.797E+02, 4.507E+02, 4.082E+02, 3.805E+02, 3.386E+02, 3.133E+02, 2.770E+02, 2.544E+02, 2.234E+02, 2.045E+02, 1.790E+02, 1.638E+02, 1.499E+02, 1.309E+02, 1.199E+02, 1.059E+02, 9.802E+01, 8.778E+01, 8.209E+01, 7.507E+01, 7.119E+01, 6.623E+01, 6.325E+01, 5.908E+01, 5.672E+01, 5.398E+01, 5.249E+01, 5.114E+01, 4.935E+01, 4.828E+01, 4.675E+01, 4.586E+01, 4.457E+01, 4.373E+01, 4.235E+01, 4.156E+01, 4.066E+01, 4.012E+01, 3.919E+01, 3.860E+01, 3.788E+01, 3.741E+01, 3.654E+01, 3.560E+01, 1.208E+01, 2.169E+01, 4.740E+01, 2.257E+01, 1.244E+01, 6.907E+00, 1.161E+01, 2.382E+01, 1.214E+01, 7.265E+00, 4.229E+00, 6.863E+00, 1.219E+01, 6.889E+00, 4.290E+00, 2.702E+00, 4.429E+00, 6.235E+00, 3.922E+00, 2.626E+00
 9.000E+01, 6.931E+01, 7.076E+01, 6.221E+01, 5.593E+01, 4.874E+01, 4.464E+01, 3.902E+01, 3.516E+01, 3.018E+01, 2.736E+01, 2.318E+01, 2.071E+01, 1.755E+01, 1.581E+01, 1.356E+01, 1.210E+01, 9.921E+00, 8.696E+00, 7.659E+00, 6.370E+00, 5.678E+00, 4.850E+00, 4.382E+00, 3.787E+00, 3.443E+00, 2.964E+00, 2.676E+00, 2.361E+00, 2.186E+00, 1.967E+00, 1.837E+00, 1.687E+00, 1.606E+00, 1.525E+00, 1.434E+00, 1.389E+00, 1.335E+00, 1.299E+00, 1.237E+00, 1.195E+00, 1.141E+00, 1.113E+00, 1.066E+00, 1.029E+00, 9.820E-01, 9.528E-01, 9.026E-01, 8.568E-01, 7.713E-01, 6.984E-01, 6.876E+02, 6.925E+02, 6.506E+02, 6.162E+02, 5.677E+02, 5.370E+02, 4.926E+02, 4.632E+02, 4.207E+02, 3.930E+02, 3.505E+02, 3.239E+02, 2.857E+02, 2.620E+02, 2.295E+02, 2.094E+02, 1.817E+02, 1.653E+02, 1.506E+02, 1.310E+02, 1.199E+02, 1.060E+02, 9.820E+01, 8.822E+01, 8.254E+01, 7.526E+01, 7.117E+01, 6.609E+01, 6.315E+01, 5.914E+01, 5.680E+01, 5.398E+01, 5.240E+01, 5.093E+01, 4.908E+01, 4.803E+01, 4.655E+01, 4.567E+01, 4.435E+01, 4.352E+01, 4.226E+01, 4.155E+01, 4.068E+01, 4.012E+01, 3.921E+01, 3.865E+01, 3.787E+01, 3.734E+01, 3.638E+01, 3.543E+01, 1.222E+01, 2.223E+01, 4.766E+01, 2.195E+01, 1.228E+01, 7.232E+00, 1.225E+01, 2.399E+01, 1.171E+01, 7.062E+00, 4.437E+00, 7.282E+00, 1.217E+01, 6.742E+00, 4.155E+00, 2.738E+00, 4.534E+00, 6.124E+00, 3.939E+00, 2.548E+00
 9.200E+01, 6.972E+01, 7.188E+01, 6.436E+01, 5.816E+01, 4.909E+01, 4.407E+01, 3.796E+01, 3.472E+01, 3.058E+01, 2.801E+01, 2.471E+01, 2.261E+01, 1.923E+01, 1.698E+01, 1.402E+01, 1.236E+01, 1.034E+01, 9.221E+00, 8.267E+00, 7.092E+00, 6.420E+00, 5.432E+00, 4.916E+00, 4.269E+00, 3.890E+00, 3.361E+00, 3.075E+00, 2.679E+00, 2.434E+00, 2.146E+00, 2.024E+00, 1.878E+00, 1.784E+00, 1.681E+00, 1.550E+00, 1.440E+00, 1.288E+00, 1.225E+00, 1.143E+00, 1.092E+00, 1.046E+00, 1.025E+00, 9.957E-01, 9.727E-01, 9.419E-01, 9.223E-01, 9.008E-01, 8.838E-01, 8.517E-01, 8.185E-01, 6.838E+02, 6.908E+02, 6.516E+02, 6.180E+02, 5.684E+02, 5.374E+02, 4.932E+02, 4.648E+02, 4.240E+02, 3.970E+02, 3.562E+02, 3.304E+02, 2.914E+02, 2.664E+02, 2.321E+02, 2.113E+02, 1.836E+02, 1.672E+02, 1.526E+02, 1.333E+02, 1.223E+02, 1.082E+02, 1.003E+02, 9.023E+01, 8.440E+01, 7.679E+01, 7.254E+01, 6.718E+01, 6.403E+01, 5.976E+01, 5.735E+01, 5.454E+01, 5.297E+01, 5.147E+01, 4.953E+01, 4.823E+01, 4.642E+01, 4.546E+01, 4.410E+01, 4.323E+01, 4.203E+01, 4.136E+01, 4.052E+01, 3.997E+01, 3.908E+01, 3.851E+01, 3.776E+01, 3.725E+01, 3.634E+01, 3.547E+01, 1.240E+01, 2.281E+01, 4.790E+01, 2.155E+01, 1.218E+01, 7.566E+00, 1.308E+01, 2.427E+01, 1.136E+01, 6.916E+00, 4.852E+00, 7.819E+00, 1.220E+01, 6.477E+00, 4.020E+00, 2.928E+00, 4.706E+00, 6.173E+00, 3.783E+00, 2.456E+00
 9.400E+01, 7.009E+01, 7.250E+01, 6.562E+01, 6.031E+01, 5.291E+01, 4.873E+01, 4.320E+01, 3.949E+01, 3.434E+01, 3.106E+01, 2.596E+01, 2.301E+01, 1.879E+01, 1.677E+01, 1.435E+01, 1.298E+01, 1.125E+01, 1.002E+01, 8.820E+00, 7.309E+00, 6.359E+00, 5.089E+00, 4.454E+00, 3.742E+00, 3.387E+00, 2.962E+00, 2.715E+00, 2.449E+00, 2.342E+00, 2.217E+00, 2.149E+00, 2.067E+00, 1.990E+00, 1.904E+00, 1.806E+00, 1.746E+00, 1.654E+00, 1.602E+00, 1.524E+00, 1.476E+00, 1.410E+00, 1.368E+00, 1.313E+00, 1.278E+00, 1.218E+00, 1.176E+00, 1.127E+00, 1.098E+00, 1.024E+00, 9.461E-01, 6.859E+02, 6.948E+02, 6.586E+02, 6.276E+02, 5.804E+02, 5.499E+02, 5.061E+02, 4.768E+02, 4.343E+02, 4.064E+02, 3.630E+02, 3.359E+02, 2.953E+02, 2.709E+02, 2.376E+02, 2.173E+02, 1.901E+02, 1.735E+02, 1.583E+02, 1.383E+02, 1.265E+02, 1.110E+02, 1.025E+02, 9.170E+01, 8.570E+01, 7.802E+01, 7.371E+01, 6.835E+01, 6.527E+01, 6.117E+01, 5.888E+01, 5.620E+01, 5.458E+01, 5.299E+01, 5.097E+01, 4.972E+01, 4.792E+01, 4.694E+01, 4.555E+01, 4.468E+01, 4.343E+01, 4.269E+01, 4.177E+01, 4.119E+01, 4.023E+01, 3.964E+01, 3.888E+01, 3.837E+01, 3.739E+01, 3.640E+01, 1.241E+01, 2.263E+01, 4.862E+01, 2.159E+01, 1.227E+01, 7.503E+00, 1.298E+01, 2.475E+01, 1.165E+01, 7.004E+00, 4.738E+00, 7.710E+00, 1.231E+01, 6.805E+00, 4.105E+00, 2.893E+00, 4.583E+00, 6.200E+00, 3.872E+00, 2.520E+00
