s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0000000E+001, 3.3079423E-012
 2.0000000E+001, 4.3467392E-008
 3.0000000E+001, 7.6388524E-006
 4.0050000E+001, 2.0220012E-004
 5.0050000E+001, 1.6094951E-003
 6.0050000E+001, 4.9411617E-003
 7.0050000E+001, 8.3033027E-003
 8.0050000E+001, 1.0179743E-002
 9.0050000E+001, 1.2219044E-002
 1.0005000E+002, 1.3034731E-002
 1.1005000E+002, 1.4390674E-002
 1.2005000E+002, 1.4722270E-002
 1.3005000E+002, 1.5725385E-002
 1.4005000E+002, 1.5929430E-002
 1.5005000E+002, 1.6715640E-002
 1.6000000E+002, 1.6973635E-002
 1.7000000E+002, 1.7505018E-002
 1.8000000E+002, 1.7655796E-002
 1.9000000E+002, 1.8284810E-002
 2.0000000E+002, 1.8589936E-002
 2.1000000E+002, 1.9027644E-002
 2.2000000E+002, 1.9263596E-002
 2.3000000E+002, 1.9605690E-002
 2.4000000E+002, 1.9742677E-002
 2.5000000E+002, 2.0061721E-002
 2.6000000E+002, 2.0106360E-002
 2.7000000E+002, 2.0343245E-002
 2.8000000E+002, 2.0268174E-002
 2.9000000E+002, 2.0379570E-002
 3.0000000E+002, 2.0084870E-002
 3.1000000E+002, 2.0208995E-002
 3.2000000E+002, 1.9857046E-002
 3.3000000E+002, 1.9656492E-002
 3.4000000E+002, 1.9139649E-002
 3.5000000E+002, 1.8833870E-002
 3.6000000E+002, 1.8259113E-002
 3.7000000E+002, 1.7891674E-002
 3.8000000E+002, 1.7371382E-002
 3.9000000E+002, 1.6903921E-002
 4.0000000E+002, 1.6204180E-002
 4.1000000E+002, 1.5253198E-002
 4.2000000E+002, 1.3915006E-002
 4.3000000E+002, 1.2083198E-002
 4.4000000E+002, 9.3479872E-003
 4.5000000E+002, 4.9507076E-003
 4.6000000E+002, 8.4790506E-004
 4.7000000E+002, 2.9366042E-005
 4.8000000E+002, 6.5162712E-007
 4.9000000E+002, 1.4312536E-008
 5.0000000E+002, 3.1638125E-010
 5.1000000E+002, 7.0308459E-012
 5.2000000E+002, 1.5690341E-013
 5.3000000E+002, 3.5131308E-015
 5.4000000E+002, 7.8630122E-017
 5.5000000E+002, 1.4776423E-018
 5.6000000E+002, 0.0000000E+000
 5.7000000E+002, 0.0000000E+000
 5.8000000E+002, 0.0000000E+000
 5.9000000E+002, 0.0000000E+000
 6.0000000E+002, 0.0000000E+000
