s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0000000E+001, 3.2681035E-016
 2.0000000E+001, 1.2875540E-012
 3.0000000E+001, 1.8977216E-010
 4.0050000E+001, 6.0658541E-009
 5.0050000E+001, 7.8088593E-008
 6.0050000E+001, 5.5804225E-007
 7.0050000E+001, 2.6612063E-006
 8.0050000E+001, 9.4764459E-006
 9.0050000E+001, 2.7131208E-005
 1.0005000E+002, 6.5644347E-005
 1.1005000E+002, 1.3885973E-004
 1.2005000E+002, 2.6278546E-004
 1.3005000E+002, 4.5194482E-004
 1.4005000E+002, 7.1453567E-004
 1.5005000E+002, 1.0485830E-003
 1.6000000E+002, 1.4407971E-003
 1.7000000E+002, 1.8734980E-003
 1.8000000E+002, 2.3282181E-003
 1.9000000E+002, 2.7870056E-003
 2.0000000E+002, 3.2372989E-003
 2.1000000E+002, 3.6706755E-003
 2.2000000E+002, 4.0819814E-003
 2.3000000E+002, 4.4642354E-003
 2.4000000E+002, 4.6983239E-003
 2.5000000E+002, 5.0966693E-003
 2.6000000E+002, 5.4506136E-003
 2.7000000E+002, 5.7614842E-003
 2.8000000E+002, 6.0359491E-003
 2.9000000E+002, 6.2780833E-003
 3.0000000E+002, 6.4918404E-003
 3.1000000E+002, 6.5923271E-003
 3.2000000E+002, 6.8097544E-003
 3.3000000E+002, 6.9949246E-003
 3.4000000E+002, 7.1418975E-003
 3.5000000E+002, 7.2575836E-003
 3.6000000E+002, 7.3480097E-003
 3.7000000E+002, 7.4169164E-003
 3.8000000E+002, 7.4344963E-003
 3.9000000E+002, 7.4907609E-003
 4.0000000E+002, 7.5550480E-003
 4.1000000E+002, 7.5855212E-003
 4.2000000E+002, 7.5933857E-003
 4.3000000E+002, 7.5842426E-003
 4.4000000E+002, 7.5623897E-003
 4.5000000E+002, 7.5302026E-003
 4.6000000E+002, 7.4437413E-003
 4.7000000E+002, 7.4409165E-003
 4.8000000E+002, 7.4202486E-003
 4.9000000E+002, 7.3765750E-003
 5.0000000E+002, 7.3197976E-003
 5.1000000E+002, 7.2547524E-003
 5.2000000E+002, 7.1832677E-003
 5.3000000E+002, 7.1070191E-003
 5.4000000E+002, 7.0012418E-003
 5.5000000E+002, 6.9164897E-003
 5.6000000E+002, 6.8714479E-003
 5.7000000E+002, 6.8050156E-003
 5.8000000E+002, 6.7275779E-003
 5.9000000E+002, 6.6438443E-003
 6.0000000E+002, 6.5561851E-003
 6.1005000E+002, 6.4661145E-003
 6.2005000E+002, 6.3744500E-003
 6.3005000E+002, 6.2821241E-003
 6.4005000E+002, 6.1463419E-003
 6.5005000E+002, 6.0832411E-003
 6.6005000E+002, 6.0104963E-003
 6.7005000E+002, 5.9264593E-003
 6.8005000E+002, 5.8372092E-003
 6.9005000E+002, 5.7455122E-003
 7.0005000E+002, 5.6520366E-003
 7.1005000E+002, 5.5574515E-003
 7.2005000E+002, 5.4627888E-003
 7.3005000E+002, 5.3677418E-003
 7.4005000E+002, 5.2621875E-003
 7.5005000E+002, 5.1506886E-003
 7.6005000E+002, 5.0796875E-003
 7.7005000E+002, 4.9975610E-003
 7.8005000E+002, 4.9103070E-003
 7.9005000E+002, 4.8207207E-003
 8.0005000E+002, 4.7303416E-003
 8.1005000E+002, 4.6398582E-003
 8.2005000E+002, 4.5492670E-003
 8.3005000E+002, 4.4595425E-003
 8.4005000E+002, 4.3706219E-003
 8.5005000E+002, 4.2822330E-003
 8.6005000E+002, 4.1949501E-003
 8.7005000E+002, 4.0919412E-003
 8.8005000E+002, 4.0120799E-003
 8.9005000E+002, 3.9389270E-003
 9.0005000E+002, 3.8623358E-003
 9.1005000E+002, 3.7849544E-003
 9.2005000E+002, 3.7071988E-003
 9.3005000E+002, 3.6301392E-003
 9.4005000E+002, 3.5536986E-003
 9.5005000E+002, 3.4782982E-003
 9.6005000E+002, 3.4043217E-003
 9.7005000E+002, 3.3318923E-003
 9.8005000E+002, 3.2611103E-003
 9.9005000E+002, 3.1916167E-003
 1.0000500E+003, 3.1236812E-003
 1.0100500E+003, 3.0573800E-003
 1.0200500E+003, 2.9926380E-003
 1.0300500E+003, 2.9219999E-003
 1.0400500E+003, 2.8562599E-003
 1.0500500E+003, 2.8034625E-003
 1.0600500E+003, 2.7498479E-003
 1.0700500E+003, 2.6958762E-003
 1.0800500E+003, 2.6427386E-003
 1.0900500E+003, 2.5905031E-003
 1.1000500E+003, 2.5394902E-003
 1.1100500E+003, 2.4895622E-003
 1.1200500E+003, 2.4407653E-003
 1.1300500E+003, 2.3935084E-003
 1.1400500E+003, 2.3477585E-003
 1.1500500E+003, 2.3034019E-003
 1.1600500E+003, 2.2603603E-003
 1.1700500E+003, 2.2186291E-003
 1.1800500E+003, 2.1782531E-003
 1.1900500E+003, 2.1390839E-003
 1.2000000E+003, 2.1012046E-003
