s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0000000E+001, 5.1151293E-012
 2.0000000E+001, 1.0783153E-007
 3.0000000E+001, 1.8706132E-006
 4.0050000E+001, 2.3120763E-005
 5.0050000E+001, 1.4560996E-004
 6.0050000E+001, 6.0553639E-004
 7.0050000E+001, 1.8214939E-003
 8.0050000E+001, 4.1294421E-003
 9.0050000E+001, 7.2863638E-003
 1.0005000E+002, 1.0529956E-002
 1.1005000E+002, 1.3136893E-002
 1.2005000E+002, 1.4950559E-002
 1.3005000E+002, 1.6309957E-002
 1.4005000E+002, 1.6853716E-002
 1.5005000E+002, 1.6836266E-002
 1.6000000E+002, 1.6445481E-002
 1.7000000E+002, 1.6314763E-002
 1.8000000E+002, 1.6112089E-002
 1.9000000E+002, 1.6007878E-002
 2.0000000E+002, 1.5905564E-002
 2.1000000E+002, 1.5898676E-002
 2.2000000E+002, 1.5931783E-002
 2.3000000E+002, 1.6218842E-002
 2.4000000E+002, 1.6638292E-002
 2.5000000E+002, 1.7045799E-002
 2.6000000E+002, 1.7312361E-002
 2.7000000E+002, 1.7396250E-002
 2.8000000E+002, 1.7391645E-002
 2.9000000E+002, 1.7240967E-002
 3.0000000E+002, 1.6913596E-002
 3.1000000E+002, 1.6505506E-002
 3.2000000E+002, 1.6003284E-002
 3.3000000E+002, 1.5488613E-002
 3.4000000E+002, 1.4937118E-002
 3.5000000E+002, 1.4392903E-002
 3.6000000E+002, 1.3773655E-002
 3.7000000E+002, 1.3148603E-002
 3.8000000E+002, 1.2537851E-002
 3.9000000E+002, 1.1919643E-002
 4.0000000E+002, 1.1319649E-002
 4.1000000E+002, 1.0750028E-002
 4.2000000E+002, 1.0206517E-002
 4.3000000E+002, 9.7107424E-003
 4.4000000E+002, 9.2089033E-003
 4.5000000E+002, 8.7232288E-003
 4.6000000E+002, 8.2662979E-003
 4.7000000E+002, 7.8371893E-003
 4.8000000E+002, 7.4316688E-003
 4.9000000E+002, 7.0362784E-003
 5.0000000E+002, 6.6679232E-003
 5.1000000E+002, 6.3272942E-003
 5.2000000E+002, 6.0092105E-003
 5.3000000E+002, 5.7122429E-003
 5.4000000E+002, 5.4366099E-003
 5.5000000E+002, 5.1683959E-003
 5.6000000E+002, 4.9139722E-003
 5.7000000E+002, 4.6792326E-003
 5.8000000E+002, 4.4618265E-003
 5.9000000E+002, 4.2593544E-003
 6.0000000E+002, 4.0703301E-003
 6.1005000E+002, 3.8932354E-003
 6.2005000E+002, 3.7296769E-003
 6.3005000E+002, 3.5736395E-003
 6.4005000E+002, 3.4196676E-003
 6.5005000E+002, 3.2775208E-003
 6.6005000E+002, 3.1458344E-003
 6.7005000E+002, 3.0230541E-003
 6.8005000E+002, 2.9082616E-003
 6.9005000E+002, 2.8006398E-003
 7.0005000E+002, 2.6995694E-003
 7.1005000E+002, 2.6045301E-003
 7.2005000E+002, 2.5149154E-003
 7.3005000E+002, 2.4304993E-003
 7.4005000E+002, 2.3602917E-003
 7.5005000E+002, 2.2793618E-003
 7.6005000E+002, 2.2022932E-003
 7.7005000E+002, 2.1308723E-003
 7.8005000E+002, 2.0640964E-003
 7.9005000E+002, 2.0013550E-003
 8.0000000E+002, 1.9422608E-003
