s,kg/m2/s
 8.6000000E+002, 4.5798595E-003
 8.7000000E+002, 4.5088663E-003
 8.8000000E+002, 4.4729197E-003
 8.9000000E+002, 4.3916578E-003
 9.0000000E+002, 4.3981835E-003
 9.1000000E+002, 4.3093344E-003
 9.2000000E+002, 4.2903262E-003
 9.3000000E+002, 4.2077415E-003
 9.4000000E+002, 4.1603001E-003
 9.5000000E+002, 4.1130158E-003
 9.6000000E+002, 4.0399832E-003
 9.7000000E+002, 4.0593239E-003
 9.8000000E+002, 3.9652999E-003
 9.9000000E+002, 3.9283107E-003
 1.0000000E+003, 3.8739218E-003
 1.0100000E+003, 3.7861252E-003
 1.0200000E+003, 3.7711865E-003
 1.0300000E+003, 3.6835553E-003
 1.0400000E+003, 3.6904191E-003
 1.0500000E+003, 3.6451301E-003
 1.0600000E+003, 3.5448389E-003
 1.0700000E+003, 3.5311006E-003
 1.0800000E+003, 3.4504270E-003
 1.0900000E+003, 3.3748331E-003
 1.1000000E+003, 3.3424702E-003
 1.1100000E+003, 3.2534886E-003
 1.1200000E+003, 3.2916457E-003
 1.1300000E+003, 3.2273506E-003
 1.1400000E+003, 3.1249022E-003
 1.1500000E+003, 3.0992657E-003
 1.1600000E+003, 3.0203997E-003
 1.1700000E+003, 2.9352300E-003
 1.1800000E+003, 2.9022520E-003
 1.1900000E+003, 2.8221701E-003
 1.2000000E+003, 2.8217175E-003
 1.2101000E+003, 2.8251970E-003
 1.2201000E+003, 2.7195334E-003
 1.2301000E+003, 2.6427019E-003
 1.2401000E+003, 2.6060484E-003
 1.2501000E+003, 2.5224525E-003
 1.2601000E+003, 2.4499882E-003
 1.2701000E+003, 2.4098462E-003
 1.2801000E+003, 2.3389014E-003
 1.2901000E+003, 2.2696493E-003
 1.3001000E+003, 2.2224863E-003
 1.3101000E+003, 2.1641009E-003
 1.3201000E+003, 2.1492256E-003
 1.3301000E+003, 2.2192611E-003
 1.3401000E+003, 2.1195970E-003
 1.3501000E+003, 2.0371292E-003
 1.3601000E+003, 1.9842623E-003
 1.3701000E+003, 1.9356267E-003
 1.3801000E+003, 1.8743258E-003
 1.3901000E+003, 1.8141727E-003
 1.4001000E+003, 1.7664793E-003
 1.4101000E+003, 1.7200468E-003
 1.4201000E+003, 1.6721012E-003
 1.4301000E+003, 1.6289137E-003
 1.4401000E+003, 1.5903625E-003
 1.4501000E+003, 1.5482669E-003
 1.4601000E+003, 1.5074828E-003
 1.4701000E+003, 1.6326095E-003
 1.4801000E+003, 1.5787709E-003
 1.4901000E+003, 1.5080340E-003
 1.5001000E+003, 1.4498713E-003
 1.5101000E+003, 1.3998633E-003
 1.5201000E+003, 1.3647145E-003
 1.5301000E+003, 1.3232710E-003
 1.5401000E+003, 1.2818872E-003
 1.5501000E+003, 1.2421450E-003
 1.5601000E+003, 1.2091994E-003
 1.5701000E+003, 1.1763653E-003
 1.5801000E+003, 1.1424666E-003
 1.5901000E+003, 1.1101926E-003
 1.6000000E+003, 1.0796083E-003
