s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 2.8967063E-018
 2.0000000E+001, 9.5711689E-014
 3.0000000E+001, 3.2138639E-011
 4.0000000E+001, 1.5189972E-009
 5.0000000E+001, 2.4438005E-008
 6.0000000E+001, 2.0198973E-007
 7.0000000E+001, 1.0821898E-006
 8.0100000E+001, 4.4478632E-006
 9.0100000E+001, 1.5694940E-005
 1.0010000E+002, 4.8806588E-005
 1.1010000E+002, 1.2174644E-004
 1.2010000E+002, 2.4061245E-004
 1.3010000E+002, 4.0860249E-004
 1.4010000E+002, 6.3030093E-004
 1.5010000E+002, 9.0467911E-004
 1.6010000E+002, 1.2226436E-003
 1.7010000E+002, 1.5513598E-003
 1.8010000E+002, 1.9359874E-003
 1.9010000E+002, 2.2878395E-003
 2.0010000E+002, 2.6268156E-003
 2.1010000E+002, 2.9793958E-003
 2.2010000E+002, 3.3251215E-003
 2.3010000E+002, 3.6113640E-003
 2.4010000E+002, 3.9178199E-003
 2.5010000E+002, 4.1787742E-003
 2.6010000E+002, 4.4088932E-003
 2.7010000E+002, 4.6286779E-003
 2.8010000E+002, 4.8409899E-003
 2.9010000E+002, 5.0158766E-003
 3.0010000E+002, 5.1942053E-003
 3.1000000E+002, 5.3566548E-003
 3.2000000E+002, 5.5106660E-003
 3.3000000E+002, 5.5926142E-003
 3.4000000E+002, 5.7161689E-003
 3.5000000E+002, 5.8232004E-003
 3.6000000E+002, 5.9176107E-003
 3.7000000E+002, 6.0066380E-003
 3.8000000E+002, 6.0266904E-003
 3.9000000E+002, 6.0935756E-003
 4.0000000E+002, 6.1452861E-003
 4.1000000E+002, 6.1874214E-003
 4.2000000E+002, 6.2269594E-003
 4.3000000E+002, 6.2097138E-003
 4.4000000E+002, 6.2324341E-003
 4.5000000E+002, 6.2454900E-003
 4.6000000E+002, 6.2530855E-003
 4.7000000E+002, 6.2646298E-003
 4.8000000E+002, 6.2061103E-003
 4.9000000E+002, 6.2080076E-003
 5.0000000E+002, 6.1978324E-003
 5.1000000E+002, 6.1938221E-003
 5.2000000E+002, 6.1297332E-003
 5.3000000E+002, 6.1145336E-003
 5.4000000E+002, 6.0909956E-003
 5.5000000E+002, 6.0780420E-003
 5.6000000E+002, 6.0239799E-003
 5.7000000E+002, 5.9656704E-003
 5.8000000E+002, 5.9395346E-003
 5.9000000E+002, 5.9171682E-003
 6.0000000E+002, 5.8598997E-003
 6.1000000E+002, 5.8065729E-003
 6.2000000E+002, 5.7790982E-003
 6.3000000E+002, 5.7264374E-003
 6.4000000E+002, 5.6795213E-003
 6.5000000E+002, 5.6497129E-003
 6.6000000E+002, 5.5742690E-003
 6.7000000E+002, 5.5341289E-003
 6.8000000E+002, 5.5069821E-003
 6.9000000E+002, 5.4434152E-003
 7.0000000E+002, 5.3885433E-003
 7.1000000E+002, 5.3522358E-003
 7.2000000E+002, 5.2742073E-003
 7.3000000E+002, 5.2460964E-003
 7.4000000E+002, 5.1867001E-003
 7.5000000E+002, 5.1314321E-003
 7.6000000E+002, 5.0920741E-003
 7.7000000E+002, 5.0151643E-003
 7.8000000E+002, 4.9940690E-003
 7.9000000E+002, 4.9228308E-003
 8.0000000E+002, 4.8901350E-003
 8.1000000E+002, 4.8181718E-003
 8.2000000E+002, 4.7775075E-003
 8.3000000E+002, 4.7130639E-003
 8.4000000E+002, 4.6867062E-003
 8.5000000E+002, 4.6211117E-003
