s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 7.2952532E-012
 2.0000000E+001, 2.1891885E-008
 3.0000000E+001, 2.0648195E-006
 4.0000000E+001, 4.1364604E-005
 5.0000000E+001, 3.3781508E-004
 6.0000000E+001, 1.4356643E-003
 7.0000000E+001, 3.4682297E-003
 8.0100000E+001, 5.5996428E-003
 9.0100000E+001, 7.2926875E-003
 1.0010000E+002, 8.5900815E-003
 1.1010000E+002, 9.4767426E-003
 1.2010000E+002, 1.0316465E-002
 1.3010000E+002, 1.1002904E-002
 1.4010000E+002, 1.1672424E-002
 1.5010000E+002, 1.2084061E-002
 1.6010000E+002, 1.2560328E-002
 1.7010000E+002, 1.3010771E-002
 1.8010000E+002, 1.3476561E-002
 1.9010000E+002, 1.3738450E-002
 2.0010000E+002, 1.4111176E-002
 2.1010000E+002, 1.4418511E-002
 2.2010000E+002, 1.4706588E-002
 2.3010000E+002, 1.4917118E-002
 2.4010000E+002, 1.5279462E-002
 2.5010000E+002, 1.5398225E-002
 2.6010000E+002, 1.5636296E-002
 2.7010000E+002, 1.5832836E-002
 2.8010000E+002, 1.5929725E-002
 2.9010000E+002, 1.6219600E-002
 3.0010000E+002, 1.6408418E-002
 3.1000000E+002, 1.6377099E-002
 3.2000000E+002, 1.6503375E-002
 3.3000000E+002, 1.6593288E-002
 3.4000000E+002, 1.6515920E-002
 3.5000000E+002, 1.6687192E-002
 3.6000000E+002, 1.6625859E-002
 3.7000000E+002, 1.6616470E-002
 3.8000000E+002, 1.6689568E-002
 3.9000000E+002, 1.6451251E-002
 4.0000000E+002, 1.6469915E-002
 4.1000000E+002, 1.6423418E-002
 4.2000000E+002, 1.6156116E-002
 4.3000000E+002, 1.6171734E-002
 4.4000000E+002, 1.5879907E-002
 4.5000000E+002, 1.5636294E-002
 4.6000000E+002, 1.5433617E-002
 4.7000000E+002, 1.4888648E-002
 4.8000000E+002, 1.4421846E-002
 4.9000000E+002, 1.3855991E-002
 5.0000000E+002, 1.3041429E-002
 5.1000000E+002, 1.1870675E-002
 5.2000000E+002, 1.0839808E-002
 5.3000000E+002, 9.6885048E-003
 5.4000000E+002, 8.2072840E-003
 5.5000000E+002, 6.3467672E-003
 5.6000000E+002, 5.1940533E-003
 5.7000000E+002, 4.1144242E-003
 5.8000000E+002, 3.1220212E-003
 5.9000000E+002, 2.2576220E-003
 6.0000000E+002, 1.5437620E-003
 6.1000000E+002, 9.8436835E-004
 6.2000000E+002, 5.7280598E-004
 6.3000000E+002, 2.9717840E-004
 6.4000000E+002, 1.3610654E-004
 6.5000000E+002, 5.5880021E-005
 6.6000000E+002, 2.1273564E-005
 6.7000000E+002, 7.7659729E-006
 6.8000000E+002, 2.7796479E-006
 6.9000000E+002, 9.8674838E-007
 7.0000000E+002, 3.4916383E-007
