s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 5.6347253E-009
 2.0000000E+001, 1.0997207E-006
 3.0000000E+001, 2.4756798E-005
 4.0000000E+001, 2.0521405E-004
 5.0000000E+001, 9.2276450E-004
 6.0000000E+001, 2.5958017E-003
 7.0000000E+001, 5.2600254E-003
 8.0100000E+001, 8.2140966E-003
 9.0100000E+001, 1.0145273E-002
 1.0010000E+002, 9.4920613E-003
 1.1010000E+002, 8.3795068E-003
 1.2010000E+002, 7.8871869E-003
 1.3010000E+002, 7.6521006E-003
 1.4010000E+002, 7.5113247E-003
 1.5010000E+002, 7.4378018E-003
 1.6010000E+002, 7.4105817E-003
 1.7010000E+002, 7.4070376E-003
 1.8010000E+002, 7.4107171E-003
 1.9010000E+002, 7.4374298E-003
 2.0010000E+002, 7.4942936E-003
 2.1010000E+002, 7.5555556E-003
 2.2010000E+002, 7.6371837E-003
 2.3010000E+002, 7.7310458E-003
 2.4010000E+002, 7.8203967E-003
 2.5010000E+002, 7.9209586E-003
 2.6010000E+002, 8.0026857E-003
 2.7010000E+002, 8.0905406E-003
 2.8010000E+002, 8.1527663E-003
 2.9010000E+002, 8.2200252E-003
 3.0010000E+002, 8.2642036E-003
 3.1000000E+002, 8.3151823E-003
 3.2000000E+002, 8.3340506E-003
 3.3000000E+002, 8.3437818E-003
 3.4000000E+002, 8.3462956E-003
 3.5000000E+002, 8.3272896E-003
 3.6000000E+002, 8.3187043E-003
 3.7000000E+002, 8.2893731E-003
 3.8000000E+002, 8.2540041E-003
 3.9000000E+002, 8.2164635E-003
 4.0000000E+002, 8.1605539E-003
 4.1000000E+002, 8.1104302E-003
 4.2000000E+002, 8.0574841E-003
 4.3000000E+002, 7.9928662E-003
 4.4000000E+002, 7.9345293E-003
 4.5000000E+002, 7.8692098E-003
 4.6000000E+002, 7.7909562E-003
 4.7000000E+002, 7.7146056E-003
 4.8000000E+002, 7.6437552E-003
 4.9000000E+002, 7.5613811E-003
 5.0000000E+002, 7.4741180E-003
 5.1000000E+002, 7.3897123E-003
 5.2000000E+002, 7.2783432E-003
 5.3000000E+002, 7.1516737E-003
 5.4000000E+002, 7.0292549E-003
 5.5000000E+002, 6.9070418E-003
 5.6000000E+002, 6.7757367E-003
 5.7000000E+002, 6.6417334E-003
 5.8000000E+002, 6.5192431E-003
 5.9000000E+002, 6.3964007E-003
 6.0000000E+002, 6.2671274E-003
 6.1000000E+002, 6.1372509E-003
 6.2000000E+002, 6.0146901E-003
 6.3000000E+002, 5.8983774E-003
 6.4000000E+002, 5.7749101E-003
 6.5000000E+002, 5.6508030E-003
 6.6000000E+002, 5.5278844E-003
 6.7000000E+002, 5.4188045E-003
 6.8000000E+002, 5.3035895E-003
 6.9000000E+002, 5.1860216E-003
 7.0000000E+002, 5.0687509E-003
 7.1000000E+002, 4.9522073E-003
 7.2000000E+002, 4.8469644E-003
 7.3000000E+002, 4.7378006E-003
 7.4000000E+002, 4.6262222E-003
 7.5000000E+002, 4.5149527E-003
 7.6000000E+002, 4.4041716E-003
 7.7000000E+002, 4.2963035E-003
 7.8000000E+002, 4.1974242E-003
 7.9000000E+002, 4.0922097E-003
 8.0000000E+002, 3.9872256E-003
 8.1000000E+002, 3.8822677E-003
 8.2000000E+002, 3.7775249E-003
 8.3000000E+002, 3.6737275E-003
 8.4000000E+002, 3.5786506E-003
 8.5000000E+002, 3.4783290E-003
 8.6000000E+002, 3.3789795E-003
 8.7000000E+002, 3.2797740E-003
 8.8000000E+002, 3.1808747E-003
 8.9000000E+002, 3.0825370E-003
 9.0000000E+002, 2.9850074E-003
 9.1000000E+002, 2.8971251E-003
 9.2000000E+002, 2.8052625E-003
 9.3000000E+002, 2.7147658E-003
 9.4000000E+002, 2.6245667E-003
 9.5000000E+002, 2.5349368E-003
 9.6000000E+002, 2.4462412E-003
 9.7000000E+002, 2.3587740E-003
 9.8000000E+002, 2.2727908E-003
 9.9000000E+002, 2.1900563E-003
 1.0000000E+003, 2.1129486E-003
 1.0100000E+003, 2.0361225E-003
 1.0200000E+003, 1.9605306E-003
 1.0300000E+003, 1.8860637E-003
 1.0400000E+003, 1.8131092E-003
 1.0500000E+003, 1.7419638E-003
 1.0600000E+003, 1.6728633E-003
 1.0700000E+003, 1.6059687E-003
 1.0800000E+003, 1.5434207E-003
 1.0900000E+003, 1.4840424E-003
 1.1000000E+003, 1.4261674E-003
 1.1100000E+003, 1.3701548E-003
 1.1200000E+003, 1.3160887E-003
 1.1300000E+003, 1.2640956E-003
 1.1400000E+003, 1.2142534E-003
 1.1500000E+003, 1.1671867E-003
 1.1600000E+003, 1.1238862E-003
 1.1700000E+003, 1.0812993E-003
 1.1800000E+003, 1.0407123E-003
 1.1900000E+003, 1.0019930E-003
 1.2000000E+003, 9.6512878E-004
