s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 2.3892009E-015
 2.0000000E+001, 1.2577801E-010
 3.0000000E+001, 1.6770755E-008
 4.0000000E+001, 4.2787674E-008
 5.0000000E+001, 7.1446127E-008
 6.0000000E+001, 2.5251570E-007
 7.0000000E+001, 9.8667611E-007
 8.0100000E+001, 4.0170028E-006
 9.0100000E+001, 1.1552091E-005
 1.0010000E+002, 3.2477898E-005
 1.1010000E+002, 7.3041322E-005
 1.2010000E+002, 1.5642400E-004
 1.3010000E+002, 2.8771134E-004
 1.4010000E+002, 4.9110050E-004
 1.5010000E+002, 7.4772622E-004
 1.6010000E+002, 1.0505187E-003
 1.7010000E+002, 1.3682018E-003
 1.8010000E+002, 1.6759852E-003
 1.9010000E+002, 1.9729894E-003
 2.0010000E+002, 2.2347952E-003
 2.1010000E+002, 2.4822816E-003
 2.2010000E+002, 2.6975567E-003
 2.3010000E+002, 2.8958064E-003
 2.4010000E+002, 3.0198633E-003
 2.5010000E+002, 3.2135513E-003
 2.6010000E+002, 3.3782853E-003
 2.7010000E+002, 3.5199349E-003
 2.8010000E+002, 3.6449399E-003
 2.9010000E+002, 3.7581592E-003
 3.0010000E+002, 3.8574594E-003
 3.1000000E+002, 3.9137329E-003
 3.2000000E+002, 3.9964646E-003
 3.3000000E+002, 4.0986337E-003
 3.4000000E+002, 4.1760433E-003
 3.5000000E+002, 4.2408489E-003
 3.6000000E+002, 4.2979182E-003
 3.7000000E+002, 4.3487332E-003
 3.8000000E+002, 4.3759611E-003
 3.9000000E+002, 4.4437204E-003
 4.0000000E+002, 4.4949434E-003
 4.1000000E+002, 4.5348250E-003
 4.2000000E+002, 4.5716708E-003
 4.3000000E+002, 4.6090004E-003
 4.4000000E+002, 4.6530935E-003
 4.5000000E+002, 4.6979394E-003
 4.6000000E+002, 4.7609925E-003
 4.7000000E+002, 4.8407290E-003
 4.8000000E+002, 4.9370011E-003
 4.9000000E+002, 5.0406041E-003
 5.0000000E+002, 5.1514215E-003
 5.1000000E+002, 5.2651090E-003
 5.2000000E+002, 5.3674366E-003
 5.3000000E+002, 5.4495857E-003
 5.4000000E+002, 5.5512984E-003
 5.5000000E+002, 5.6398193E-003
 5.6000000E+002, 5.7240075E-003
 5.7000000E+002, 5.8112892E-003
 5.8000000E+002, 5.8760964E-003
 5.9000000E+002, 5.9404450E-003
 6.0000000E+002, 6.0089711E-003
 6.1000000E+002, 6.0232269E-003
 6.2000000E+002, 6.0650799E-003
 6.3000000E+002, 6.1102647E-003
 6.4000000E+002, 6.1440976E-003
 6.5000000E+002, 6.1791142E-003
 6.6000000E+002, 6.2134186E-003
 6.7000000E+002, 6.2465944E-003
 6.8000000E+002, 6.2590823E-003
 6.9000000E+002, 6.2910435E-003
 7.0000000E+002, 6.2644589E-003
 7.1000000E+002, 6.2757085E-003
 7.2000000E+002, 6.2853503E-003
 7.3000000E+002, 6.3026832E-003
 7.4000000E+002, 6.3137947E-003
 7.5000000E+002, 6.3215708E-003
 7.6000000E+002, 6.3220323E-003
 7.7000000E+002, 6.2867009E-003
 7.8000000E+002, 6.2970787E-003
 7.9000000E+002, 6.2976780E-003
 8.0000000E+002, 6.3113893E-003
 8.1000000E+002, 6.3077196E-003
 8.2000000E+002, 6.3199495E-003
 8.3000000E+002, 6.3121445E-003
 8.4000000E+002, 6.3225440E-003
 8.5000000E+002, 6.2639496E-003
