s,kg/m2/s
 8.6000000E+002, 6.2681394E-003
 8.7000000E+002, 6.2576135E-003
 8.8000000E+002, 6.2721491E-003
 8.9000000E+002, 6.2602622E-003
 9.0000000E+002, 6.2713890E-003
 9.1000000E+002, 6.2578994E-003
 9.2000000E+002, 6.2651222E-003
 9.3000000E+002, 6.2050226E-003
 9.4000000E+002, 6.2005246E-003
 9.5000000E+002, 6.1886189E-003
 9.6000000E+002, 6.1987512E-003
 9.7000000E+002, 6.1859940E-003
 9.8000000E+002, 6.1931949E-003
 9.9000000E+002, 6.1783190E-003
 1.0000000E+003, 6.1827667E-003
 1.0100000E+003, 6.1158808E-003
 1.0200000E+003, 6.1098694E-003
 1.0300000E+003, 6.0964565E-003
 1.0400000E+003, 6.1030500E-003
 1.0500000E+003, 6.0905480E-003
 1.0600000E+003, 6.0931363E-003
 1.0700000E+003, 6.0789044E-003
 1.0800000E+003, 6.0794673E-003
 1.0900000E+003, 6.0035445E-003
 1.1000000E+003, 5.9959641E-003
 1.1100000E+003, 5.9859173E-003
 1.1200000E+003, 5.9852469E-003
 1.1300000E+003, 5.9757799E-003
 1.1400000E+003, 5.9711397E-003
 1.1500000E+003, 5.9595826E-003
 1.1600000E+003, 5.9520423E-003
 1.1700000E+003, 5.9378901E-003
 1.1800000E+003, 5.9298109E-003
 1.1900000E+003, 5.8509210E-003
 1.2000000E+003, 5.8363498E-003
 1.2101000E+003, 5.8231367E-003
 1.2201000E+003, 5.8181927E-003
 1.2301000E+003, 5.8043410E-003
 1.2401000E+003, 5.7964944E-003
 1.2501000E+003, 5.7797040E-003
 1.2601000E+003, 5.7686459E-003
 1.2701000E+003, 5.6987075E-003
 1.2801000E+003, 5.6681203E-003
 1.2901000E+003, 5.6531392E-003
 1.3001000E+003, 5.6432986E-003
 1.3101000E+003, 5.6288432E-003
 1.3201000E+003, 5.6157600E-003
 1.3301000E+003, 5.5994323E-003
 1.3401000E+003, 5.5826947E-003
 1.3501000E+003, 5.5270923E-003
 1.3601000E+003, 5.4720290E-003
 1.3701000E+003, 5.4513956E-003
 1.3801000E+003, 5.4353958E-003
 1.3901000E+003, 5.4184395E-003
 1.4001000E+003, 5.4009948E-003
 1.4101000E+003, 5.3814892E-003
 1.4201000E+003, 5.3612481E-003
 1.4301000E+003, 5.3374633E-003
 1.4401000E+003, 5.3159459E-003
 1.4501000E+003, 5.2822797E-003
 1.4601000E+003, 5.1996052E-003
 1.4701000E+003, 5.1515936E-003
 1.4801000E+003, 5.1273751E-003
 1.4901000E+003, 5.1006214E-003
 1.5001000E+003, 5.0791826E-003
 1.5101000E+003, 5.0500341E-003
 1.5201000E+003, 5.0247270E-003
 1.5301000E+003, 4.9929866E-003
 1.5401000E+003, 4.9241095E-003
 1.5501000E+003, 4.8297498E-003
 1.5601000E+003, 4.7896927E-003
 1.5701000E+003, 4.7602769E-003
 1.5801000E+003, 4.7308340E-003
 1.5901000E+003, 4.7025268E-003
 1.6001000E+003, 4.6677012E-003
 1.6101000E+003, 4.6390360E-003
 1.6201000E+003, 4.6007242E-003
 1.6301000E+003, 4.5690103E-003
 1.6401000E+003, 4.5312138E-003
 1.6501000E+003, 4.4569093E-003
 1.6601000E+003, 4.3238712E-003
 1.6701000E+003, 4.2829144E-003
 1.6801000E+003, 4.2617648E-003
 1.6901000E+003, 4.2364936E-003
 1.7001000E+003, 4.2195495E-003
 1.7101000E+003, 4.1957384E-003
 1.7201000E+003, 4.1781651E-003
 1.7301000E+003, 4.1580398E-003
 1.7401000E+003, 4.1337769E-003
 1.7501000E+003, 4.1162918E-003
 1.7601000E+003, 4.0863065E-003
 1.7701000E+003, 4.0525195E-003
 1.7801000E+003, 3.8519651E-003
 1.7901000E+003, 3.7703745E-003
 1.8001000E+003, 3.7257212E-003
 1.8101000E+003, 3.6704907E-003
 1.8201000E+003, 3.6061892E-003
 1.8301000E+003, 3.5421354E-003
 1.8401000E+003, 3.4657925E-003
 1.8501000E+003, 3.3850225E-003
 1.8601000E+003, 3.2986097E-003
 1.8701000E+003, 3.2131606E-003
 1.8801000E+003, 3.1182888E-003
 1.8901000E+003, 3.0184272E-003
 1.9001000E+003, 2.9150051E-003
 1.9101000E+003, 2.7802656E-003
 1.9201000E+003, 2.2728318E-003
 1.9301000E+003, 2.1590409E-003
 1.9401000E+003, 2.0733207E-003
 1.9501000E+003, 1.9864904E-003
 1.9601000E+003, 1.8987136E-003
 1.9701000E+003, 1.8102803E-003
 1.9801000E+003, 1.7212619E-003
 1.9901000E+003, 1.6317440E-003
 2.0001000E+003, 1.5434539E-003
 2.0101000E+003, 1.4559380E-003
 2.0201000E+003, 1.3695712E-003
 2.0301000E+003, 1.2847496E-003
 2.0401000E+003, 1.2018625E-003
 2.0501000E+003, 1.1212831E-003
 2.0601000E+003, 1.0433596E-003
 2.0701000E+003, 9.6840575E-004
 2.0801000E+003, 8.9684148E-004
 2.0901000E+003, 8.2889727E-004
 2.1001000E+003, 7.6421927E-004
 2.1101000E+003, 7.0329997E-004
 2.1201000E+003, 6.4621140E-004
 2.1301000E+003, 5.9296477E-004
 2.1401000E+003, 5.4352621E-004
 2.1501000E+003, 4.9792947E-004
 2.1601000E+003, 4.5592162E-004
 2.1701000E+003, 4.1724009E-004
 2.1801000E+003, 3.8184871E-004
 2.1901000E+003, 3.4958625E-004
 2.2001000E+003, 3.2030484E-004
 2.2101000E+003, 2.9359689E-004
 2.2201000E+003, 2.6936912E-004
 2.2301000E+003, 2.4745973E-004
 2.2401000E+003, 2.2765598E-004
 2.2501000E+003, 2.0968936E-004
 2.2601000E+003, 1.9344295E-004
 2.2701000E+003, 1.7879384E-004
 2.2801000E+003, 1.6552145E-004
 2.2901000E+003, 1.5349131E-004
 2.3001000E+003, 1.4259976E-004
 2.3101000E+003, 1.3275399E-004
 2.3201000E+003, 1.2379266E-004
 2.3301000E+003, 1.1564465E-004
 2.3401000E+003, 1.0823503E-004
 2.3501000E+003, 1.0149913E-004
 2.3601000E+003, 9.5335187E-005
 2.3701000E+003, 8.9698071E-005
 2.3801000E+003, 8.4537882E-005
 2.3901000E+003, 7.9818027E-005
 2.4001000E+003, 7.5473858E-005
 2.4101000E+003, 7.1472926E-005
 2.4201000E+003, 6.7785218E-005
 2.4301000E+003, 6.4382886E-005
 2.4401000E+003, 6.1242986E-005
 2.4501000E+003, 5.8327982E-005
 2.4601000E+003, 5.5622565E-005
 2.4701000E+003, 5.3108714E-005
 2.4801000E+003, 5.0769705E-005
 2.4901000E+003, 4.8594731E-005
 2.5000000E+003, 4.6571475E-005
