s,kg/m2/s
 8.6000000E+002, 3.8200882E-003
 8.7000000E+002, 3.8170858E-003
 8.8000000E+002, 3.8085090E-003
 8.9000000E+002, 3.7963696E-003
 9.0000000E+002, 3.7819140E-003
 9.1000000E+002, 3.7093886E-003
 9.2000000E+002, 3.6942358E-003
 9.3000000E+002, 3.7033009E-003
 9.4000000E+002, 3.7010717E-003
 9.5000000E+002, 3.6931129E-003
 9.6000000E+002, 3.6812864E-003
 9.7000000E+002, 3.6672668E-003
 9.8000000E+002, 3.6240275E-003
 9.9000000E+002, 3.5918076E-003
 1.0000000E+003, 3.6127965E-003
 1.0100000E+003, 3.6127956E-003
 1.0200000E+003, 3.6028183E-003
 1.0300000E+003, 3.5882874E-003
 1.0400000E+003, 3.5708149E-003
 1.0500000E+003, 3.5520296E-003
 1.0600000E+003, 3.4627559E-003
 1.0700000E+003, 3.4676719E-003
 1.0800000E+003, 3.4679966E-003
 1.0900000E+003, 3.4606683E-003
 1.1000000E+003, 3.4485215E-003
 1.1100000E+003, 3.4337912E-003
 1.1200000E+003, 3.4165688E-003
 1.1300000E+003, 3.3833072E-003
 1.1400000E+003, 3.3371859E-003
 1.1500000E+003, 3.3581035E-003
 1.1600000E+003, 3.3562150E-003
 1.1700000E+003, 3.3441884E-003
 1.1800000E+003, 3.3271041E-003
 1.1900000E+003, 3.3078778E-003
 1.2000000E+003, 3.2874013E-003
 1.2101000E+003, 3.2391970E-003
 1.2201000E+003, 3.1874746E-003
 1.2301000E+003, 3.1908430E-003
 1.2401000E+003, 3.1846574E-003
 1.2501000E+003, 3.1731482E-003
 1.2601000E+003, 3.1584633E-003
 1.2701000E+003, 3.1413077E-003
 1.2801000E+003, 3.1225597E-003
 1.2901000E+003, 3.0983728E-003
 1.3001000E+003, 3.0425189E-003
 1.3101000E+003, 3.0634826E-003
 1.3201000E+003, 3.0591645E-003
 1.3301000E+003, 3.0449468E-003
 1.3401000E+003, 3.0264419E-003
 1.3501000E+003, 3.0058924E-003
 1.3601000E+003, 2.9842552E-003
 1.3701000E+003, 2.9619009E-003
 1.3801000E+003, 2.9022614E-003
 1.3901000E+003, 2.8729416E-003
 1.4001000E+003, 2.8699834E-003
 1.4101000E+003, 2.8603695E-003
 1.4201000E+003, 2.8469877E-003
 1.4301000E+003, 2.8305142E-003
 1.4401000E+003, 2.8126008E-003
 1.4501000E+003, 2.7928566E-003
 1.4601000E+003, 2.7719705E-003
 1.4701000E+003, 2.7268026E-003
 1.4801000E+003, 2.7230442E-003
 1.4901000E+003, 2.7236522E-003
 1.5001000E+003, 2.7099579E-003
 1.5101000E+003, 2.6913592E-003
 1.5201000E+003, 2.6710712E-003
 1.5301000E+003, 2.6492616E-003
 1.5401000E+003, 2.6273108E-003
 1.5501000E+003, 2.6049064E-003
 1.5601000E+003, 2.5763429E-003
 1.5701000E+003, 2.5134737E-003
 1.5801000E+003, 2.5099143E-003
 1.5901000E+003, 2.5009657E-003
 1.6001000E+003, 2.4879708E-003
 1.6101000E+003, 2.4719472E-003
 1.6201000E+003, 2.4543299E-003
 1.6301000E+003, 2.4350168E-003
 1.6401000E+003, 2.4145337E-003
 1.6501000E+003, 2.3937116E-003
 1.6601000E+003, 2.3723110E-003
 1.6701000E+003, 2.3043175E-003
 1.6801000E+003, 2.2976035E-003
 1.6901000E+003, 2.2900272E-003
 1.7001000E+003, 2.2785249E-003
 1.7101000E+003, 2.2633567E-003
 1.7201000E+003, 2.2462349E-003
 1.7301000E+003, 2.2276704E-003
 1.7401000E+003, 2.2079938E-003
 1.7501000E+003, 2.1876383E-003
 1.7601000E+003, 2.1671755E-003
 1.7701000E+003, 2.1465253E-003
 1.7801000E+003, 2.1127190E-003
 1.7901000E+003, 2.1174420E-003
 1.8001000E+003, 2.1066625E-003
 1.8101000E+003, 2.0900969E-003
 1.8201000E+003, 2.0713137E-003
 1.8301000E+003, 2.0519956E-003
 1.8401000E+003, 2.0317468E-003
 1.8501000E+003, 2.0119936E-003
 1.8601000E+003, 1.9918868E-003
 1.8701000E+003, 1.9716425E-003
 1.8801000E+003, 1.9516410E-003
 1.8901000E+003, 1.9314795E-003
 1.9001000E+003, 1.8859760E-003
 1.9101000E+003, 1.8672730E-003
 1.9201000E+003, 1.8573006E-003
 1.9301000E+003, 1.8442860E-003
 1.9401000E+003, 1.8292636E-003
 1.9501000E+003, 1.8124869E-003
 1.9601000E+003, 1.7951200E-003
 1.9701000E+003, 1.7772674E-003
 1.9801000E+003, 1.7591971E-003
 1.9901000E+003, 1.7411716E-003
 2.0001000E+003, 1.7228477E-003
 2.0101000E+003, 1.7046707E-003
 2.0201000E+003, 1.6868930E-003
 2.0301000E+003, 1.6679254E-003
 2.0401000E+003, 1.6539870E-003
 2.0501000E+003, 1.6493394E-003
 2.0601000E+003, 1.6353436E-003
 2.0701000E+003, 1.6199919E-003
 2.0801000E+003, 1.6039343E-003
 2.0901000E+003, 1.5872294E-003
 2.1001000E+003, 1.5705069E-003
 2.1101000E+003, 1.5537487E-003
 2.1201000E+003, 1.5369101E-003
 2.1301000E+003, 1.5202647E-003
 2.1401000E+003, 1.5039422E-003
 2.1501000E+003, 1.4876588E-003
 2.1601000E+003, 1.4713364E-003
 2.1701000E+003, 1.4554372E-003
 2.1801000E+003, 1.4395791E-003
 2.1901000E+003, 1.4100496E-003
 2.2001000E+003, 1.3919112E-003
 2.2101000E+003, 1.3768666E-003
 2.2201000E+003, 1.3619218E-003
 2.2301000E+003, 1.3468936E-003
 2.2401000E+003, 1.3319596E-003
 2.2501000E+003, 1.3172441E-003
 2.2601000E+003, 1.3025685E-003
 2.2701000E+003, 1.2880311E-003
 2.2801000E+003, 1.2736577E-003
 2.2901000E+003, 1.2596545E-003
 2.3001000E+003, 1.2456332E-003
 2.3101000E+003, 1.2317037E-003
 2.3201000E+003, 1.2179124E-003
 2.3301000E+003, 1.2043225E-003
 2.3401000E+003, 1.1908004E-003
 2.3501000E+003, 1.1774026E-003
 2.3601000E+003, 1.1641263E-003
 2.3701000E+003, 1.1531211E-003
 2.3801000E+003, 1.1453093E-003
 2.3901000E+003, 1.1341410E-003
 2.4001000E+003, 1.1221669E-003
 2.4101000E+003, 1.1098562E-003
 2.4201000E+003, 1.0973905E-003
 2.4301000E+003, 1.0848766E-003
 2.4401000E+003, 1.0724302E-003
 2.4501000E+003, 1.0600136E-003
 2.4601000E+003, 1.0476896E-003
 2.4701000E+003, 1.0354503E-003
 2.4801000E+003, 1.0233262E-003
 2.4901000E+003, 1.0113659E-003
 2.5001000E+003, 9.9952258E-004
 2.5101000E+003, 9.8778315E-004
 2.5201000E+003, 9.7610662E-004
 2.5301000E+003, 9.6453835E-004
 2.5401000E+003, 9.5310908E-004
 2.5501000E+003, 9.4180439E-004
 2.5601000E+003, 9.3059267E-004
 2.5701000E+003, 9.1946449E-004
 2.5801000E+003, 9.0691887E-004
 2.5901000E+003, 8.8076667E-004
 2.6001000E+003, 8.5866677E-004
 2.6101000E+003, 8.4212924E-004
 2.6201000E+003, 8.2863816E-004
 2.6301000E+003, 8.1684450E-004
 2.6401000E+003, 8.0602135E-004
 2.6501000E+003, 7.9575453E-004
 2.6601000E+003, 7.8586717E-004
 2.6701000E+003, 7.7621567E-004
 2.6801000E+003, 7.6673336E-004
 2.6901000E+003, 7.5738213E-004
 2.7001000E+003, 7.4812554E-004
 2.7101000E+003, 7.3897576E-004
 2.7201000E+003, 7.2993433E-004
 2.7301000E+003, 7.2100792E-004
 2.7401000E+003, 7.1216285E-004
 2.7501000E+003, 7.0339896E-004
 2.7601000E+003, 6.9471837E-004
 2.7701000E+003, 6.8612196E-004
 2.7801000E+003, 6.7761666E-004
 2.7901000E+003, 6.6918941E-004
 2.8001000E+003, 6.6083647E-004
 2.8101000E+003, 6.5257423E-004
 2.8201000E+003, 6.4439686E-004
 2.8301000E+003, 6.3630233E-004
 2.8401000E+003, 6.2835078E-004
 2.8501000E+003, 6.2133247E-004
 2.8601000E+003, 6.1373155E-004
 2.8701000E+003, 6.0607413E-004
 2.8801000E+003, 5.9841572E-004
 2.8901000E+003, 5.9079342E-004
 2.9001000E+003, 5.8322928E-004
 2.9101000E+003, 5.7573434E-004
 2.9201000E+003, 5.6831399E-004
 2.9301000E+003, 5.6097000E-004
 2.9401000E+003, 5.5370284E-004
 2.9501000E+003, 5.4651591E-004
 2.9601000E+003, 5.3940785E-004
 2.9701000E+003, 5.3237826E-004
 2.9801000E+003, 5.2542672E-004
 2.9901000E+003, 5.1855281E-004
 3.0000000E+003, 5.1179418E-004
