s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 4.4478338E-008
 2.0000000E+001, 1.0962032E-005
 3.0000000E+001, 9.4416048E-004
 4.0000000E+001, 5.4883736E-003
 5.0000000E+001, 9.0178016E-003
 6.0000000E+001, 1.1024206E-002
 7.0000000E+001, 1.2197326E-002
 8.0100000E+001, 1.3559616E-002
 9.0100000E+001, 1.4579550E-002
 1.0010000E+002, 1.5257317E-002
 1.1010000E+002, 1.6086596E-002
 1.2010000E+002, 1.6807988E-002
 1.3010000E+002, 1.7128335E-002
 1.4010000E+002, 1.7738364E-002
 1.5010000E+002, 1.8035780E-002
 1.6010000E+002, 1.8460316E-002
 1.7010000E+002, 1.8751791E-002
 1.8010000E+002, 1.9047579E-002
 1.9010000E+002, 1.9435613E-002
 2.0010000E+002, 1.9498746E-002
 2.1010000E+002, 1.9904739E-002
 2.2010000E+002, 1.9953298E-002
 2.3010000E+002, 2.0293936E-002
 2.4010000E+002, 2.0374570E-002
 2.5010000E+002, 2.0638568E-002
 2.6010000E+002, 2.0773689E-002
 2.7010000E+002, 2.1123557E-002
 2.8010000E+002, 2.1592233E-002
 2.9010000E+002, 2.2313408E-002
 3.0010000E+002, 2.2843938E-002
 3.1000000E+002, 2.3402116E-002
 3.2000000E+002, 2.3713707E-002
 3.3000000E+002, 2.4234965E-002
 3.4000000E+002, 2.4352615E-002
 3.5000000E+002, 2.4721050E-002
 3.6000000E+002, 2.4626941E-002
 3.7000000E+002, 2.4876588E-002
 3.8000000E+002, 2.4806911E-002
 3.9000000E+002, 2.4781944E-002
 4.0000000E+002, 2.4938139E-002
 4.1000000E+002, 2.4688428E-002
 4.2000000E+002, 2.4847631E-002
 4.3000000E+002, 2.4363042E-002
 4.4000000E+002, 2.4210194E-002
 4.5000000E+002, 2.3555529E-002
 4.6000000E+002, 2.2860275E-002
 4.7000000E+002, 2.1695968E-002
 4.8000000E+002, 2.0359798E-002
 4.9000000E+002, 1.5139862E-002
 5.0000000E+002, 1.0374789E-002
 5.1000000E+002, 3.7388042E-003
 5.2000000E+002, 0.0000000E+000
 5.3000000E+002, 0.0000000E+000
 5.4000000E+002, 0.0000000E+000
 5.5000000E+002, 0.0000000E+000
 5.6000000E+002, 0.0000000E+000
 5.7000000E+002, 0.0000000E+000
 5.8000000E+002, 0.0000000E+000
 5.9000000E+002, 0.0000000E+000
 6.0000000E+002, 0.0000000E+000
