s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 3.0314500E-009
 2.0000000E+001, 1.7682540E-004
 3.0000000E+001, 9.7385810E-003
 4.0000000E+001, 1.7225313E-002
 5.0000000E+001, 2.0101163E-002
 6.0000000E+001, 2.1651290E-002
 7.0000000E+001, 2.2737028E-002
 8.0100000E+001, 2.3591791E-002
 9.0100000E+001, 2.4273012E-002
 1.0010000E+002, 2.4877435E-002
 1.1010000E+002, 2.5511979E-002
 1.2010000E+002, 2.6031580E-002
 1.3010000E+002, 2.6632847E-002
 1.4010000E+002, 2.7267600E-002
 1.5010000E+002, 2.7930088E-002
 1.6010000E+002, 2.8607166E-002
 1.7010000E+002, 2.9289057E-002
 1.8010000E+002, 2.9966368E-002
 1.9010000E+002, 3.0635491E-002
 2.0010000E+002, 3.1302536E-002
 2.1010000E+002, 3.1948306E-002
 2.2010000E+002, 3.2401488E-002
 2.3010000E+002, 3.2047475E-002
 2.4010000E+002, 3.3065983E-002
 2.5010000E+002, 2.9791728E-002
 2.6010000E+002, 1.6157192E-003
 2.7010000E+002, 0.0000000E+000
 2.8010000E+002, 0.0000000E+000
 2.9010000E+002, 0.0000000E+000
 3.0010000E+002, 0.0000000E+000
 3.1000000E+002, 0.0000000E+000
 3.2000000E+002, 0.0000000E+000
 3.3000000E+002, 0.0000000E+000
 3.4000000E+002, 0.0000000E+000
 3.5000000E+002, 0.0000000E+000
 3.6000000E+002, 0.0000000E+000
 3.7000000E+002, 0.0000000E+000
 3.8000000E+002, 0.0000000E+000
 3.9000000E+002, 0.0000000E+000
 4.0000000E+002, 0.0000000E+000
