s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 2.1365462E-006
 2.0000000E+001, 5.4396355E-004
 3.0000000E+001, 7.8591297E-003
 4.0000000E+001, 1.9716737E-002
 5.0000000E+001, 1.4726584E-002
 6.0000000E+001, 1.3442564E-002
 7.0000000E+001, 1.3541333E-002
 8.0100000E+001, 1.3919375E-002
 9.0100000E+001, 1.3899064E-002
 1.0010000E+002, 1.3751925E-002
 1.1010000E+002, 1.3594847E-002
 1.2010000E+002, 1.3619498E-002
 1.3010000E+002, 1.3748385E-002
 1.4010000E+002, 1.3840811E-002
 1.5010000E+002, 1.3906395E-002
 1.6010000E+002, 1.4051848E-002
 1.7010000E+002, 1.4167659E-002
 1.8010000E+002, 1.4242810E-002
 1.9010000E+002, 1.4283314E-002
 2.0010000E+002, 1.4354696E-002
 2.1010000E+002, 1.4422953E-002
 2.2010000E+002, 1.4462440E-002
 2.3010000E+002, 1.4479576E-002
 2.4010000E+002, 1.4487625E-002
 2.5010000E+002, 1.4481965E-002
 2.6010000E+002, 1.4462874E-002
 2.7010000E+002, 1.4430068E-002
 2.8010000E+002, 1.4386205E-002
 2.9010000E+002, 1.4327392E-002
 3.0010000E+002, 1.4251231E-002
 3.1000000E+002, 1.4139892E-002
 3.2000000E+002, 1.3961028E-002
 3.3000000E+002, 1.3740829E-002
 3.4000000E+002, 1.3508402E-002
 3.5000000E+002, 1.3241106E-002
 3.6000000E+002, 1.2950669E-002
 3.7000000E+002, 1.2651739E-002
 3.8000000E+002, 1.2305579E-002
 3.9000000E+002, 1.1944271E-002
 4.0000000E+002, 1.1561755E-002
 4.1000000E+002, 1.1155103E-002
 4.2000000E+002, 1.0744526E-002
 4.3000000E+002, 1.0299847E-002
 4.4000000E+002, 9.8588925E-003
 4.5000000E+002, 9.3750717E-003
 4.6000000E+002, 8.8842429E-003
 4.7000000E+002, 8.3453747E-003
 4.8000000E+002, 7.7871234E-003
 4.9000000E+002, 7.1895132E-003
 5.0000000E+002, 6.5552782E-003
 5.1000000E+002, 5.9105333E-003
 5.2000000E+002, 5.2456316E-003
 5.3000000E+002, 4.6105329E-003
 5.4000000E+002, 4.0369494E-003
 5.5000000E+002, 3.5603254E-003
 5.6000000E+002, 3.1838013E-003
 5.7000000E+002, 2.8955362E-003
 5.8000000E+002, 2.6624342E-003
 5.9000000E+002, 2.4567185E-003
 6.0000000E+002, 2.2703355E-003
 6.1000000E+002, 2.0927885E-003
 6.2000000E+002, 1.9308917E-003
 6.3000000E+002, 1.7789726E-003
 6.4000000E+002, 1.6434458E-003
 6.5000000E+002, 1.5184781E-003
 6.6000000E+002, 1.4060324E-003
 6.7000000E+002, 1.3067696E-003
 6.8000000E+002, 1.2150749E-003
 6.9000000E+002, 1.1328177E-003
 7.0000000E+002, 1.0605336E-003
 7.1000000E+002, 9.9392781E-004
 7.2000000E+002, 9.3325844E-004
 7.3000000E+002, 8.7843732E-004
 7.4000000E+002, 8.2961454E-004
 7.5000000E+002, 7.8521119E-004
 7.6000000E+002, 7.4353372E-004
 7.7000000E+002, 7.0553827E-004
 7.8000000E+002, 6.7078740E-004
 7.9000000E+002, 6.3889242E-004
 8.0000000E+002, 6.1082059E-004
