s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 8.3968290E-007
 2.0000000E+001, 2.0478301E-011
 3.0000000E+001, 9.4369817E-011
 4.0000000E+001, 3.3114407E-007
 5.0000000E+001, 3.3564959E-005
 6.0000000E+001, 4.5188624E-004
 7.0000000E+001, 1.7400140E-003
 8.0100000E+001, 2.9040492E-003
 9.0100000E+001, 2.7068453E-003
 1.0010000E+002, 2.1775588E-003
 1.1010000E+002, 2.0348747E-003
 1.2010000E+002, 1.9261937E-003
 1.3010000E+002, 1.8536870E-003
 1.4010000E+002, 1.8363393E-003
 1.5010000E+002, 1.9128668E-003
 1.6010000E+002, 1.7960866E-003
 1.7010000E+002, 1.9037391E-003
 1.8010000E+002, 1.9859897E-003
 1.9010000E+002, 2.0227453E-003
 2.0010000E+002, 1.9646212E-003
 2.1010000E+002, 1.8771363E-003
 2.2010000E+002, 2.0058032E-003
 2.3010000E+002, 2.0983250E-003
 2.4010000E+002, 2.1525658E-003
 2.5010000E+002, 2.1840695E-003
 2.6010000E+002, 2.2104117E-003
 2.7010000E+002, 2.2147545E-003
 2.8010000E+002, 2.2052360E-003
 2.9010000E+002, 2.1796363E-003
 3.0010000E+002, 2.1548639E-003
 3.1000000E+002, 2.1438010E-003
 3.2000000E+002, 2.1229252E-003
 3.3000000E+002, 2.1105858E-003
 3.4000000E+002, 2.0036656E-003
 3.5000000E+002, 2.0144847E-003
 3.6000000E+002, 2.0486548E-003
 3.7000000E+002, 2.0716280E-003
 3.8000000E+002, 2.0833750E-003
 3.9000000E+002, 2.0939603E-003
 4.0000000E+002, 2.0690306E-003
 4.1000000E+002, 2.0169532E-003
 4.2000000E+002, 2.0074023E-003
 4.3000000E+002, 1.9983395E-003
 4.4000000E+002, 1.9787918E-003
 4.5000000E+002, 1.9649624E-003
 4.6000000E+002, 1.9280114E-003
 4.7000000E+002, 1.8904349E-003
 4.8000000E+002, 1.8671816E-003
 4.9000000E+002, 1.8516871E-003
 5.0000000E+002, 1.8157861E-003
 5.1000000E+002, 1.7902235E-003
 5.2000000E+002, 1.7573900E-003
 5.3000000E+002, 1.7161579E-003
 5.4000000E+002, 1.6761670E-003
 5.5000000E+002, 1.6449315E-003
 5.6000000E+002, 1.6110880E-003
 5.7000000E+002, 1.5848827E-003
 5.8000000E+002, 1.5454590E-003
 5.9000000E+002, 1.5048929E-003
 6.0000000E+002, 1.4668697E-003
 6.1000000E+002, 1.4364489E-003
 6.2000000E+002, 1.4019094E-003
 6.3000000E+002, 1.3714106E-003
 6.4000000E+002, 1.3430612E-003
 6.5000000E+002, 1.3064896E-003
 6.6000000E+002, 1.2704605E-003
 6.7000000E+002, 1.2341770E-003
 6.8000000E+002, 1.2063474E-003
 6.9000000E+002, 1.1767298E-003
 7.0000000E+002, 1.1461468E-003
