s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 8.3968290E-007
 2.0000000E+001, 1.3453818E-009
 3.0000000E+001, 6.4246348E-005
 4.0000000E+001, 2.6558773E-003
 5.0000000E+001, 4.6082502E-003
 6.0000000E+001, 3.2360132E-003
 7.0000000E+001, 2.9588463E-003
 8.0100000E+001, 2.7046817E-003
 9.0100000E+001, 2.5709139E-003
 1.0010000E+002, 2.4888310E-003
 1.1010000E+002, 2.4717748E-003
 1.2010000E+002, 2.4808088E-003
 1.3010000E+002, 2.4526265E-003
 1.4010000E+002, 2.4891536E-003
 1.5010000E+002, 2.5397218E-003
 1.6010000E+002, 2.5384709E-003
 1.7010000E+002, 2.6133101E-003
 1.8010000E+002, 2.5558395E-003
 1.9010000E+002, 2.7165419E-003
 2.0010000E+002, 2.8135397E-003
 2.1010000E+002, 2.7087911E-003
 2.2010000E+002, 2.6553880E-003
 2.3010000E+002, 2.8006258E-003
 2.4010000E+002, 2.9062233E-003
 2.5010000E+002, 2.9535466E-003
 2.6010000E+002, 2.9493471E-003
 2.7010000E+002, 2.9098689E-003
 2.8010000E+002, 2.8625394E-003
 2.9010000E+002, 2.8208714E-003
 3.0010000E+002, 2.7888686E-003
 3.1000000E+002, 2.6940033E-003
 3.2000000E+002, 2.6054722E-003
 3.3000000E+002, 2.6500338E-003
 3.4000000E+002, 2.7019462E-003
 3.5000000E+002, 2.7194775E-003
 3.6000000E+002, 2.7000876E-003
 3.7000000E+002, 2.6531140E-003
 3.8000000E+002, 2.6051669E-003
 3.9000000E+002, 2.5059424E-003
 4.0000000E+002, 2.4722973E-003
 4.1000000E+002, 2.4652371E-003
 4.2000000E+002, 2.4564210E-003
 4.3000000E+002, 2.4139371E-003
 4.4000000E+002, 2.3580022E-003
 4.5000000E+002, 2.3282675E-003
 4.6000000E+002, 2.2953565E-003
 4.7000000E+002, 2.2678142E-003
 4.8000000E+002, 2.2238163E-003
 4.9000000E+002, 2.1594277E-003
 5.0000000E+002, 2.1096683E-003
