s,kg/m2/s
Time,MLR
 0.0000000E+000, 0.0000000E+000
 1.0100000E+001, 8.1174778E-009
 2.0000000E+001, 2.9566663E-005
 3.0000000E+001, 1.7840405E-003
 4.0000000E+001, 8.9531248E-003
 5.0000000E+001, 1.4142677E-002
 6.0000000E+001, 1.7109721E-002
 7.0000000E+001, 1.8795833E-002
 8.0100000E+001, 2.0048537E-002
 9.0100000E+001, 2.1199377E-002
 1.0010000E+002, 2.1986782E-002
 1.1010000E+002, 2.2858597E-002
 1.2010000E+002, 2.3465769E-002
 1.3010000E+002, 2.4074222E-002
 1.4010000E+002, 2.4815751E-002
 1.5010000E+002, 2.5213904E-002
 1.6010000E+002, 2.6101701E-002
 1.7010000E+002, 2.6338017E-002
 1.8010000E+002, 2.7026457E-002
 1.9010000E+002, 2.7830467E-002
 2.0010000E+002, 2.8189405E-002
 2.1010000E+002, 2.8769695E-002
 2.2010000E+002, 2.9580286E-002
 2.3010000E+002, 2.9919187E-002
 2.4010000E+002, 3.0589629E-002
 2.5010000E+002, 3.1009938E-002
 2.6010000E+002, 3.0917615E-002
 2.7010000E+002, 3.0468362E-002
 2.8010000E+002, 2.8914700E-002
 2.9010000E+002, 2.5214080E-002
 3.0010000E+002, 1.9876838E-002
 3.1000000E+002, 1.2665115E-002
 3.2000000E+002, 6.6475966E-003
 3.3000000E+002, 9.4946077E-004
 3.4000000E+002, 1.8384586E-009
 3.5000000E+002, 0.0000000E+000
 3.6000000E+002, 0.0000000E+000
 3.7000000E+002, 0.0000000E+000
 3.8000000E+002, 0.0000000E+000
 3.9000000E+002, 0.0000000E+000
 4.0000000E+002, 0.0000000E+000
