&PROP ID='TC', BEAD_EMISSIVITY=0.8, BEAD_DENSITY=8600, BEAD_DIAMETER=0.0005, BEAD_SPECIFIC_HEAT=0.523/

&DEVC ID='T01', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,1.21,1.19/
&DEVC ID='T02', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,1.21,1.11/
&DEVC ID='T03', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,1.21,1.03/
&DEVC ID='T04', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,1.71,1.55/
&DEVC ID='T05', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,1.71,1.49/
&DEVC ID='T06', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,1.71,1.39/
&DEVC ID='T07', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,1.71,1.33/
&DEVC ID='T08', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.45,1.71,1.27/
&DEVC ID='T09', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.95,1.71,1.21/
&DEVC ID='T10', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,2.21,1.73/
&DEVC ID='T11', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,2.21,1.69/
&DEVC ID='T12', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,2.21,1.61/
&DEVC ID='T13', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,2.21,1.55/
&DEVC ID='T14', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.45,2.21,1.49/
&DEVC ID='T15', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.95,2.21,1.41/
&DEVC ID='T16', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.45,2.21,1.33/
&DEVC ID='T17', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,2.71,1.81/
&DEVC ID='T18', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,2.71,1.75/
&DEVC ID='T19', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,2.71,1.69/
&DEVC ID='T20', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,2.71,1.63/
&DEVC ID='T21', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.45,2.71,1.55/
&DEVC ID='T22', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.95,2.71,1.49/
&DEVC ID='T23', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.45,2.71,1.41/
&DEVC ID='T24', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,3.21,1.75/
&DEVC ID='T25', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,3.21,1.69/
&DEVC ID='T26', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,3.21,1.63/
&DEVC ID='T27', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,3.21,1.55/
&DEVC ID='T28', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.45,3.21,1.49/
&DEVC ID='T29', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.95,3.21,1.43/
&DEVC ID='T30', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.45,3.21,1.35/
&DEVC ID='T31', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,3.71,1.57/
&DEVC ID='T32', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,3.71,1.49/
&DEVC ID='T33', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,3.71,1.41/
&DEVC ID='T34', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,3.71,1.35/
&DEVC ID='T35', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.45,3.71,1.29/
&DEVC ID='T36', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=2.95,3.71,1.23/
&DEVC ID='T37', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.45,4.21,1.21/
&DEVC ID='T38', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,4.21,1.11/
&DEVC ID='T39', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,4.21,1.05/
&DEVC ID='T40', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,4.21,0.99/
&DEVC ID='T41', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,0.71,0.57/
&DEVC ID='T42', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,0.71,0.55/
&DEVC ID='T43', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.95,1.21,0.97/
&DEVC ID='T44', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.95,2.21,1.21/
&DEVC ID='T45', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.95,2.71,1.23/
&DEVC ID='T46', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=4.45,2.71,1.11/
&DEVC ID='T47', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.95,3.21,1.21/
&DEVC ID='T48', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=3.45,3.71,1.15/
&DEVC ID='T49', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=0.95,4.71,0.59/
&DEVC ID='T50', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.45,4.71,0.53/
&DEVC ID='T51', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,2.36,1.75/ Tree A
&DEVC ID='T52', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,2.36,1.6/  Tree A
&DEVC ID='T53', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,2.36,1.45/ Tree A
&DEVC ID='T54', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,2.36,1.3/  Tree A
&DEVC ID='T55', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,1.56,1.43/ Tree B
&DEVC ID='T56', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,1.56,1.28/ Tree B
&DEVC ID='T57', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,1.56,1.13/ Tree B
&DEVC ID='T58', QUANTITY='THERMOCOUPLE', PROP_ID='TC', XYZ=1.2,1.56,0.98/ Tree B
&DEVC ID='P', QUANTITY='PRESSURE', XYZ=0.95,1.71,0.5/
&DEVC ID='FLOW+', QUANTITY='MASS FLOW +', XB=6.71,6.71,2.21,2.31,0.51,0.61/
&DEVC ID='FLOW-', QUANTITY='MASS FLOW -', XB=6.71,6.71,2.21,2.31,0.51,0.61/
