m,kW/m2,C
Height,Flux,Temp
 1.000E-02, 5.666E+01, 6.437E+02
 3.000E-02, 6.488E+01, 6.825E+02
 5.000E-02, 7.037E+01, 7.065E+02
 7.000E-02, 7.349E+01, 7.195E+02
 9.000E-02, 7.459E+01, 7.240E+02
 1.100E-01, 7.441E+01, 7.234E+02
 1.300E-01, 7.357E+01, 7.202E+02
 1.500E-01, 7.244E+01, 7.157E+02
 1.700E-01, 7.123E+01, 7.108E+02
 1.900E-01, 7.002E+01, 7.058E+02
 2.100E-01, 6.882E+01, 7.008E+02
 2.300E-01, 6.762E+01, 6.957E+02
 2.500E-01, 6.639E+01, 6.904E+02
 2.700E-01, 6.514E+01, 6.848E+02
 2.900E-01, 6.388E+01, 6.790E+02
 3.100E-01, 6.260E+01, 6.731E+02
 3.300E-01, 6.130E+01, 6.668E+02
 3.500E-01, 5.998E+01, 6.604E+02
 3.700E-01, 5.864E+01, 6.537E+02
 3.900E-01, 5.726E+01, 6.467E+02
 4.100E-01, 5.583E+01, 6.393E+02
 4.300E-01, 5.438E+01, 6.316E+02
 4.500E-01, 5.292E+01, 6.237E+02
 4.700E-01, 5.144E+01, 6.155E+02
 4.900E-01, 4.995E+01, 6.069E+02
 5.100E-01, 4.845E+01, 5.982E+02
 5.300E-01, 4.696E+01, 5.892E+02
 5.500E-01, 4.546E+01, 5.799E+02
 5.700E-01, 4.395E+01, 5.703E+02
 5.900E-01, 4.244E+01, 5.604E+02
 6.100E-01, 4.092E+01, 5.501E+02
 6.300E-01, 3.940E+01, 5.396E+02
 6.500E-01, 3.789E+01, 5.288E+02
 6.700E-01, 3.638E+01, 5.177E+02
 6.900E-01, 3.488E+01, 5.063E+02
 7.100E-01, 3.341E+01, 4.947E+02
 7.300E-01, 3.196E+01, 4.828E+02
 7.500E-01, 3.053E+01, 4.708E+02
 7.700E-01, 2.915E+01, 4.586E+02
 7.900E-01, 2.780E+01, 4.463E+02
 8.100E-01, 2.648E+01, 4.340E+02
 8.300E-01, 2.521E+01, 4.217E+02
 8.500E-01, 2.399E+01, 4.093E+02
 8.700E-01, 2.282E+01, 3.971E+02
 8.900E-01, 2.170E+01, 3.849E+02
 9.100E-01, 2.061E+01, 3.728E+02
 9.300E-01, 1.957E+01, 3.606E+02
 9.500E-01, 1.857E+01, 3.486E+02
 9.700E-01, 1.761E+01, 3.366E+02
 9.900E-01, 1.670E+01, 3.249E+02
 1.010E+00, 1.584E+01, 3.134E+02
 1.030E+00, 1.501E+01, 3.021E+02
 1.050E+00, 1.423E+01, 2.910E+02
 1.070E+00, 1.349E+01, 2.801E+02
 1.090E+00, 1.278E+01, 2.696E+02
 1.110E+00, 1.212E+01, 2.593E+02
 1.130E+00, 1.149E+01, 2.494E+02
 1.150E+00, 1.089E+01, 2.397E+02
 1.170E+00, 1.032E+01, 2.304E+02
 1.190E+00, 9.778E+00, 2.213E+02
 1.210E+00, 9.269E+00, 2.126E+02
 1.230E+00, 8.791E+00, 2.043E+02
 1.250E+00, 8.342E+00, 1.964E+02
 1.270E+00, 7.918E+00, 1.888E+02
 1.290E+00, 7.521E+00, 1.815E+02
 1.310E+00, 7.148E+00, 1.746E+02
 1.330E+00, 6.799E+00, 1.680E+02
 1.350E+00, 6.471E+00, 1.617E+02
 1.370E+00, 6.163E+00, 1.557E+02
 1.390E+00, 5.872E+00, 1.501E+02
 1.410E+00, 5.601E+00, 1.448E+02
 1.430E+00, 5.345E+00, 1.397E+02
 1.450E+00, 5.104E+00, 1.349E+02
 1.470E+00, 4.879E+00, 1.304E+02
 1.490E+00, 4.669E+00, 1.262E+02
 1.510E+00, 4.472E+00, 1.222E+02
 1.530E+00, 4.287E+00, 1.184E+02
 1.550E+00, 4.113E+00, 1.149E+02
 1.570E+00, 3.952E+00, 1.116E+02
 1.590E+00, 3.803E+00, 1.085E+02
 1.610E+00, 3.665E+00, 1.057E+02
 1.630E+00, 3.536E+00, 1.029E+02
 1.650E+00, 3.415E+00, 1.004E+02
 1.670E+00, 3.300E+00, 9.795E+01
 1.690E+00, 3.192E+00, 9.565E+01
 1.710E+00, 3.091E+00, 9.347E+01
 1.730E+00, 2.996E+00, 9.142E+01
 1.750E+00, 2.906E+00, 8.947E+01
 1.770E+00, 2.822E+00, 8.763E+01
 1.790E+00, 2.742E+00, 8.587E+01
 1.810E+00, 2.668E+00, 8.422E+01
