m,kW/m2,C
Height,Flux,Temp
 1.000E-02, 4.935E+01, 6.058E+02
 3.000E-02, 5.466E+01, 6.343E+02
 5.000E-02, 5.721E+01, 6.473E+02
 7.000E-02, 5.767E+01, 6.498E+02
 9.000E-02, 5.652E+01, 6.442E+02
 1.100E-01, 5.444E+01, 6.338E+02
 1.300E-01, 5.194E+01, 6.207E+02
 1.500E-01, 4.936E+01, 6.066E+02
 1.700E-01, 4.683E+01, 5.922E+02
 1.900E-01, 4.442E+01, 5.778E+02
 2.100E-01, 4.214E+01, 5.635E+02
 2.300E-01, 3.995E+01, 5.492E+02
 2.500E-01, 3.785E+01, 5.348E+02
 2.700E-01, 3.584E+01, 5.204E+02
 2.900E-01, 3.394E+01, 5.060E+02
 3.100E-01, 3.214E+01, 4.918E+02
 3.300E-01, 3.044E+01, 4.777E+02
 3.500E-01, 2.882E+01, 4.637E+02
 3.700E-01, 2.727E+01, 4.496E+02
 3.900E-01, 2.580E+01, 4.357E+02
 4.100E-01, 2.440E+01, 4.218E+02
 4.300E-01, 2.307E+01, 4.081E+02
 4.500E-01, 2.180E+01, 3.944E+02
 4.700E-01, 2.058E+01, 3.808E+02
 4.900E-01, 1.942E+01, 3.673E+02
 5.100E-01, 1.832E+01, 3.541E+02
 5.300E-01, 1.728E+01, 3.409E+02
 5.500E-01, 1.629E+01, 3.280E+02
 5.700E-01, 1.536E+01, 3.153E+02
 5.900E-01, 1.448E+01, 3.028E+02
 6.100E-01, 1.364E+01, 2.905E+02
 6.300E-01, 1.284E+01, 2.785E+02
 6.500E-01, 1.209E+01, 2.667E+02
 6.700E-01, 1.138E+01, 2.553E+02
 6.900E-01, 1.071E+01, 2.443E+02
 7.100E-01, 1.008E+01, 2.336E+02
 7.300E-01, 9.492E+00, 2.234E+02
 7.500E-01, 8.938E+00, 2.135E+02
 7.700E-01, 8.419E+00, 2.041E+02
 7.900E-01, 7.933E+00, 1.951E+02
 8.100E-01, 7.477E+00, 1.865E+02
 8.300E-01, 7.050E+00, 1.783E+02
 8.500E-01, 6.653E+00, 1.706E+02
 8.700E-01, 6.286E+00, 1.633E+02
 8.900E-01, 5.943E+00, 1.565E+02
 9.100E-01, 5.623E+00, 1.500E+02
 9.300E-01, 5.324E+00, 1.438E+02
 9.500E-01, 5.046E+00, 1.380E+02
 9.700E-01, 4.789E+00, 1.326E+02
 9.900E-01, 4.551E+00, 1.275E+02
 1.010E+00, 4.331E+00, 1.228E+02
 1.030E+00, 4.126E+00, 1.183E+02
 1.050E+00, 3.934E+00, 1.141E+02
 1.070E+00, 3.755E+00, 1.101E+02
 1.090E+00, 3.587E+00, 1.064E+02
 1.110E+00, 3.430E+00, 1.029E+02
 1.130E+00, 3.284E+00, 9.969E+01
 1.150E+00, 3.149E+00, 9.670E+01
 1.170E+00, 3.024E+00, 9.391E+01
 1.190E+00, 2.907E+00, 9.131E+01
 1.210E+00, 2.799E+00, 8.888E+01
 1.230E+00, 2.699E+00, 8.660E+01
 1.250E+00, 2.605E+00, 8.446E+01
 1.270E+00, 2.517E+00, 8.244E+01
 1.290E+00, 2.435E+00, 8.055E+01
 1.310E+00, 2.358E+00, 7.878E+01
 1.330E+00, 2.287E+00, 7.713E+01
 1.350E+00, 2.221E+00, 7.557E+01
 1.370E+00, 2.159E+00, 7.410E+01
 1.390E+00, 2.099E+00, 7.270E+01
 1.410E+00, 2.042E+00, 7.136E+01
 1.430E+00, 1.987E+00, 7.008E+01
 1.450E+00, 1.936E+00, 6.887E+01
 1.470E+00, 1.888E+00, 6.773E+01
 1.490E+00, 1.844E+00, 6.665E+01
 1.510E+00, 1.802E+00, 6.562E+01
 1.530E+00, 1.761E+00, 6.463E+01
 1.550E+00, 1.721E+00, 6.368E+01
 1.570E+00, 1.684E+00, 6.279E+01
 1.590E+00, 1.648E+00, 6.194E+01
 1.610E+00, 1.615E+00, 6.113E+01
 1.630E+00, 1.583E+00, 6.035E+01
 1.650E+00, 1.552E+00, 5.959E+01
 1.670E+00, 1.523E+00, 5.886E+01
 1.690E+00, 1.495E+00, 5.815E+01
 1.710E+00, 1.468E+00, 5.747E+01
 1.730E+00, 1.442E+00, 5.681E+01
