s,kW/m2,,
Time,"flux","d43","w"
 0.0000000E+000, 1.6754403E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E-001, 1.6754546E+000, 0.0000000E+000, 0.0000000E+000
 2.0000000E-001, 1.6754699E+000, 0.0000000E+000, 0.0000000E+000
 3.5000000E-001, 1.6754977E+000, 0.0000000E+000, 0.0000000E+000
 4.5000000E-001, 1.6755408E+000, 0.0000000E+000, 0.0000000E+000
 5.5000000E-001, 1.6755843E+000, 0.0000000E+000, 0.0000000E+000
 6.0000000E-001, 1.6756293E+000, 0.0000000E+000, 0.0000000E+000
 7.0000000E-001, 1.6756577E+000, 0.0000000E+000, 0.0000000E+000
 8.0000000E-001, 1.6757083E+000, 0.0000000E+000, 0.0000000E+000
 9.0000000E-001, 1.6757595E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+000, 1.6758106E+000, 0.0000000E+000, 0.0000000E+000
 1.1000000E+000, 1.6758615E+000, 0.0000000E+000, 0.0000000E+000
 1.2000000E+000, 1.6759136E+000, 0.0000000E+000, 0.0000000E+000
 1.3000000E+000, 1.6759669E+000, 0.0000000E+000, 0.0000000E+000
 1.4000000E+000, 1.6760207E+000, 0.0000000E+000, 0.0000000E+000
 1.5000000E+000, 1.6760743E+000, 0.0000000E+000, 0.0000000E+000
 1.6000000E+000, 1.6761270E+000, 0.0000000E+000, 0.0000000E+000
 1.7000000E+000, 1.6761804E+000, 0.0000000E+000, 0.0000000E+000
 1.8000000E+000, 1.6762347E+000, 0.0000000E+000, 0.0000000E+000
 1.9000000E+000, 1.6762894E+000, 0.0000000E+000, 0.0000000E+000
 2.0000000E+000, 1.6763443E+000, 0.0000000E+000, 0.0000000E+000
 2.1000000E+000, 1.6763978E+000, 0.0000000E+000, 0.0000000E+000
 2.2500000E+000, 1.6764616E+000, 0.0000000E+000, 0.0000000E+000
 2.3500000E+000, 1.6765327E+000, 0.0000000E+000, 0.0000000E+000
 2.4500000E+000, 1.6765876E+000, 0.0000000E+000, 0.0000000E+000
 2.5500000E+000, 1.6766438E+000, 0.0000000E+000, 0.0000000E+000
 2.6500000E+000, 1.6766975E+000, 0.0000000E+000, 0.0000000E+000
 2.7500000E+000, 1.6767504E+000, 0.0000000E+000, 0.0000000E+000
 2.8500000E+000, 1.6768048E+000, 0.0000000E+000, 0.0000000E+000
 2.9500000E+000, 1.6768597E+000, 0.0000000E+000, 0.0000000E+000
 3.0500000E+000, 1.6769154E+000, 0.0000000E+000, 0.0000000E+000
 3.1500000E+000, 1.6769707E+000, 0.0000000E+000, 0.0000000E+000
 3.2500000E+000, 1.6770229E+000, 0.0000000E+000, 0.0000000E+000
 3.3500000E+000, 1.6770885E+000, 0.0000000E+000, 0.0000000E+000
 3.4500000E+000, 1.6771564E+000, 0.0000000E+000, 0.0000000E+000
 3.5500000E+000, 1.6772166E+000, 0.0000000E+000, 0.0000000E+000
 3.6500000E+000, 1.6772763E+000, 0.0000000E+000, 0.0000000E+000
 3.7500000E+000, 1.6773267E+000, 0.0000000E+000, 0.0000000E+000
 3.8500000E+000, 1.6773622E+000, 0.0000000E+000, 0.0000000E+000
 3.9500000E+000, 1.6774010E+000, 0.0000000E+000, 0.0000000E+000
 4.0500000E+000, 1.6741402E+000, 0.0000000E+000, 0.0000000E+000
 4.1500000E+000, 1.3702676E+000, 0.0000000E+000, 0.0000000E+000
 4.2500000E+000, 1.0076693E+000, 0.0000000E+000, 0.0000000E+000
 4.3500000E+000, 6.9373152E-001, 5.8377973E-004,-3.4787951E+000
 4.4500000E+000, 3.0548145E-001, 4.1365701E-004,-2.0566886E+000
 4.5500000E+000, 2.2978786E-003, 4.1657710E-004,-2.0227644E+000
 4.6500000E+000, 2.2905607E-003, 3.6745314E-004,-1.6831566E+000
 4.7500000E+000, 2.2504355E-003, 3.3915415E-004,-1.4987794E+000
 4.8500000E+000, 2.1815309E-003, 3.0249798E-004,-1.3234428E+000
 4.9500000E+000, 2.1015871E-003, 2.8541391E-004,-1.2743781E+000
 5.0500000E+000, 2.0373001E-003, 2.7009544E-004,-1.1857281E+000
 5.1500000E+000, 2.0121779E-003, 2.6093362E-004,-1.1241749E+000
 5.2500000E+000, 1.9852775E-003, 2.5044084E-004,-1.0538699E+000
 5.3500000E+000, 1.9579229E-003, 2.4310638E-004,-1.0068736E+000
 5.4500000E+000, 1.9333125E-003, 2.3578846E-004,-9.6931884E-001
 5.5500000E+000, 1.9135412E-003, 2.2771029E-004,-9.4136090E-001
 5.6500000E+000, 1.8931443E-003, 2.2124378E-004,-9.2893504E-001
 5.7500000E+000, 1.8698478E-003, 2.1546258E-004,-9.2913494E-001
 5.8500000E+000, 1.8473906E-003, 2.1102316E-004,-9.3233026E-001
 5.9500000E+000, 1.8263973E-003, 2.0951257E-004,-9.5555066E-001
 6.0500000E+000, 1.8063198E-003, 2.0908208E-004,-9.9009179E-001
 6.1500000E+000, 1.7888065E-003, 2.0846127E-004,-1.0364284E+000
 6.2500000E+000, 1.7685104E-003, 2.0750136E-004,-1.0742389E+000
 6.3500000E+000, 1.7483963E-003, 2.0601762E-004,-1.1080584E+000
 6.4500000E+000, 1.7287223E-003, 2.0574328E-004,-1.1448661E+000
 6.5500000E+000, 1.7107463E-003, 2.0521345E-004,-1.1672879E+000
 6.6500000E+000, 1.6935533E-003, 2.0404040E-004,-1.1885131E+000
 6.7500000E+000, 1.6774205E-003, 2.0378163E-004,-1.2046824E+000
 6.8500000E+000, 1.6605318E-003, 2.0327889E-004,-1.2176712E+000
 6.9500000E+000, 1.6435295E-003, 2.0278215E-004,-1.2268440E+000
 7.0500000E+000, 1.6269016E-003, 2.0327822E-004,-1.2378662E+000
 7.1500000E+000, 1.6111950E-003, 2.0347075E-004,-1.2457881E+000
 7.2500000E+000, 1.5977405E-003, 2.0329334E-004,-1.2528165E+000
 7.3500000E+000, 1.5847028E-003, 2.0353197E-004,-1.2590914E+000
 7.4500000E+000, 1.5698058E-003, 2.0293343E-004,-1.2659428E+000
 7.5500000E+000, 1.5544290E-003, 2.0263521E-004,-1.2721248E+000
 7.6500000E+000, 1.5401507E-003, 2.0209426E-004,-1.2799466E+000
 7.7500000E+000, 1.5276886E-003, 2.0202202E-004,-1.2870300E+000
 7.8500000E+000, 1.5156795E-003, 2.0187927E-004,-1.2934314E+000
 7.9500000E+000, 1.5011940E-003, 2.0175421E-004,-1.2991704E+000
 8.0500000E+000, 1.4858344E-003, 2.0175519E-004,-1.3043568E+000
 8.1500000E+000, 1.4695506E-003, 2.0203771E-004,-1.3093338E+000
 8.2500000E+000, 1.4529100E-003, 2.0195432E-004,-1.3131384E+000
 8.3500000E+000, 1.4357507E-003, 2.0189983E-004,-1.3159855E+000
 8.4500000E+000, 1.4158915E-003, 2.0222703E-004,-1.3181522E+000
 8.5000000E+000, 1.3969802E-003, 2.0258284E-004,-1.3198187E+000
 8.6000000E+000, 1.3829868E-003, 2.0289014E-004,-1.3214913E+000
 8.7000000E+000, 1.3593415E-003, 2.0315037E-004,-1.3232464E+000
 8.8000000E+000, 1.3342475E-003, 2.0297743E-004,-1.3247947E+000
 8.9000000E+000, 1.3073666E-003, 2.0271991E-004,-1.3258793E+000
 9.0000000E+000, 1.2843495E-003, 2.0306823E-004,-1.3270821E+000
 9.1000000E+000, 1.4529597E-001, 2.0276371E-004,-1.3278399E+000
 9.2000000E+000, 4.6269017E-001, 2.0251158E-004,-1.3290914E+000
 9.3000000E+000, 7.8589659E-001, 2.0253219E-004,-1.3309498E+000
 9.4000000E+000, 1.1179465E+000, 2.0248552E-004,-1.3332714E+000
 9.5000000E+000, 1.4437901E+000, 2.0226805E-004,-1.3355222E+000
 9.6000000E+000, 1.5876763E+000, 2.0207688E-004,-1.3372651E+000
 9.7000000E+000, 1.5880856E+000, 2.0192737E-004,-1.3391216E+000
 9.8000000E+000, 1.5885257E+000, 2.0192125E-004,-1.3414134E+000
 9.9000000E+000, 1.5887494E+000, 2.0158484E-004,-1.3447981E+000
 1.0000000E+001, 1.5882381E+000, 2.0131804E-004,-1.3473552E+000
 1.0100000E+001, 1.5875611E+000, 2.0105860E-004,-1.3502624E+000
 1.0200000E+001, 1.5873596E+000, 2.0082403E-004,-1.3532444E+000
 1.0300000E+001, 1.5873076E+000, 2.0057140E-004,-1.3556209E+000
 1.0400000E+001, 1.5876200E+000, 2.0035068E-004,-1.3576383E+000
 1.0500000E+001, 1.5882499E+000, 2.0017422E-004,-1.3595403E+000
 1.0600000E+001, 1.5884814E+000, 1.9997372E-004,-1.3606809E+000
 1.0700000E+001, 1.5883612E+000, 1.9989535E-004,-1.3616957E+000
 1.0800000E+001, 1.5882055E+000, 1.9959419E-004,-1.3618483E+000
 1.0900000E+001, 1.5875803E+000, 1.9928678E-004,-1.3624540E+000
 1.1000000E+001, 1.5865835E+000, 1.9916753E-004,-1.3636645E+000
 1.1100000E+001, 1.5861085E+000, 1.9878434E-004,-1.3645522E+000
 1.1200000E+001, 1.5861467E+000, 1.9853943E-004,-1.3650269E+000
 1.1300000E+001, 1.5862815E+000, 1.9811009E-004,-1.3658102E+000
 1.1400000E+001, 1.5864718E+000, 1.9787684E-004,-1.3670589E+000
 1.1500000E+001, 1.5869186E+000, 1.9752373E-004,-1.3684811E+000
 1.1600000E+001, 1.5872065E+000, 1.9749624E-004,-1.3695356E+000
 1.1700000E+001, 1.5869290E+000, 1.9721072E-004,-1.3703350E+000
 1.1800000E+001, 1.5865785E+000, 1.9682203E-004,-1.3710521E+000
 1.1900000E+001, 1.5864415E+000, 1.9663017E-004,-1.3721046E+000
 1.2000000E+001, 1.5863887E+000, 1.9638897E-004,-1.3725513E+000
 1.2100000E+001, 1.5867735E+000, 1.9633632E-004,-1.3733087E+000
 1.2200000E+001, 1.5875641E+000, 1.9640472E-004,-1.3739913E+000
 1.2300000E+001, 1.5882391E+000, 1.9637394E-004,-1.3741843E+000
 1.2400000E+001, 1.5890756E+000, 1.9613861E-004,-1.3741594E+000
 1.2500000E+001, 1.5897205E+000, 1.9584885E-004,-1.3742671E+000
 1.2600000E+001, 1.5894047E+000, 1.9597582E-004,-1.3744880E+000
 1.2700000E+001, 1.5886581E+000, 1.9585446E-004,-1.3749871E+000
 1.2800000E+001, 1.5878474E+000, 1.9586730E-004,-1.3752558E+000
 1.2900000E+001, 1.5866206E+000, 1.9564584E-004,-1.3756473E+000
 1.3000000E+001, 1.5858286E+000, 1.9563902E-004,-1.3764836E+000
