s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.5097497E-005, 9.5680704E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5097401E-005, 0.0000000E+000, 0.0000000E+000
 2.0010622E+000, 1.7503806E+001,-1.8323517E+000,-1.1928828E+001,-3.3749367E-001, 6.0262270E-004, 0.0000000E+000, 0.0000000E+000, 3.2083697E+000, 3.4057355E+000, 9.6220576E-004, 9.6220576E-004
 4.0003347E+000, 2.0438968E+001,-2.1528481E+000,-1.7744203E+001,-3.7733596E-001, 1.9353744E-003, 0.0000000E+000, 0.0000000E+000, 1.5613674E-001, 1.6651650E-001, 9.7678796E-004, 9.7678796E-004
 6.0004873E+000, 2.0484434E+001,-2.1508604E+000,-1.8082782E+001,-3.7237852E-001, 2.8275290E-003, 0.0000000E+000, 0.0000000E+000,-1.3824436E-001,-1.1875953E-001, 9.7672659E-004, 9.7672659E-004
 8.0023479E+000, 2.0846272E+001,-2.2317463E+000,-1.7793047E+001,-3.8503623E-001, 3.5479356E-003, 0.0000000E+000, 0.0000000E+000, 4.3013421E-001, 4.3999065E-001, 9.7861299E-004, 9.7861299E-004
 1.0001313E+001, 2.0615696E+001,-2.2375230E+000,-1.7717865E+001,-3.7432061E-001, 4.0704120E-003, 0.0000000E+000, 0.0000000E+000, 2.7465321E-001, 2.9005754E-001, 9.8208869E-004, 9.8208869E-004
 1.2002362E+001, 2.0582762E+001,-2.1602221E+000,-1.8265836E+001,-3.7962733E-001, 4.5528212E-003, 0.0000000E+000, 0.0000000E+000,-2.4873631E-001,-2.1837042E-001, 9.8641678E-004, 9.8641678E-004
 1.4001052E+001, 2.0616155E+001,-2.1731194E+000,-1.8088691E+001,-3.7936145E-001, 5.0313926E-003, 0.0000000E+000, 0.0000000E+000,-1.6331011E-002,-1.9985192E-002, 9.9132887E-004, 9.9132887E-004
 1.6001804E+001, 2.1098120E+001,-2.2179855E+000,-1.8645025E+001,-3.8126925E-001, 5.4169986E-003, 0.0000000E+000, 0.0000000E+000,-1.5829678E-001,-1.4074208E-001, 9.9693982E-004, 9.9693982E-004
 1.8000605E+001, 2.0941328E+001,-2.2363904E+000,-1.7976098E+001,-3.6847468E-001, 5.6993756E-003, 0.0000000E+000, 0.0000000E+000, 3.4907913E-001, 3.6606392E-001, 1.0024052E-003, 1.0024052E-003
 2.0000795E+001, 2.1047324E+001,-2.3068685E+000,-1.8791801E+001,-3.7596976E-001, 5.9323397E-003, 0.0000000E+000, 0.0000000E+000,-4.2864132E-001,-4.2138304E-001, 1.0077063E-003, 1.0077063E-003
 2.2001715E+001, 2.1029958E+001,-2.2335448E+000,-1.8626988E+001,-3.6807434E-001, 6.2020101E-003, 0.0000000E+000, 0.0000000E+000,-1.9766416E-001,-1.9244719E-001, 1.0123151E-003, 1.0123151E-003
 2.4000002E+001, 2.1404357E+001,-2.3259269E+000,-1.8227505E+001,-3.5655286E-001, 6.3346991E-003, 0.0000000E+000, 0.0000000E+000, 4.8312781E-001, 5.0070698E-001, 1.0160133E-003, 1.0160133E-003
 2.6000227E+001, 2.1002064E+001,-2.3064793E+000,-1.8655964E+001,-3.5745596E-001, 6.3997624E-003, 0.0000000E+000, 0.0000000E+000,-3.2863939E-001,-3.1143467E-001, 1.0191197E-003, 1.0191197E-003
 2.8002232E+001, 2.1820618E+001,-2.4508498E+000,-1.8357989E+001,-3.7260279E-001, 6.6948828E-003, 0.0000000E+000, 0.0000000E+000, 6.5026204E-001, 6.4587157E-001, 1.0211612E-003, 1.0211612E-003
 3.0002609E+001, 2.1335977E+001,-2.3760621E+000,-1.9280237E+001,-3.6971163E-001, 6.7718474E-003, 0.0000000E+000, 0.0000000E+000,-6.8912365E-001,-6.8326112E-001, 1.0233738E-003, 1.0233738E-003
 3.2001995E+001, 2.1668360E+001,-2.2912996E+000,-1.8427004E+001,-3.4924525E-001, 6.9165654E-003, 0.0000000E+000, 0.0000000E+000, 5.7863472E-001, 6.0772801E-001, 1.0252023E-003, 1.0252023E-003
 3.4001431E+001, 2.1293141E+001,-2.2066462E+000,-1.9195725E+001,-3.5783064E-001, 6.9910783E-003, 0.0000000E+000, 0.0000000E+000,-4.9152240E-001,-4.6006975E-001, 1.0264503E-003, 1.0264503E-003
 3.6000286E+001, 2.1737432E+001,-2.3765868E+000,-1.8593181E+001,-3.6596608E-001, 7.0365141E-003, 0.0000000E+000, 0.0000000E+000, 3.9668012E-001, 4.0873487E-001, 1.0272038E-003, 1.0272038E-003
 3.8000862E+001, 2.1674957E+001,-2.3147776E+000,-1.9079408E+001,-3.7668492E-001, 7.2190024E-003, 0.0000000E+000, 0.0000000E+000,-1.0378117E-001,-8.8694503E-002, 1.0270522E-003, 1.0270522E-003
 4.0000504E+001, 2.1545857E+001,-2.4154648E+000,-1.8655037E+001,-3.7007273E-001, 7.2484827E-003, 0.0000000E+000, 0.0000000E+000, 1.0166657E-001, 1.1253092E-001, 1.0270562E-003, 1.0270562E-003
 4.2000420E+001, 2.1459402E+001,-2.3160740E+000,-1.8810165E+001,-3.6647237E-001, 7.2498270E-003, 0.0000000E+000, 0.0000000E+000,-2.1862288E-002,-2.6059528E-002, 1.0274836E-003, 1.0274836E-003
 4.4000038E+001, 2.1363583E+001,-2.3093740E+000,-1.8921805E+001,-3.4726867E-001, 7.3305036E-003, 0.0000000E+000, 0.0000000E+000,-2.5150537E-001,-2.0753420E-001, 1.0257478E-003, 1.0257478E-003
 4.6000492E+001, 2.1272418E+001,-2.2237430E+000,-1.9084949E+001,-3.5757583E-001, 7.3509903E-003, 0.0000000E+000, 0.0000000E+000,-3.8960737E-001,-3.8649852E-001, 1.0236910E-003, 1.0236910E-003
 4.8000931E+001, 2.1698747E+001,-2.3595995E+000,-1.8587058E+001,-3.6388163E-001, 7.3971976E-003, 0.0000000E+000, 0.0000000E+000, 3.7059907E-001, 3.9560487E-001, 1.0215452E-003, 1.0215452E-003
 5.0000134E+001, 2.1517679E+001,-2.2937004E+000,-1.8878980E+001,-3.4904338E-001, 7.3413233E-003, 0.0000000E+000, 0.0000000E+000,-9.0264089E-003, 3.2962073E-003, 1.0195665E-003, 1.0195665E-003
 5.2000992E+001, 2.1316769E+001,-2.2872725E+000,-1.8607662E+001,-3.4292127E-001, 7.3801452E-003, 0.0000000E+000, 0.0000000E+000, 6.6258563E-002, 8.6292884E-002, 1.0169530E-003, 1.0169530E-003
 5.4002098E+001, 2.1156703E+001,-2.2639287E+000,-1.8747007E+001,-3.6247770E-001, 7.4683880E-003, 0.0000000E+000, 0.0000000E+000,-2.2520713E-001,-2.0924195E-001, 1.0161535E-003, 1.0161535E-003
