cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,kW/m2,kW/m2,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Up60,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Wp60,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Tp40,Tp50,Tp60,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Urms60,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Wrms60,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Trms40,Trms50,Trms60,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,UW60,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TW60,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,TU60,HF,radHF,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
 5.0000000E+000,-3.6256534E-001,-4.1110437E-001,-3.8375122E-001,-3.2894022E-001,-2.5737248E-001,-1.9871215E-001,-1.4053848E-001,-9.9125124E-002,-6.3686594E-002,-4.1501308E-002, 6.2768920E-003, 2.2462082E-002, 3.6030879E-001, 7.6452420E-001, 1.1298205E+000, 1.4063027E+000, 1.6173787E+000, 1.7897717E+000, 1.9381784E+000, 2.0648631E+000, 2.1738079E+000, 2.2731487E+000, 2.6433031E+000, 2.7739629E+000, 6.4422837E+002, 9.8885663E+002, 1.1411082E+003, 1.1494498E+003, 1.1115157E+003, 1.0707767E+003, 1.0385505E+003, 1.0140526E+003, 9.9480030E+002, 9.7937607E+002, 9.1376300E+002, 8.1624188E+002, 7.1807360E+002, 6.3126029E+002, 3.6139735E-001, 2.9165000E-001, 2.8423801E-001, 2.9227277E-001, 3.0199259E-001, 3.2243931E-001, 3.4370704E-001, 3.5940003E-001, 3.7550681E-001, 3.8965718E-001, 4.5970601E-001, 6.5679730E-001, 1.8121756E-001, 2.4754162E-001, 3.3833763E-001, 4.3854814E-001, 5.3863287E-001, 6.2481736E-001, 6.9660790E-001, 7.5588798E-001, 8.2064474E-001, 8.7536574E-001, 1.0808148E+000, 1.2815398E+000, 1.3756488E+002, 2.1524064E+002, 2.1331124E+002, 2.3522816E+002, 2.6118315E+002, 2.7688772E+002, 2.8366730E+002, 2.8761431E+002, 2.9169793E+002, 2.9566967E+002, 3.0562057E+002, 2.8925964E+002, 2.5007569E+002, 2.0210105E+002,-1.0101262E-002,-1.7111830E-002,-1.0776081E-002, 6.8283267E-003, 3.1493063E-002, 6.0045022E-002, 8.5768589E-002, 1.0755587E-001, 1.3502280E-001, 1.5823442E-001, 2.3518446E-001, 3.1834339E-001, 3.0350439E-001, 1.6239935E+001, 3.6881366E+001, 6.5109345E+001, 9.6959436E+001, 1.2459885E+002, 1.4545529E+002, 1.6194605E+002, 1.7725705E+002, 1.9277934E+002, 2.5300554E+002, 1.8385493E+002,-2.8638771E+001,-2.5636751E+001,-5.8868751E+000, 1.2003402E+001, 2.5147731E+001, 3.6104930E+001, 4.4629425E+001, 5.1099492E+001, 5.8563367E+001, 6.4231808E+001, 7.6261479E+001, 4.5550954E+001, 1.1984301E+001, 7.1745139E+000, 1.9000000E+001, 1.2530348E+003, 7.3057346E-002, 5.7418032E-002, 2.1874211E-002, 4.3351765E-002, 1.4279032E-001, 2.1874211E-002
 6.0000000E+000,-5.4321030E-001,-5.1224466E-001,-4.3026869E-001,-3.3830206E-001,-2.5583573E-001,-1.9134981E-001,-1.3476053E-001,-9.6333422E-002,-6.5752360E-002,-4.3232479E-002, 5.6535008E-004, 1.8609969E-002, 3.9710175E-001, 7.4973130E-001, 9.4900101E-001, 1.0774189E+000, 1.1873810E+000, 1.2884554E+000, 1.3882740E+000, 1.4794551E+000, 1.5701710E+000, 1.6601028E+000, 1.9854790E+000, 2.3271135E+000, 7.9452433E+002, 1.0825499E+003, 1.0288476E+003, 9.2327696E+002, 8.4510598E+002, 7.9730180E+002, 7.7094961E+002, 7.5697017E+002, 7.5041290E+002, 7.4711813E+002, 7.1657444E+002, 6.6480825E+002, 6.1789085E+002, 5.6211837E+002, 3.4250015E-001, 2.6427299E-001, 2.5410531E-001, 2.5778186E-001, 2.6828739E-001, 2.8809122E-001, 3.0764210E-001, 3.2692175E-001, 3.4639008E-001, 3.6349501E-001, 4.2797897E-001, 6.1628874E-001, 2.2486056E-001, 3.3555817E-001, 4.5837392E-001, 5.5641770E-001, 6.2326226E-001, 6.7213036E-001, 7.1221454E-001, 7.6119171E-001, 8.1061122E-001, 8.5182285E-001, 1.0084109E+000, 1.2070854E+000, 1.5049879E+002, 1.9222029E+002, 2.5262174E+002, 2.7810883E+002, 2.7808855E+002, 2.7154983E+002, 2.6753322E+002, 2.6824238E+002, 2.7122320E+002, 2.7480022E+002, 2.7696667E+002, 2.5482950E+002, 2.2719706E+002, 1.7928916E+002,-5.0655217E-003,-5.6223217E-003, 1.1624792E-002, 3.7930690E-002, 6.2391917E-002, 8.5173734E-002, 1.0533246E-001, 1.2833785E-001, 1.5218926E-001, 1.7173782E-001, 2.3269349E-001, 3.4984779E-001,-2.7219392E+000, 3.0502108E+001, 7.8531954E+001, 1.1496127E+002, 1.3186050E+002, 1.3946819E+002, 1.4559727E+002, 1.5397447E+002, 1.6434042E+002, 1.7516944E+002, 2.0999711E+002, 1.5354741E+002,-2.4076902E+001,-1.4638781E+000, 1.3722746E+001, 2.5955488E+001, 3.3146950E+001, 3.9239985E+001, 4.4453422E+001, 4.9784457E+001, 5.5289278E+001, 6.0021450E+001, 7.0098929E+001, 4.6838719E+001, 1.1984301E+001, 7.1745139E+000, 2.1000000E+001, 1.2562848E+003, 7.7299650E-002, 5.7042044E-002, 2.0278980E-002, 3.4089087E-002, 1.4054607E-001, 2.0278980E-002
 7.0000000E+000,-5.4321030E-001,-5.1224466E-001,-4.3026869E-001,-3.3830206E-001,-2.5583573E-001,-1.9134981E-001,-1.3476053E-001,-9.6333422E-002,-6.5752360E-002,-4.3232479E-002, 5.6535008E-004, 1.8609969E-002, 3.9710175E-001, 7.4973130E-001, 9.4900101E-001, 1.0774189E+000, 1.1873810E+000, 1.2884554E+000, 1.3882740E+000, 1.4794551E+000, 1.5701710E+000, 1.6601028E+000, 1.9854790E+000, 2.3271135E+000, 7.9452433E+002, 1.0825499E+003, 1.0288476E+003, 9.2327696E+002, 8.4510598E+002, 7.9730180E+002, 7.7094961E+002, 7.5697017E+002, 7.5041290E+002, 7.4711813E+002, 7.1657444E+002, 6.6480825E+002, 6.1789085E+002, 5.6211837E+002, 3.4250015E-001, 2.6427299E-001, 2.5410531E-001, 2.5778186E-001, 2.6828739E-001, 2.8809122E-001, 3.0764210E-001, 3.2692175E-001, 3.4639008E-001, 3.6349501E-001, 4.2797897E-001, 6.1628874E-001, 2.2486056E-001, 3.3555817E-001, 4.5837392E-001, 5.5641770E-001, 6.2326226E-001, 6.7213036E-001, 7.1221454E-001, 7.6119171E-001, 8.1061122E-001, 8.5182285E-001, 1.0084109E+000, 1.2070854E+000, 1.5049879E+002, 1.9222029E+002, 2.5262174E+002, 2.7810883E+002, 2.7808855E+002, 2.7154983E+002, 2.6753322E+002, 2.6824238E+002, 2.7122320E+002, 2.7480022E+002, 2.7696667E+002, 2.5482950E+002, 2.2719706E+002, 1.7928916E+002,-5.0655217E-003,-5.6223217E-003, 1.1624792E-002, 3.7930690E-002, 6.2391917E-002, 8.5173734E-002, 1.0533246E-001, 1.2833785E-001, 1.5218926E-001, 1.7173782E-001, 2.3269349E-001, 3.4984779E-001,-2.7219392E+000, 3.0502108E+001, 7.8531954E+001, 1.1496127E+002, 1.3186050E+002, 1.3946819E+002, 1.4559727E+002, 1.5397447E+002, 1.6434042E+002, 1.7516944E+002, 2.0999711E+002, 1.5354741E+002,-2.4076902E+001,-1.4638781E+000, 1.3722746E+001, 2.5955488E+001, 3.3146950E+001, 3.9239985E+001, 4.4453422E+001, 4.9784457E+001, 5.5289278E+001, 6.0021450E+001, 7.0098929E+001, 4.6838719E+001, 1.3643333E+001, 6.5110470E+000, 2.3000000E+001, 1.2503310E+003, 8.2160389E-002, 5.6190056E-002, 1.8549638E-002, 2.6655564E-002, 1.3720990E-001, 1.8549638E-002
 8.0000000E+000,-6.5267040E-001,-5.2984843E-001,-4.1980704E-001,-3.2336261E-001,-2.4465729E-001,-1.8836982E-001,-1.4569346E-001,-1.1496141E-001,-9.0277434E-002,-6.8572613E-002,-2.1776196E-002, 8.4054854E-003, 3.5367686E-001, 5.2820496E-001, 6.0307533E-001, 6.7941839E-001, 7.4305234E-001, 8.0524390E-001, 8.8016270E-001, 9.6148333E-001, 1.0466293E+000, 1.1274526E+000, 1.4319345E+000, 1.9010390E+000, 9.0264808E+002, 9.2216269E+002, 7.5688293E+002, 6.4639104E+002, 5.8892688E+002, 5.6149626E+002, 5.5099281E+002, 5.4941690E+002, 5.5176729E+002, 5.5480370E+002, 5.6019887E+002, 5.4063254E+002, 5.2336919E+002, 4.9953978E+002, 3.1263731E-001, 2.3804874E-001, 2.1859695E-001, 2.2111765E-001, 2.3325038E-001, 2.5323811E-001, 2.7275049E-001, 2.9045705E-001, 3.0313556E-001, 3.1572630E-001, 3.8656525E-001, 5.6986548E-001, 2.8738003E-001, 4.0289917E-001, 4.6749797E-001, 4.9212125E-001, 5.1475379E-001, 5.4959855E-001, 5.7867126E-001, 6.0717630E-001, 6.3535145E-001, 6.6660699E-001, 8.3267385E-001, 1.0769859E+000, 1.1837077E+002, 2.0343120E+002, 2.3513025E+002, 2.1446233E+002, 1.9417910E+002, 1.8757465E+002, 1.8990684E+002, 1.9466625E+002, 1.9905964E+002, 2.0166676E+002, 2.1254967E+002, 1.9665540E+002, 1.8624240E+002, 1.5301027E+002,-3.4976448E-003,-3.5648202E-003, 1.7469756E-002, 3.5775541E-002, 4.8774629E-002, 6.2771618E-002, 7.8502546E-002, 9.3222134E-002, 1.0378266E-001, 1.1378391E-001, 1.8447956E-001, 3.1807558E-001,-1.4989233E+000, 4.9830781E+001, 7.9628685E+001, 7.8741907E+001, 7.2469525E+001, 7.3130200E+001, 7.8832494E+001, 8.5622834E+001, 9.1919686E+001, 9.7604151E+001, 1.3092406E+002, 1.1528994E+002,-6.4258468E+000, 7.9788972E+000, 1.3370489E+001, 1.6674311E+001, 1.9640101E+001, 2.3485934E+001, 2.8140176E+001, 3.1606704E+001, 3.3976302E+001, 3.6057347E+001, 4.6745372E+001, 3.9341701E+001, 1.4210985E+001, 5.3157802E+000, 2.5000000E+001, 1.2373502E+003, 8.7421187E-002, 5.5007346E-002, 1.6717123E-002, 2.0683927E-002, 1.3310383E-001, 1.6717123E-002
 9.0000000E+000,-6.5267040E-001,-5.2984843E-001,-4.1980704E-001,-3.2336261E-001,-2.4465729E-001,-1.8836982E-001,-1.4569346E-001,-1.1496141E-001,-9.0277434E-002,-6.8572613E-002,-2.1776196E-002, 8.4054854E-003, 3.5367686E-001, 5.2820496E-001, 6.0307533E-001, 6.7941839E-001, 7.4305234E-001, 8.0524390E-001, 8.8016270E-001, 9.6148333E-001, 1.0466293E+000, 1.1274526E+000, 1.4319345E+000, 1.9010390E+000, 9.0264808E+002, 9.2216269E+002, 7.5688293E+002, 6.4639104E+002, 5.8892688E+002, 5.6149626E+002, 5.5099281E+002, 5.4941690E+002, 5.5176729E+002, 5.5480370E+002, 5.6019887E+002, 5.4063254E+002, 5.2336919E+002, 4.9953978E+002, 3.1263731E-001, 2.3804874E-001, 2.1859695E-001, 2.2111765E-001, 2.3325038E-001, 2.5323811E-001, 2.7275049E-001, 2.9045705E-001, 3.0313556E-001, 3.1572630E-001, 3.8656525E-001, 5.6986548E-001, 2.8738003E-001, 4.0289917E-001, 4.6749797E-001, 4.9212125E-001, 5.1475379E-001, 5.4959855E-001, 5.7867126E-001, 6.0717630E-001, 6.3535145E-001, 6.6660699E-001, 8.3267385E-001, 1.0769859E+000, 1.1837077E+002, 2.0343120E+002, 2.3513025E+002, 2.1446233E+002, 1.9417910E+002, 1.8757465E+002, 1.8990684E+002, 1.9466625E+002, 1.9905964E+002, 2.0166676E+002, 2.1254967E+002, 1.9665540E+002, 1.8624240E+002, 1.5301027E+002,-3.4976448E-003,-3.5648202E-003, 1.7469756E-002, 3.5775541E-002, 4.8774629E-002, 6.2771618E-002, 7.8502546E-002, 9.3222134E-002, 1.0378266E-001, 1.1378391E-001, 1.8447956E-001, 3.1807558E-001,-1.4989233E+000, 4.9830781E+001, 7.9628685E+001, 7.8741907E+001, 7.2469525E+001, 7.3130200E+001, 7.8832494E+001, 8.5622834E+001, 9.1919686E+001, 9.7604151E+001, 1.3092406E+002, 1.1528994E+002,-6.4258468E+000, 7.9788972E+000, 1.3370489E+001, 1.6674311E+001, 1.9640101E+001, 2.3485934E+001, 2.8140176E+001, 3.1606704E+001, 3.3976302E+001, 3.6057347E+001, 4.6745372E+001, 3.9341701E+001, 1.4210985E+001, 5.3157802E+000, 2.7000000E+001, 1.2193293E+003, 9.2862011E-002, 5.3596606E-002, 1.4858620E-002, 1.5958599E-002, 1.2850946E-001, 1.4858620E-002
 1.0000000E+001,-6.1731637E-001,-4.8177634E-001,-3.8105000E-001,-2.9843276E-001,-2.3345881E-001,-1.8828556E-001,-1.5455438E-001,-1.3047472E-001,-1.0838162E-001,-8.9581552E-002,-5.4908476E-002,-1.3466455E-002, 2.7824577E-001, 3.5603869E-001, 3.9052377E-001, 4.1265904E-001, 4.3848982E-001, 4.7047116E-001, 5.1252934E-001, 5.6353517E-001, 6.1581857E-001, 6.6728778E-001, 9.0258057E-001, 1.4812265E+000, 8.6825006E+002, 7.1748807E+002, 5.6037821E+002, 4.7687813E+002, 4.4003239E+002, 4.2608619E+002, 4.2231457E+002, 4.2294523E+002, 4.2477852E+002, 4.2802434E+002, 4.4615635E+002, 4.4679091E+002, 4.5057276E+002, 4.4760149E+002, 2.6579920E-001, 1.9569500E-001, 1.8025727E-001, 1.8206367E-001, 1.9239461E-001, 2.0722730E-001, 2.2239890E-001, 2.3795980E-001, 2.4909766E-001, 2.5841938E-001, 3.3178199E-001, 5.1165803E-001, 3.3489338E-001, 3.9853625E-001, 4.0535459E-001, 3.9987134E-001, 3.9798595E-001, 4.1142488E-001, 4.3034686E-001, 4.5047658E-001, 4.7192711E-001, 4.9992017E-001, 6.7248252E-001, 9.4237238E-001, 1.1385341E+002, 1.9113369E+002, 1.6695693E+002, 1.2985962E+002, 1.1139380E+002, 1.1068542E+002, 1.1998565E+002, 1.2839301E+002, 1.3164267E+002, 1.3340160E+002, 1.4441789E+002, 1.4613716E+002, 1.4491165E+002, 1.2622049E+002, 1.1844529E-003, 2.5710254E-003, 1.6633443E-002, 2.1309531E-002, 2.4746588E-002, 3.0948140E-002, 3.9310297E-002, 4.8536674E-002, 5.5919063E-002, 6.3178187E-002, 1.1788877E-001, 2.5527645E-001, 7.9711745E+000, 5.0245124E+001, 4.7767178E+001, 3.5628894E+001, 2.8969826E+001, 2.9121997E+001, 3.3751686E+001, 3.8991241E+001, 4.3111056E+001, 4.7149610E+001, 7.0420627E+001, 7.9210467E+001, 4.1305755E+000, 8.2072278E+000, 8.2189744E+000, 7.4774001E+000, 8.0930054E+000, 9.5209901E+000, 1.2279419E+001, 1.4981983E+001, 1.6140208E+001, 1.6986419E+001, 2.3454460E+001, 2.8223071E+001, 1.2136701E+001, 4.0112644E+000, 2.9000000E+001, 1.1986414E+003, 9.8229945E-002, 5.2095453E-002, 1.3022386E-002, 1.2259748E-002, 1.2374948E-001, 1.3022386E-002
 1.1000000E+001,-6.1731637E-001,-4.8177634E-001,-3.8105000E-001,-2.9843276E-001,-2.3345881E-001,-1.8828556E-001,-1.5455438E-001,-1.3047472E-001,-1.0838162E-001,-8.9581552E-002,-5.4908476E-002,-1.3466455E-002, 2.7824577E-001, 3.5603869E-001, 3.9052377E-001, 4.1265904E-001, 4.3848982E-001, 4.7047116E-001, 5.1252934E-001, 5.6353517E-001, 6.1581857E-001, 6.6728778E-001, 9.0258057E-001, 1.4812265E+000, 8.6825006E+002, 7.1748807E+002, 5.6037821E+002, 4.7687813E+002, 4.4003239E+002, 4.2608619E+002, 4.2231457E+002, 4.2294523E+002, 4.2477852E+002, 4.2802434E+002, 4.4615635E+002, 4.4679091E+002, 4.5057276E+002, 4.4760149E+002, 2.6579920E-001, 1.9569500E-001, 1.8025727E-001, 1.8206367E-001, 1.9239461E-001, 2.0722730E-001, 2.2239890E-001, 2.3795980E-001, 2.4909766E-001, 2.5841938E-001, 3.3178199E-001, 5.1165803E-001, 3.3489338E-001, 3.9853625E-001, 4.0535459E-001, 3.9987134E-001, 3.9798595E-001, 4.1142488E-001, 4.3034686E-001, 4.5047658E-001, 4.7192711E-001, 4.9992017E-001, 6.7248252E-001, 9.4237238E-001, 1.1385341E+002, 1.9113369E+002, 1.6695693E+002, 1.2985962E+002, 1.1139380E+002, 1.1068542E+002, 1.1998565E+002, 1.2839301E+002, 1.3164267E+002, 1.3340160E+002, 1.4441789E+002, 1.4613716E+002, 1.4491165E+002, 1.2622049E+002, 1.1844529E-003, 2.5710254E-003, 1.6633443E-002, 2.1309531E-002, 2.4746588E-002, 3.0948140E-002, 3.9310297E-002, 4.8536674E-002, 5.5919063E-002, 6.3178187E-002, 1.1788877E-001, 2.5527645E-001, 7.9711745E+000, 5.0245124E+001, 4.7767178E+001, 3.5628894E+001, 2.8969826E+001, 2.9121997E+001, 3.3751686E+001, 3.8991241E+001, 4.3111056E+001, 4.7149610E+001, 7.0420627E+001, 7.9210467E+001, 4.1305755E+000, 8.2072278E+000, 8.2189744E+000, 7.4774001E+000, 8.0930054E+000, 9.5209901E+000, 1.2279419E+001, 1.4981983E+001, 1.6140208E+001, 1.6986419E+001, 2.3454460E+001, 2.8223071E+001, 1.2136701E+001, 4.0112644E+000, 3.1000000E+001, 1.1756142E+003, 1.0358114E-001, 5.0479188E-002, 1.1250954E-002, 9.3245230E-003, 1.1881846E-001, 1.1250954E-002
 1.2000000E+001,-4.7324750E-001,-4.0759485E-001,-3.2700462E-001,-2.5999155E-001,-2.1502271E-001,-1.8201109E-001,-1.5683640E-001,-1.3835620E-001,-1.1816103E-001,-1.0307905E-001,-8.3143795E-002,-4.4299898E-002, 2.1799317E-001, 2.2020423E-001, 1.9748554E-001, 1.8901861E-001, 1.9329494E-001, 2.1303485E-001, 2.3752662E-001, 2.6006015E-001, 2.9345160E-001, 3.2862272E-001, 5.1697018E-001, 1.1042116E+000, 7.1915381E+002, 5.3815742E+002, 4.2628561E+002, 3.7695755E+002, 3.5746546E+002, 3.5066036E+002, 3.5044504E+002, 3.5241312E+002, 3.5429687E+002, 3.5751665E+002, 3.7407992E+002, 3.8392362E+002, 3.9384997E+002, 4.0209030E+002, 2.0947497E-001, 1.4834403E-001, 1.3657798E-001, 1.3940671E-001, 1.4641016E-001, 1.5669837E-001, 1.7068907E-001, 1.8447683E-001, 1.9608211E-001, 2.0619425E-001, 2.7049315E-001, 4.5404375E-001, 3.5711886E-001, 3.6449550E-001, 3.4521985E-001, 3.2295709E-001, 3.1208475E-001, 3.0562420E-001, 3.0589901E-001, 3.2120078E-001, 3.4346665E-001, 3.6640569E-001, 4.8922317E-001, 8.0090330E-001, 1.2553023E+002, 1.5141108E+002, 1.1096343E+002, 8.2340351E+001, 6.8855812E+001, 6.4881703E+001, 6.8299923E+001, 7.4132058E+001, 7.7724491E+001, 8.0566206E+001, 9.6204912E+001, 1.0594686E+002, 1.0947351E+002, 9.8241280E+001, 5.9129970E-003, 9.0060282E-003, 1.3516496E-002, 1.3210305E-002, 1.3338095E-002, 1.3871851E-002, 1.4739061E-002, 1.7495550E-002, 2.2562127E-002, 2.6112744E-002, 5.4590002E-002, 1.9748040E-001, 1.3737904E+001, 3.6399360E+001, 2.5864620E+001, 1.7638292E+001, 1.3777832E+001, 1.2465211E+001, 1.3189633E+001, 1.5364178E+001, 1.8182219E+001, 2.0820423E+001, 3.4076160E+001, 5.1565716E+001, 5.4233149E+000, 5.3092805E+000, 3.5828627E+000, 2.9198936E+000, 2.6076964E+000, 2.2711084E+000, 2.5616901E+000, 3.4229061E+000, 4.3796458E+000, 4.8963206E+000, 8.5990002E+000, 1.7709870E+001, 8.3099804E+000, 2.8170614E+000, 3.3000000E+001, 1.1487834E+003, 1.0897957E-001, 4.8711219E-002, 9.5694507E-003, 7.0411107E-003, 1.1366913E-001, 9.5694507E-003
 1.3000000E+001,-4.7324750E-001,-4.0759485E-001,-3.2700462E-001,-2.5999155E-001,-2.1502271E-001,-1.8201109E-001,-1.5683640E-001,-1.3835620E-001,-1.1816103E-001,-1.0307905E-001,-8.3143795E-002,-4.4299898E-002, 2.1799317E-001, 2.2020423E-001, 1.9748554E-001, 1.8901861E-001, 1.9329494E-001, 2.1303485E-001, 2.3752662E-001, 2.6006015E-001, 2.9345160E-001, 3.2862272E-001, 5.1697018E-001, 1.1042116E+000, 7.1915381E+002, 5.3815742E+002, 4.2628561E+002, 3.7695755E+002, 3.5746546E+002, 3.5066036E+002, 3.5044504E+002, 3.5241312E+002, 3.5429687E+002, 3.5751665E+002, 3.7407992E+002, 3.8392362E+002, 3.9384997E+002, 4.0209030E+002, 2.0947497E-001, 1.4834403E-001, 1.3657798E-001, 1.3940671E-001, 1.4641016E-001, 1.5669837E-001, 1.7068907E-001, 1.8447683E-001, 1.9608211E-001, 2.0619425E-001, 2.7049315E-001, 4.5404375E-001, 3.5711886E-001, 3.6449550E-001, 3.4521985E-001, 3.2295709E-001, 3.1208475E-001, 3.0562420E-001, 3.0589901E-001, 3.2120078E-001, 3.4346665E-001, 3.6640569E-001, 4.8922317E-001, 8.0090330E-001, 1.2553023E+002, 1.5141108E+002, 1.1096343E+002, 8.2340351E+001, 6.8855812E+001, 6.4881703E+001, 6.8299923E+001, 7.4132058E+001, 7.7724491E+001, 8.0566206E+001, 9.6204912E+001, 1.0594686E+002, 1.0947351E+002, 9.8241280E+001, 5.9129970E-003, 9.0060282E-003, 1.3516496E-002, 1.3210305E-002, 1.3338095E-002, 1.3871851E-002, 1.4739061E-002, 1.7495550E-002, 2.2562127E-002, 2.6112744E-002, 5.4590002E-002, 1.9748040E-001, 1.3737904E+001, 3.6399360E+001, 2.5864620E+001, 1.7638292E+001, 1.3777832E+001, 1.2465211E+001, 1.3189633E+001, 1.5364178E+001, 1.8182219E+001, 2.0820423E+001, 3.4076160E+001, 5.1565716E+001, 5.4233149E+000, 5.3092805E+000, 3.5828627E+000, 2.9198936E+000, 2.6076964E+000, 2.2711084E+000, 2.5616901E+000, 3.4229061E+000, 4.3796458E+000, 4.8963206E+000, 8.5990002E+000, 1.7709870E+001, 8.3099804E+000, 2.8170614E+000, 3.4980000E+001, 1.1487834E+003, 1.0897957E-001, 4.8711219E-002, 9.5694507E-003, 7.0411107E-003, 1.1366913E-001, 9.5694507E-003
 1.4000000E+001,-4.7324750E-001,-4.0759485E-001,-3.2700462E-001,-2.5999155E-001,-2.1502271E-001,-1.8201109E-001,-1.5683640E-001,-1.3835620E-001,-1.1816103E-001,-1.0307905E-001,-8.3143795E-002,-4.4299898E-002, 2.1799317E-001, 2.2020423E-001, 1.9748554E-001, 1.8901861E-001, 1.9329494E-001, 2.1303485E-001, 2.3752662E-001, 2.6006015E-001, 2.9345160E-001, 3.2862272E-001, 5.1697018E-001, 1.1042116E+000, 7.1915381E+002, 5.3815742E+002, 4.2628561E+002, 3.7695755E+002, 3.5746546E+002, 3.5066036E+002, 3.5044504E+002, 3.5241312E+002, 3.5429687E+002, 3.5751665E+002, 3.7407992E+002, 3.8392362E+002, 3.9384997E+002, 4.0209030E+002, 2.0947497E-001, 1.4834403E-001, 1.3657798E-001, 1.3940671E-001, 1.4641016E-001, 1.5669837E-001, 1.7068907E-001, 1.8447683E-001, 1.9608211E-001, 2.0619425E-001, 2.7049315E-001, 4.5404375E-001, 3.5711886E-001, 3.6449550E-001, 3.4521985E-001, 3.2295709E-001, 3.1208475E-001, 3.0562420E-001, 3.0589901E-001, 3.2120078E-001, 3.4346665E-001, 3.6640569E-001, 4.8922317E-001, 8.0090330E-001, 1.2553023E+002, 1.5141108E+002, 1.1096343E+002, 8.2340351E+001, 6.8855812E+001, 6.4881703E+001, 6.8299923E+001, 7.4132058E+001, 7.7724491E+001, 8.0566206E+001, 9.6204912E+001, 1.0594686E+002, 1.0947351E+002, 9.8241280E+001, 5.9129970E-003, 9.0060282E-003, 1.3516496E-002, 1.3210305E-002, 1.3338095E-002, 1.3871851E-002, 1.4739061E-002, 1.7495550E-002, 2.2562127E-002, 2.6112744E-002, 5.4590002E-002, 1.9748040E-001, 1.3737904E+001, 3.6399360E+001, 2.5864620E+001, 1.7638292E+001, 1.3777832E+001, 1.2465211E+001, 1.3189633E+001, 1.5364178E+001, 1.8182219E+001, 2.0820423E+001, 3.4076160E+001, 5.1565716E+001, 5.4233149E+000, 5.3092805E+000, 3.5828627E+000, 2.9198936E+000, 2.6076964E+000, 2.2711084E+000, 2.5616901E+000, 3.4229061E+000, 4.3796458E+000, 4.8963206E+000, 8.5990002E+000, 1.7709870E+001, 8.3099804E+000, 2.8170614E+000, 3.7000000E+001, 1.1194810E+003, 1.1453239E-001, 4.6741422E-002, 7.9949244E-003, 5.2479337E-003, 1.0821973E-001, 7.9949244E-003
