s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.6760220E-005,-2.7878908E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6760248E-005, 0.0000000E+000, 0.0000000E+000
 2.0001719E+000, 1.6185829E+001,-2.9984270E+000,-8.3741073E+000,-4.7584360E-001, 5.8179696E-004, 0.0000000E+000, 0.0000000E+000, 4.3379761E+000, 4.3380326E+000, 9.8888804E-004, 9.8888804E-004
 4.0001950E+000, 2.0962612E+001,-3.9596356E+000,-1.6964856E+001,-4.5253299E-001, 1.1569422E-003, 0.0000000E+000, 0.0000000E+000,-3.7753285E-001,-4.1325573E-001, 9.9449080E-004, 9.9449080E-004
 6.0000191E+000, 2.1086014E+001,-4.2147959E+000,-1.6688780E+001,-4.7085625E-001, 1.5559846E-003, 0.0000000E+000, 0.0000000E+000,-1.9810720E-001,-2.8686260E-001, 9.9949195E-004, 9.9949195E-004
 8.0001764E+000, 2.1516444E+001,-4.1016892E+000,-1.6637720E+001,-4.9795471E-001, 2.0235468E-003, 0.0000000E+000, 0.0000000E+000, 3.4461797E-001, 2.8110383E-001, 1.0072950E-003, 1.0072950E-003
 1.0000653E+001, 2.0402531E+001,-4.0688939E+000,-1.6517558E+001,-4.6163064E-001, 2.1125553E-003, 0.0000000E+000, 0.0000000E+000,-5.9229190E-001,-6.4343912E-001, 1.0171695E-003, 1.0171695E-003
 1.2000559E+001, 2.2092786E+001,-4.5690127E+000,-1.6552088E+001,-5.0751519E-001, 2.6998122E-003, 0.0000000E+000, 0.0000000E+000, 4.9853769E-001, 4.6687038E-001, 1.0291780E-003, 1.0291780E-003
 1.4000161E+001, 2.1818304E+001,-4.4015749E+000,-1.6882115E+001,-5.0131740E-001, 2.9279856E-003, 0.0000000E+000, 0.0000000E+000, 9.0711453E-002, 3.6224662E-002, 1.0432646E-003, 1.0432646E-003
 1.6000164E+001, 2.2370122E+001,-4.5667997E+000,-1.6546622E+001,-4.5402909E-001, 2.7194405E-003, 0.0000000E+000, 0.0000000E+000, 8.4298469E-001, 8.0539123E-001, 1.0548167E-003, 1.0548167E-003
 1.8000359E+001, 2.1701672E+001,-4.4473884E+000,-1.7820616E+001,-4.5841419E-001, 2.7433679E-003, 0.0000000E+000, 0.0000000E+000,-9.2687851E-001,-1.0220034E+000, 1.0660736E-003, 1.0660736E-003
 2.0000263E+001, 2.1657113E+001,-4.3585053E+000,-1.7268946E+001,-4.1163869E-001, 2.5344982E-003, 0.0000000E+000, 0.0000000E+000,-2.9678277E-001,-3.7944316E-001, 1.0728456E-003, 1.0728456E-003
 2.2000042E+001, 2.3778319E+001,-4.8242572E+000,-1.7021187E+001,-4.3861210E-001, 2.9956410E-003, 0.0000000E+000, 0.0000000E+000, 1.5664456E+000, 1.4972591E+000, 1.0784345E-003, 1.0784345E-003
 2.4000345E+001, 2.2171626E+001,-4.4725788E+000,-1.7900978E+001,-4.4107522E-001, 3.0438543E-003, 0.0000000E+000, 0.0000000E+000,-5.7838453E-001,-6.3996209E-001, 1.0915815E-003, 1.0915815E-003
 2.6000334E+001, 2.3513239E+001,-4.9265073E+000,-1.7896849E+001,-3.6850689E-001, 2.3688676E-003, 0.0000000E+000, 0.0000000E+000, 3.5513510E-001, 3.2374487E-001, 1.0917091E-003, 1.0917091E-003
 2.8000454E+001, 2.3092205E+001,-4.7415183E+000,-1.8060565E+001,-4.6973439E-001, 3.4092801E-003, 0.0000000E+000, 0.0000000E+000,-1.3646241E-001,-1.7620364E-001, 1.1036002E-003, 1.1036002E-003
 3.0000645E+001, 2.2651488E+001,-4.3444258E+000,-1.8864394E+001,-4.4495302E-001, 3.4428553E-003, 0.0000000E+000, 0.0000000E+000,-9.0642294E-001,-9.9884218E-001, 1.1165402E-003, 1.1165402E-003
 3.2000443E+001, 2.3870329E+001,-4.7702326E+000,-1.7871534E+001,-4.4392856E-001, 3.4583441E-003, 0.0000000E+000, 0.0000000E+000, 8.4119302E-001, 7.8809232E-001, 1.1246987E-003, 1.1246987E-003
