s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 1.833E-01
 2.032E+00, 6.905E+02, 3.945E-01
 3.105E+00, 6.905E+02, 6.001E-01
 4.063E+00, 6.905E+02, 7.775E-01
 5.031E+00, 6.905E+02, 8.815E-01
 6.045E+00, 6.905E+02, 9.189E-01
 7.043E+00, 6.905E+02, 9.531E-01
 8.010E+00, 6.905E+02, 1.006E+00
 9.028E+00, 6.905E+02, 1.059E+00
 1.003E+01, 6.905E+02, 1.117E+00
 1.104E+01, 6.905E+02, 1.152E+00
 1.201E+01, 6.905E+02, 1.194E+00
 1.301E+01, 6.905E+02, 1.189E+00
 1.400E+01, 6.906E+02, 1.162E+00
 1.501E+01, 6.910E+02, 1.134E+00
 1.600E+01, 6.920E+02, 1.166E+00
 1.702E+01, 6.930E+02, 1.201E+00
 1.801E+01, 6.938E+02, 1.196E+00
 1.901E+01, 6.953E+02, 1.153E+00
 2.000E+01, 6.959E+02, 1.123E+00
 2.101E+01, 6.980E+02, 1.113E+00
 2.201E+01, 6.994E+02, 1.080E+00
 2.301E+01, 6.996E+02, 1.060E+00
 2.401E+01, 7.007E+02, 1.098E+00
 2.501E+01, 7.022E+02, 1.151E+00
 2.602E+01, 7.029E+02, 1.145E+00
 2.701E+01, 7.046E+02, 1.147E+00
 2.801E+01, 7.064E+02, 1.186E+00
 2.901E+01, 7.075E+02, 1.249E+00
 3.002E+01, 7.004E+02, 1.365E+00
 3.102E+01, 7.034E+02, 1.422E+00
 3.202E+01, 7.081E+02, 1.307E+00
 3.301E+01, 7.001E+02, 1.140E+00
 3.401E+01, 7.020E+02, 1.081E+00
 3.502E+01, 7.025E+02, 1.051E+00
 3.601E+01, 7.049E+02, 1.097E+00
 3.700E+01, 7.057E+02, 1.161E+00
 3.801E+01, 7.065E+02, 1.139E+00
 3.902E+01, 7.059E+02, 1.144E+00
 4.000E+01, 7.084E+02, 1.181E+00
 4.101E+01, 7.071E+02, 1.183E+00
 4.201E+01, 7.075E+02, 1.261E+00
 4.301E+01, 7.111E+02, 1.291E+00
 4.401E+01, 7.246E+02, 1.282E+00
 4.501E+01, 7.174E+02, 1.263E+00
