s,m,m/s
 4.602E+01, 7.126E+02, 2.244E+00
 4.705E+01, 7.137E+02, 2.393E+00
 4.805E+01, 7.045E+02, 2.397E+00
 4.903E+01, 7.054E+02, 1.918E+00
 5.001E+01, 7.056E+02, 1.652E+00
 5.104E+01, 7.111E+02, 1.533E+00
 5.205E+01, 7.191E+02, 1.557E+00
 5.306E+01, 7.185E+02, 1.639E+00
 5.403E+01, 7.185E+02, 1.814E+00
 5.506E+01, 7.189E+02, 1.922E+00
 5.601E+01, 7.137E+02, 1.946E+00
 5.706E+01, 7.055E+02, 1.953E+00
 5.804E+01, 7.055E+02, 2.027E+00
 5.905E+01, 7.070E+02, 1.872E+00
 6.000E+01, 7.081E+02, 1.674E+00
 6.104E+01, 7.196E+02, 1.682E+00
 6.204E+01, 7.219E+02, 1.792E+00
 6.301E+01, 7.272E+02, 1.973E+00
 6.406E+01, 7.306E+02, 2.195E+00
 6.502E+01, 7.316E+02, 2.331E+00
 6.607E+01, 7.325E+02, 2.232E+00
 6.704E+01, 7.331E+02, 2.001E+00
 6.807E+01, 7.342E+02, 1.960E+00
 6.904E+01, 7.441E+02, 2.154E+00
 7.010E+01, 7.467E+02, 2.131E+00
 7.106E+01, 7.351E+02, 2.105E+00
 7.208E+01, 7.252E+02, 2.066E+00
 7.304E+01, 7.128E+02, 1.939E+00
 7.410E+01, 7.065E+02, 2.033E+00
 7.505E+01, 7.063E+02, 2.077E+00
 7.600E+01, 7.065E+02, 2.069E+00
 7.706E+01, 7.050E+02, 2.122E+00
 7.802E+01, 7.035E+02, 2.109E+00
 7.907E+01, 7.035E+02, 2.079E+00
 8.000E+01, 7.035E+02, 1.953E+00
 8.105E+01, 7.055E+02, 1.827E+00
 8.205E+01, 7.055E+02, 1.802E+00
 8.303E+01, 7.049E+02, 1.796E+00
 8.402E+01, 7.035E+02, 1.860E+00
 8.500E+01, 7.035E+02, 2.017E+00
 8.613E+01, 7.962E+02, 2.010E+00
 8.712E+01, 7.169E+02, 1.902E+00
 8.811E+01, 7.035E+02, 1.851E+00
 8.910E+01, 7.035E+02, 1.789E+00
 9.009E+01, 8.026E+02, 1.781E+00
 9.112E+01, 8.025E+02, 1.852E+00
 9.206E+01, 8.028E+02, 1.953E+00
 9.309E+01, 8.037E+02, 1.938E+00
 9.411E+01, 8.035E+02, 1.894E+00
 9.514E+01, 8.045E+02, 1.944E+00
 9.616E+01, 7.370E+02, 1.920E+00
 9.701E+01, 7.365E+02, 1.779E+00
 9.804E+01, 7.365E+02, 1.764E+00
 9.906E+01, 7.282E+02, 1.855E+00
 1.001E+02, 7.265E+02, 1.835E+00
 1.011E+02, 7.265E+02, 1.814E+00
 1.021E+02, 7.265E+02, 1.890E+00
 1.032E+02, 7.265E+02, 1.972E+00
 1.040E+02, 7.265E+02, 1.872E+00
 1.050E+02, 7.265E+02, 1.736E+00
 1.061E+02, 7.265E+02, 1.799E+00
 1.071E+02, 7.265E+02, 1.893E+00
 1.082E+02, 7.265E+02, 1.908E+00
 1.092E+02, 7.267E+02, 1.941E+00
 1.100E+02, 7.275E+02, 1.965E+00
 1.110E+02, 7.275E+02, 1.903E+00
 1.120E+02, 7.275E+02, 1.853E+00
 1.130E+02, 7.275E+02, 1.900E+00
 1.140E+02, 7.275E+02, 2.047E+00
 1.150E+02, 7.275E+02, 2.122E+00
 1.161E+02, 7.275E+02, 2.068E+00
 1.170E+02, 7.275E+02, 2.061E+00
 1.181E+02, 7.275E+02, 2.103E+00
 1.191E+02, 7.275E+02, 1.984E+00
 1.201E+02, 7.275E+02, 1.918E+00
 1.210E+02, 7.285E+02, 2.084E+00
 1.221E+02, 7.285E+02, 2.192E+00
 1.231E+02, 7.285E+02, 2.130E+00
 1.240E+02, 7.296E+02, 2.170E+00
 1.251E+02, 7.325E+02, 2.075E+00
 1.260E+02, 7.325E+02, 1.870E+00
 1.270E+02, 7.325E+02, 1.782E+00
 1.280E+02, 7.325E+02, 1.782E+00
 1.291E+02, 7.325E+02, 1.868E+00
 1.300E+02, 7.325E+02, 1.925E+00
 1.310E+02, 7.328E+02, 1.984E+00
 1.320E+02, 7.353E+02, 1.939E+00
 1.330E+02, 7.395E+02, 1.818E+00
 1.341E+02, 7.390E+02, 1.777E+00
 1.351E+02, 7.399E+02, 1.753E+00
 1.360E+02, 7.415E+02, 1.696E+00
 1.370E+02, 7.415E+02, 1.830E+00
 1.381E+02, 7.415E+02, 2.081E+00
 1.391E+02, 7.415E+02, 2.115E+00
 1.401E+02, 7.415E+02, 2.070E+00
 1.411E+02, 7.415E+02, 1.972E+00
 1.420E+02, 7.415E+02, 1.859E+00
 1.431E+02, 7.415E+02, 1.935E+00
 1.441E+02, 7.415E+02, 2.030E+00
 1.450E+02, 7.415E+02, 2.063E+00
 1.461E+02, 8.859E+02, 1.989E+00
 1.471E+02, 9.083E+02, 1.783E+00
 1.481E+02, 9.092E+02, 1.716E+00
 1.491E+02, 9.101E+02, 1.845E+00
 1.501E+02, 9.114E+02, 2.124E+00
 1.510E+02, 9.128E+02, 2.199E+00
 1.521E+02, 9.141E+02, 2.043E+00
 1.531E+02, 9.153E+02, 1.993E+00
 1.540E+02, 9.135E+02, 1.902E+00
 1.551E+02, 9.128E+02, 1.722E+00
 1.561E+02, 9.115E+02, 1.510E+00
 1.570E+02, 8.705E+02, 1.500E+00
 1.580E+02, 7.885E+02, 1.758E+00
 1.591E+02, 7.885E+02, 1.992E+00
 1.601E+02, 7.885E+02, 2.119E+00
 1.611E+02, 7.893E+02, 2.067E+00
 1.620E+02, 7.895E+02, 1.999E+00
 1.631E+02, 7.895E+02, 1.905E+00
 1.640E+02, 7.895E+02, 1.758E+00
 1.652E+02, 7.895E+02, 1.757E+00
 1.661E+02, 7.895E+02, 1.890E+00
 1.671E+02, 7.895E+02, 1.955E+00
 1.680E+02, 7.895E+02, 2.107E+00
 1.691E+02, 7.885E+02, 2.099E+00
 1.701E+02, 7.885E+02, 2.018E+00
 1.710E+02, 7.885E+02, 1.745E+00
 1.721E+02, 7.885E+02, 1.514E+00
 1.731E+02, 7.885E+02, 1.556E+00
 1.740E+02, 7.885E+02, 1.702E+00
 1.752E+02, 7.885E+02, 1.767E+00
 1.761E+02, 7.885E+02, 1.842E+00
 1.770E+02, 7.885E+02, 2.073E+00
 1.780E+02, 7.885E+02, 2.149E+00
 1.791E+02, 7.885E+02, 1.818E+00
 1.802E+02, 7.885E+02, 1.732E+00
 1.811E+02, 7.885E+02, 1.693E+00
 1.822E+02, 7.885E+02, 1.780E+00
 1.831E+02, 7.885E+02, 2.059E+00
 1.840E+02, 7.885E+02, 2.122E+00
 1.851E+02, 7.885E+02, 2.001E+00
 1.860E+02, 7.885E+02, 1.795E+00
 1.872E+02, 7.885E+02, 1.761E+00
 1.881E+02, 7.885E+02, 1.840E+00
 1.891E+02, 7.885E+02, 1.920E+00
 1.901E+02, 7.885E+02, 1.971E+00
 1.911E+02, 7.877E+02, 1.846E+00
 1.922E+02, 7.875E+02, 1.824E+00
 1.930E+02, 7.875E+02, 1.841E+00
 1.941E+02, 7.875E+02, 1.836E+00
 1.951E+02, 7.875E+02, 1.863E+00
 1.961E+02, 7.875E+02, 1.893E+00
 1.971E+02, 7.875E+02, 1.939E+00
 1.981E+02, 7.875E+02, 1.896E+00
 1.991E+02, 7.975E+02, 1.801E+00
 2.000E+02, 7.975E+02, 1.856E+00
 2.010E+02, 7.983E+02, 2.008E+00
 2.020E+02, 7.977E+02, 2.001E+00
 2.031E+02, 7.975E+02, 1.948E+00
 2.041E+02, 7.975E+02, 2.033E+00
 2.052E+02, 7.975E+02, 2.109E+00
 2.060E+02, 7.975E+02, 1.997E+00
 2.071E+02, 7.975E+02, 1.855E+00
 2.081E+02, 7.975E+02, 1.817E+00
 2.092E+02, 7.975E+02, 1.828E+00
 2.101E+02, 7.982E+02, 1.744E+00
 2.112E+02, 8.005E+02, 1.697E+00
 2.121E+02, 8.005E+02, 1.665E+00
 2.132E+02, 8.005E+02, 1.819E+00
 2.140E+02, 8.005E+02, 2.085E+00
 2.151E+02, 8.005E+02, 2.128E+00
 2.162E+02, 8.005E+02, 2.010E+00
 2.170E+02, 8.005E+02, 1.844E+00
 2.181E+02, 8.005E+02, 1.883E+00
 2.191E+02, 8.011E+02, 2.031E+00
 2.202E+02, 8.015E+02, 2.152E+00
 2.210E+02, 8.015E+02, 2.134E+00
 2.220E+02, 8.015E+02, 1.964E+00
 2.231E+02, 8.015E+02, 1.859E+00
 2.241E+02, 8.015E+02, 1.865E+00
 2.252E+02, 8.015E+02, 1.954E+00
 2.261E+02, 8.015E+02, 1.962E+00
 2.270E+02, 8.015E+02, 1.968E+00
 2.281E+02, 8.015E+02, 1.885E+00
 2.290E+02, 8.015E+02, 1.933E+00
 2.302E+02, 8.015E+02, 1.916E+00
 2.311E+02, 8.023E+02, 1.869E+00
 2.322E+02, 8.025E+02, 1.811E+00
 2.331E+02, 8.025E+02, 1.890E+00
 2.340E+02, 8.025E+02, 2.035E+00
 2.351E+02, 8.025E+02, 2.151E+00
 2.360E+02, 7.917E+02, 2.085E+00
 2.371E+02, 7.889E+02, 1.909E+00
 2.381E+02, 7.900E+02, 1.826E+00
 2.390E+02, 7.905E+02, 1.730E+00
 2.401E+02, 7.905E+02, 1.684E+00
 2.411E+02, 7.905E+02, 1.795E+00
 2.421E+02, 7.905E+02, 1.945E+00
 2.431E+02, 7.913E+02, 2.050E+00
 2.440E+02, 7.915E+02, 1.955E+00
 2.450E+02, 7.915E+02, 1.923E+00
 2.461E+02, 7.929E+02, 1.983E+00
 2.471E+02, 7.935E+02, 1.956E+00
 2.481E+02, 7.950E+02, 2.048E+00
 2.491E+02, 8.025E+02, 2.203E+00
 2.500E+02, 8.025E+02, 2.122E+00
 2.510E+02, 8.025E+02, 1.896E+00
 2.521E+02, 8.025E+02, 1.801E+00
 2.531E+02, 8.025E+02, 1.859E+00
 2.541E+02, 8.060E+02, 2.046E+00
 2.551E+02, 8.095E+02, 2.068E+00
 2.560E+02, 8.108E+02, 1.876E+00
 2.572E+02, 8.115E+02, 1.784E+00
 2.581E+02, 8.115E+02, 2.067E+00
 2.591E+02, 8.115E+02, 2.078E+00
 2.601E+02, 8.115E+02, 2.150E+00
 2.610E+02, 8.132E+02, 1.886E+00
 2.620E+02, 8.135E+02, 1.674E+00
 2.631E+02, 8.135E+02, 1.647E+00
 2.641E+02, 8.135E+02, 1.748E+00
 2.650E+02, 8.135E+02, 2.057E+00
 2.660E+02, 8.135E+02, 2.342E+00
 2.670E+02, 8.135E+02, 2.232E+00
 2.681E+02, 8.135E+02, 2.034E+00
 2.692E+02, 8.135E+02, 1.744E+00
 2.700E+02, 8.135E+02, 1.734E+00
 2.711E+02, 8.135E+02, 1.998E+00
 2.721E+02, 8.135E+02, 2.115E+00
 2.730E+02, 8.135E+02, 1.842E+00
 2.742E+02, 8.135E+02, 1.723E+00
 2.752E+02, 8.131E+02, 1.751E+00
 2.760E+02, 8.125E+02, 1.949E+00
 2.771E+02, 8.125E+02, 2.098E+00
 2.781E+02, 8.125E+02, 2.035E+00
 2.791E+02, 8.125E+02, 2.066E+00
 2.801E+02, 8.125E+02, 2.245E+00
 2.812E+02, 8.125E+02, 2.136E+00
 2.820E+02, 8.125E+02, 2.106E+00
 2.832E+02, 8.125E+02, 2.112E+00
 2.842E+02, 8.125E+02, 1.874E+00
 2.850E+02, 8.125E+02, 1.752E+00
 2.861E+02, 8.125E+02, 1.774E+00
 2.871E+02, 8.053E+02, 1.767E+00
 2.882E+02, 8.005E+02, 1.769E+00
 2.890E+02, 8.005E+02, 1.718E+00
 2.901E+02, 8.005E+02, 1.574E+00
 2.912E+02, 8.005E+02, 1.652E+00
 2.920E+02, 8.005E+02, 1.878E+00
 2.931E+02, 8.005E+02, 1.934E+00
 2.941E+02, 8.005E+02, 1.828E+00
 2.952E+02, 8.005E+02, 1.815E+00
 2.960E+02, 8.005E+02, 1.878E+00
 2.971E+02, 8.005E+02, 1.927E+00
 2.981E+02, 8.005E+02, 1.919E+00
 2.991E+02, 8.005E+02, 1.924E+00
 3.000E+02, 8.005E+02, 1.927E+00
 3.011E+02, 8.005E+02, 1.833E+00
 3.022E+02, 8.005E+02, 1.716E+00
 3.032E+02, 8.005E+02, 1.644E+00
 3.040E+02, 8.005E+02, 1.701E+00
 3.050E+02, 8.005E+02, 1.832E+00
 3.061E+02, 8.085E+02, 1.908E+00
 3.071E+02, 8.205E+02, 1.955E+00
 3.081E+02, 8.205E+02, 1.843E+00
 3.091E+02, 8.205E+02, 1.757E+00
 3.102E+02, 8.149E+02, 1.767E+00
 3.112E+02, 8.215E+02, 1.973E+00
 3.120E+02, 8.215E+02, 2.208E+00
 3.130E+02, 8.215E+02, 2.124E+00
 3.142E+02, 8.215E+02, 2.020E+00
 3.152E+02, 8.215E+02, 2.159E+00
 3.162E+02, 8.151E+02, 2.293E+00
 3.170E+02, 8.135E+02, 2.149E+00
 3.180E+02, 8.135E+02, 2.184E+00
 3.190E+02, 8.207E+02, 2.189E+00
 3.200E+02, 8.225E+02, 1.973E+00
 3.211E+02, 8.225E+02, 1.876E+00
 3.221E+02, 8.225E+02, 2.211E+00
 3.231E+02, 8.225E+02, 2.243E+00
 3.241E+02, 8.225E+02, 2.183E+00
 3.251E+02, 8.225E+02, 2.140E+00
 3.260E+02, 8.225E+02, 1.910E+00
 3.271E+02, 8.225E+02, 1.785E+00
 3.281E+02, 8.225E+02, 1.816E+00
 3.292E+02, 8.232E+02, 1.963E+00
 3.301E+02, 8.235E+02, 2.127E+00
 3.312E+02, 8.235E+02, 2.026E+00
 3.321E+02, 8.235E+02, 1.936E+00
 3.330E+02, 8.235E+02, 1.903E+00
 3.341E+02, 8.235E+02, 1.910E+00
 3.350E+02, 8.235E+02, 2.028E+00
 3.361E+02, 8.365E+02, 2.126E+00
 3.370E+02, 9.029E+02, 2.048E+00
 3.381E+02, 9.037E+02, 1.928E+00
 3.390E+02, 9.059E+02, 1.756E+00
 3.401E+02, 9.070E+02, 1.589E+00
 3.411E+02, 9.075E+02, 1.631E+00
 3.422E+02, 9.085E+02, 1.751E+00
 3.431E+02, 9.085E+02, 1.978E+00
 3.442E+02, 9.098E+02, 2.142E+00
 3.451E+02, 9.095E+02, 2.111E+00
 3.461E+02, 9.100E+02, 1.979E+00
 3.471E+02, 9.112E+02, 1.870E+00
 3.480E+02, 9.125E+02, 2.032E+00
 3.491E+02, 9.135E+02, 2.249E+00
 3.501E+02, 9.143E+02, 2.133E+00
 3.511E+02, 9.158E+02, 1.869E+00
 3.520E+02, 9.163E+02, 1.832E+00
 3.530E+02, 9.182E+02, 1.884E+00
 3.541E+02, 9.194E+02, 1.980E+00
 3.551E+02, 9.207E+02, 2.039E+00
 3.561E+02, 9.218E+02, 1.932E+00
 3.570E+02, 9.228E+02, 1.778E+00
 3.580E+02, 9.240E+02, 1.730E+00
 3.591E+02, 9.252E+02, 1.763E+00
 3.601E+02, 9.263E+02, 1.861E+00
 3.611E+02, 9.315E+02, 2.046E+00
 3.620E+02, 9.335E+02, 2.036E+00
 3.631E+02, 9.344E+02, 1.986E+00
 3.640E+02, 9.336E+02, 2.023E+00
 3.651E+02, 9.347E+02, 1.916E+00
 3.661E+02, 9.355E+02, 1.886E+00
 3.671E+02, 9.365E+02, 1.995E+00
 3.681E+02, 9.373E+02, 2.057E+00
 3.691E+02, 9.380E+02, 2.068E+00
