s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 1.837E-01
 2.012E+00, 6.905E+02, 4.086E-01
 3.130E+00, 6.905E+02, 6.749E-01
 4.025E+00, 6.905E+02, 9.726E-01
 5.074E+00, 6.905E+02, 1.231E+00
 6.057E+00, 6.905E+02, 1.445E+00
 7.042E+00, 6.905E+02, 1.605E+00
 8.033E+00, 6.905E+02, 1.793E+00
 9.029E+00, 6.905E+02, 2.039E+00
 1.003E+01, 6.905E+02, 2.247E+00
 1.102E+01, 6.905E+02, 2.292E+00
 1.206E+01, 6.905E+02, 2.281E+00
 1.304E+01, 6.905E+02, 2.276E+00
 1.402E+01, 6.905E+02, 2.249E+00
 1.500E+01, 6.905E+02, 2.222E+00
 1.606E+01, 6.911E+02, 2.242E+00
 1.704E+01, 6.905E+02, 2.258E+00
 1.805E+01, 6.912E+02, 2.209E+00
 1.900E+01, 6.905E+02, 2.161E+00
 2.005E+01, 6.906E+02, 2.171E+00
 2.107E+01, 6.905E+02, 2.227E+00
 2.205E+01, 6.905E+02, 2.279E+00
 2.303E+01, 6.905E+02, 2.256E+00
 2.407E+01, 6.905E+02, 2.173E+00
 2.500E+01, 6.909E+02, 2.170E+00
 2.601E+01, 6.921E+02, 2.289E+00
 2.706E+01, 6.905E+02, 2.267E+00
 2.802E+01, 6.905E+02, 2.123E+00
 2.902E+01, 6.905E+02, 2.131E+00
 3.006E+01, 6.921E+02, 2.262E+00
 3.105E+01, 6.922E+02, 2.254E+00
 3.206E+01, 6.905E+02, 2.254E+00
 3.307E+01, 6.908E+02, 2.323E+00
 3.401E+01, 6.936E+02, 2.302E+00
 3.507E+01, 6.926E+02, 2.218E+00
 3.600E+01, 6.909E+02, 2.072E+00
 3.706E+01, 6.905E+02, 2.159E+00
 3.802E+01, 6.905E+02, 2.255E+00
 3.905E+01, 6.919E+02, 2.173E+00
 4.002E+01, 6.905E+02, 2.094E+00
 4.101E+01, 6.905E+02, 1.943E+00
 4.207E+01, 6.905E+02, 1.910E+00
 4.305E+01, 6.905E+02, 2.124E+00
 4.404E+01, 6.905E+02, 2.184E+00
 4.501E+01, 6.905E+02, 2.099E+00
