s,m,m/s
 4.602E+01, 7.089E+02, 1.454E+01
 4.701E+01, 7.106E+02, 1.464E+01
 4.800E+01, 7.124E+02, 1.465E+01
 4.900E+01, 7.127E+02, 1.467E+01
 5.002E+01, 7.123E+02, 1.469E+01
 5.100E+01, 7.133E+02, 1.466E+01
 5.202E+01, 7.138E+02, 1.465E+01
 5.301E+01, 7.151E+02, 1.458E+01
 5.403E+01, 7.125E+02, 1.455E+01
 5.501E+01, 7.158E+02, 1.463E+01
 5.601E+01, 7.129E+02, 1.464E+01
 5.702E+01, 7.179E+02, 1.459E+01
 5.800E+01, 7.183E+02, 1.466E+01
 5.901E+01, 7.210E+02, 1.467E+01
 6.000E+01, 7.202E+02, 1.460E+01
 6.102E+01, 7.195E+02, 1.462E+01
 6.202E+01, 7.189E+02, 1.463E+01
 6.302E+01, 7.229E+02, 1.457E+01
 6.401E+01, 7.224E+02, 1.460E+01
 6.501E+01, 7.268E+02, 1.467E+01
 6.602E+01, 7.278E+02, 1.466E+01
 6.701E+01, 7.361E+02, 1.463E+01
 6.802E+01, 7.393E+02, 1.462E+01
 6.902E+01, 7.424E+02, 1.463E+01
 7.001E+01, 7.425E+02, 1.462E+01
 7.102E+01, 7.424E+02, 1.460E+01
 7.200E+01, 7.411E+02, 1.462E+01
 7.301E+01, 7.424E+02, 1.464E+01
 7.401E+01, 7.435E+02, 1.466E+01
 7.501E+01, 7.435E+02, 1.465E+01
 7.600E+01, 7.435E+02, 1.464E+01
 7.702E+01, 7.439E+02, 1.463E+01
 7.801E+01, 7.437E+02, 1.462E+01
 7.901E+01, 7.433E+02, 1.462E+01
 8.002E+01, 7.439E+02, 1.463E+01
 8.102E+01, 7.447E+02, 1.464E+01
 8.200E+01, 7.454E+02, 1.466E+01
 8.301E+01, 7.458E+02, 1.465E+01
 8.401E+01, 7.451E+02, 1.463E+01
 8.502E+01, 7.461E+02, 1.463E+01
 8.601E+01, 7.465E+02, 1.464E+01
 8.700E+01, 7.472E+02, 1.462E+01
 8.801E+01, 7.474E+02, 1.464E+01
 8.902E+01, 7.541E+02, 1.465E+01
 9.002E+01, 7.612E+02, 1.464E+01
 9.100E+01, 7.590E+02, 1.464E+01
 9.200E+01, 7.596E+02, 1.464E+01
 9.300E+01, 7.660E+02, 1.463E+01
 9.400E+01, 7.578E+02, 1.464E+01
 9.500E+01, 7.582E+02, 1.464E+01
 9.601E+01, 7.572E+02, 1.464E+01
 9.700E+01, 7.640E+02, 1.465E+01
 9.801E+01, 7.657E+02, 1.463E+01
 9.900E+01, 7.654E+02, 1.462E+01
 1.000E+02, 7.666E+02, 1.465E+01
 1.010E+02, 7.684E+02, 1.464E+01
 1.020E+02, 7.725E+02, 1.464E+01
 1.030E+02, 7.804E+02, 1.463E+01
 1.040E+02, 7.808E+02, 1.464E+01
 1.050E+02, 7.827E+02, 1.464E+01
 1.060E+02, 7.823E+02, 1.463E+01
 1.070E+02, 7.867E+02, 1.463E+01
 1.080E+02, 7.846E+02, 1.464E+01
 1.090E+02, 7.851E+02, 1.464E+01
 1.100E+02, 7.854E+02, 1.463E+01
 1.110E+02, 7.873E+02, 1.464E+01
 1.120E+02, 7.830E+02, 1.464E+01
 1.130E+02, 7.856E+02, 1.464E+01
 1.140E+02, 7.853E+02, 1.464E+01
 1.150E+02, 7.910E+02, 1.464E+01
 1.160E+02, 7.877E+02, 1.463E+01
 1.170E+02, 7.868E+02, 1.463E+01
 1.180E+02, 7.905E+02, 1.463E+01
 1.190E+02, 7.919E+02, 1.464E+01
 1.200E+02, 7.974E+02, 1.463E+01
 1.210E+02, 7.952E+02, 1.464E+01
 1.220E+02, 7.964E+02, 1.465E+01
 1.230E+02, 7.991E+02, 1.463E+01
 1.240E+02, 7.981E+02, 1.463E+01
 1.250E+02, 7.998E+02, 1.464E+01
 1.260E+02, 8.014E+02, 1.464E+01
 1.270E+02, 8.039E+02, 1.464E+01
 1.280E+02, 8.052E+02, 1.463E+01
 1.290E+02, 8.088E+02, 1.464E+01
 1.300E+02, 8.075E+02, 1.465E+01
 1.310E+02, 8.042E+02, 1.463E+01
 1.320E+02, 8.073E+02, 1.463E+01
 1.330E+02, 8.119E+02, 1.465E+01
 1.340E+02, 8.119E+02, 1.464E+01
 1.350E+02, 8.126E+02, 1.463E+01
 1.360E+02, 8.125E+02, 1.463E+01
 1.370E+02, 8.116E+02, 1.463E+01
 1.380E+02, 8.148E+02, 1.463E+01
 1.390E+02, 8.190E+02, 1.463E+01
 1.400E+02, 8.185E+02, 1.463E+01
 1.410E+02, 8.235E+02, 1.464E+01
 1.420E+02, 8.229E+02, 1.464E+01
 1.430E+02, 8.200E+02, 1.464E+01
 1.440E+02, 8.166E+02, 1.462E+01
 1.450E+02, 8.210E+02, 1.464E+01
 1.460E+02, 8.246E+02, 1.464E+01
 1.470E+02, 8.211E+02, 1.463E+01
 1.480E+02, 8.227E+02, 1.463E+01
 1.490E+02, 8.298E+02, 1.464E+01
 1.500E+02, 8.328E+02, 1.464E+01
 1.510E+02, 8.325E+02, 1.463E+01
 1.520E+02, 8.295E+02, 1.464E+01
 1.530E+02, 8.269E+02, 1.463E+01
 1.540E+02, 8.273E+02, 1.465E+01
 1.550E+02, 8.294E+02, 1.464E+01
 1.560E+02, 8.296E+02, 1.463E+01
 1.570E+02, 8.367E+02, 1.465E+01
 1.580E+02, 8.361E+02, 1.465E+01
 1.590E+02, 8.409E+02, 1.463E+01
 1.600E+02, 8.315E+02, 1.463E+01
 1.610E+02, 8.397E+02, 1.464E+01
 1.620E+02, 8.462E+02, 1.464E+01
 1.630E+02, 8.498E+02, 1.463E+01
 1.640E+02, 8.572E+02, 1.463E+01
 1.650E+02, 8.547E+02, 1.464E+01
 1.660E+02, 8.469E+02, 1.464E+01
 1.670E+02, 8.476E+02, 1.463E+01
 1.680E+02, 8.479E+02, 1.463E+01
 1.690E+02, 8.516E+02, 1.464E+01
 1.700E+02, 8.623E+02, 1.464E+01
 1.710E+02, 8.592E+02, 1.463E+01
 1.720E+02, 8.622E+02, 1.463E+01
 1.730E+02, 8.646E+02, 1.464E+01
 1.740E+02, 8.565E+02, 1.464E+01
 1.750E+02, 8.721E+02, 1.463E+01
 1.760E+02, 8.700E+02, 1.464E+01
 1.770E+02, 8.659E+02, 1.464E+01
 1.780E+02, 8.672E+02, 1.463E+01
 1.790E+02, 8.720E+02, 1.464E+01
 1.800E+02, 8.823E+02, 1.463E+01
 1.810E+02, 8.848E+02, 1.465E+01
 1.820E+02, 8.865E+02, 1.464E+01
 1.830E+02, 8.740E+02, 1.462E+01
 1.840E+02, 8.816E+02, 1.465E+01
 1.850E+02, 8.843E+02, 1.464E+01
 1.860E+02, 8.884E+02, 1.462E+01
 1.870E+02, 8.857E+02, 1.464E+01
 1.880E+02, 8.878E+02, 1.465E+01
 1.890E+02, 8.883E+02, 1.463E+01
 1.900E+02, 8.893E+02, 1.463E+01
 1.910E+02, 8.932E+02, 1.464E+01
 1.920E+02, 8.940E+02, 1.463E+01
 1.930E+02, 8.943E+02, 1.463E+01
 1.940E+02, 8.926E+02, 1.464E+01
 1.950E+02, 8.926E+02, 1.464E+01
 1.960E+02, 8.978E+02, 1.464E+01
 1.970E+02, 9.166E+02, 1.463E+01
 1.980E+02, 9.290E+02, 1.464E+01
 1.990E+02, 9.267E+02, 1.464E+01
 2.000E+02, 9.118E+02, 1.463E+01
 2.010E+02, 9.297E+02, 1.464E+01
 2.020E+02, 9.386E+02, 1.464E+01
