s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.297E+02, 2.935E-01
 2.032E+00, 6.905E+02, 6.630E-01
 3.100E+00, 6.905E+02, 1.037E+00
 4.037E+00, 6.905E+02, 1.398E+00
 5.001E+00, 6.905E+02, 1.738E+00
 6.013E+00, 6.905E+02, 2.113E+00
 7.043E+00, 6.905E+02, 2.511E+00
 8.029E+00, 6.905E+02, 2.865E+00
 9.039E+00, 6.909E+02, 3.121E+00
 1.002E+01, 6.907E+02, 3.406E+00
 1.100E+01, 6.905E+02, 3.682E+00
 1.203E+01, 6.906E+02, 3.952E+00
 1.302E+01, 6.909E+02, 3.719E+00
 1.401E+01, 6.913E+02, 3.549E+00
 1.500E+01, 6.923E+02, 3.888E+00
 1.602E+01, 6.950E+02, 4.229E+00
 1.701E+01, 6.979E+02, 3.904E+00
 1.802E+01, 7.011E+02, 3.827E+00
 1.900E+01, 7.049E+02, 3.183E+00
 2.000E+01, 7.064E+02, 3.330E+00
 2.100E+01, 7.069E+02, 3.917E+00
 2.202E+01, 7.037E+02, 4.085E+00
 2.302E+01, 7.051E+02, 4.220E+00
 2.400E+01, 7.142E+02, 3.912E+00
 2.501E+01, 7.166E+02, 3.500E+00
 2.601E+01, 7.131E+02, 3.994E+00
 2.701E+01, 7.130E+02, 4.031E+00
 2.802E+01, 7.170E+02, 3.464E+00
 2.901E+01, 7.254E+02, 3.492E+00
 3.002E+01, 7.251E+02, 3.707E+00
 3.101E+01, 7.269E+02, 3.777E+00
 3.200E+01, 7.334E+02, 4.202E+00
 3.301E+01, 7.346E+02, 3.746E+00
 3.400E+01, 7.361E+02, 3.453E+00
 3.502E+01, 7.386E+02, 3.031E+00
 3.600E+01, 7.407E+02, 2.829E+00
 3.702E+01, 7.436E+02, 2.988E+00
 3.801E+01, 7.443E+02, 2.614E+00
 3.902E+01, 7.455E+02, 2.662E+00
 4.001E+01, 7.455E+02, 3.618E+00
 4.102E+01, 7.483E+02, 3.964E+00
 4.201E+01, 7.493E+02, 4.398E+00
 4.301E+01, 7.502E+02, 4.396E+00
 4.402E+01, 7.509E+02, 3.708E+00
 4.500E+01, 7.522E+02, 3.826E+00
