s,m
Time,"x"
 0.000E+00, 6.905E+02
 1.118E+00, 8.745E+02
 2.012E+00, 6.905E+02
 3.083E+00, 6.905E+02
 4.060E+00, 6.905E+02
 5.063E+00, 6.905E+02
 6.011E+00, 6.905E+02
 7.011E+00, 6.905E+02
 8.066E+00, 6.930E+02
 9.050E+00, 6.926E+02
 1.005E+01, 6.905E+02
 1.103E+01, 6.905E+02
 1.201E+01, 6.905E+02
 1.303E+01, 6.905E+02
 1.401E+01, 6.905E+02
 1.500E+01, 6.905E+02
 1.603E+01, 6.906E+02
 1.702E+01, 6.909E+02
 1.803E+01, 6.908E+02
 1.901E+01, 6.905E+02
 2.003E+01, 6.906E+02
 2.102E+01, 6.914E+02
 2.201E+01, 6.921E+02
 2.301E+01, 6.921E+02
 2.402E+01, 6.939E+02
 2.501E+01, 6.938E+02
 2.602E+01, 6.943E+02
 2.701E+01, 6.944E+02
 2.803E+01, 6.943E+02
 2.903E+01, 6.956E+02
 3.002E+01, 6.978E+02
 3.103E+01, 6.982E+02
 3.200E+01, 6.979E+02
 3.301E+01, 6.988E+02
 3.402E+01, 6.945E+02
 3.502E+01, 6.949E+02
 3.601E+01, 7.028E+02
 3.700E+01, 7.080E+02
 3.802E+01, 7.078E+02
 3.901E+01, 7.091E+02
 4.002E+01, 7.066E+02
 4.101E+01, 7.020E+02
 4.202E+01, 7.052E+02
 4.301E+01, 7.100E+02
 4.400E+01, 7.154E+02
 4.500E+01, 7.175E+02
 4.601E+01, 7.177E+02
 4.702E+01, 7.143E+02
 4.802E+01, 7.134E+02
 4.900E+01, 7.165E+02
 5.002E+01, 7.207E+02
 5.100E+01, 7.239E+02
 5.202E+01, 7.231E+02
 5.301E+01, 7.229E+02
 5.401E+01, 7.241E+02
 5.502E+01, 7.278E+02
 5.600E+01, 7.270E+02
 5.701E+01, 7.249E+02
 5.800E+01, 7.263E+02
 5.902E+01, 7.331E+02
 6.002E+01, 7.369E+02
 6.102E+01, 7.396E+02
 6.202E+01, 7.397E+02
 6.302E+01, 7.402E+02
 6.401E+01, 7.369E+02
 6.502E+01, 7.367E+02
 6.602E+01, 7.386E+02
 6.700E+01, 7.410E+02
 6.802E+01, 7.340E+02
 6.902E+01, 7.391E+02
 7.000E+01, 7.412E+02
 7.102E+01, 7.415E+02
 7.200E+01, 7.402E+02
 7.300E+01, 7.391E+02
 7.401E+01, 7.427E+02
 7.500E+01, 7.483E+02
 7.601E+01, 7.467E+02
 7.701E+01, 7.462E+02
 7.802E+01, 7.528E+02
 7.900E+01, 7.534E+02
 8.003E+01, 7.547E+02
 8.102E+01, 7.531E+02
 8.200E+01, 7.521E+02
 8.302E+01, 7.543E+02
 8.402E+01, 7.546E+02
 8.502E+01, 7.538E+02
 8.602E+01, 7.554E+02
 8.700E+01, 7.560E+02
 8.802E+01, 7.557E+02
 8.900E+01, 7.622E+02
 9.002E+01, 7.611E+02
 9.101E+01, 7.574E+02
 9.202E+01, 7.662E+02
 9.301E+01, 7.594E+02
 9.400E+01, 7.653E+02
 9.501E+01, 7.704E+02
 9.601E+01, 7.704E+02
 9.702E+01, 7.722E+02
 9.801E+01, 7.736E+02
 9.902E+01, 7.757E+02
 1.000E+02, 7.783E+02
 1.010E+02, 7.770E+02
 1.020E+02, 7.752E+02
 1.030E+02, 7.786E+02
 1.040E+02, 7.832E+02
 1.050E+02, 7.846E+02
 1.060E+02, 7.833E+02
 1.070E+02, 7.831E+02
 1.080E+02, 7.824E+02
 1.090E+02, 7.828E+02
 1.100E+02, 7.843E+02
 1.110E+02, 7.871E+02
 1.120E+02, 7.862E+02
 1.130E+02, 7.898E+02
 1.140E+02, 7.929E+02
 1.150E+02, 7.882E+02
 1.160E+02, 7.869E+02
 1.170E+02, 7.883E+02
 1.180E+02, 7.959E+02
 1.190E+02, 7.945E+02
 1.200E+02, 7.920E+02
 1.210E+02, 7.917E+02
 1.220E+02, 7.950E+02
 1.230E+02, 7.958E+02
 1.240E+02, 7.941E+02
 1.250E+02, 7.988E+02
 1.260E+02, 8.047E+02
 1.270E+02, 8.037E+02
 1.280E+02, 8.046E+02
 1.290E+02, 8.056E+02
 1.300E+02, 8.068E+02
 1.310E+02, 8.050E+02
 1.320E+02, 8.111E+02
 1.330E+02, 8.134E+02
 1.340E+02, 8.113E+02
 1.350E+02, 8.143E+02
 1.360E+02, 8.172E+02
 1.370E+02, 8.213E+02
 1.380E+02, 8.204E+02
 1.390E+02, 8.080E+02
 1.400E+02, 8.137E+02
 1.410E+02, 8.159E+02
 1.420E+02, 8.228E+02
 1.430E+02, 8.230E+02
 1.440E+02, 8.230E+02
 1.450E+02, 8.231E+02
 1.460E+02, 8.233E+02
 1.470E+02, 8.254E+02
 1.480E+02, 8.302E+02
 1.490E+02, 8.365E+02
 1.500E+02, 8.402E+02
 1.510E+02, 8.322E+02
 1.520E+02, 8.298E+02
 1.530E+02, 8.339E+02
 1.540E+02, 8.386E+02
 1.550E+02, 8.402E+02
 1.560E+02, 8.348E+02
 1.570E+02, 8.403E+02
 1.580E+02, 8.381E+02
 1.590E+02, 8.453E+02
 1.600E+02, 8.498E+02
 1.610E+02, 8.458E+02
 1.620E+02, 8.412E+02
 1.630E+02, 8.435E+02
 1.640E+02, 8.496E+02
 1.650E+02, 8.506E+02
 1.660E+02, 8.429E+02
 1.670E+02, 8.482E+02
 1.680E+02, 8.563E+02
 1.690E+02, 8.552E+02
 1.700E+02, 8.577E+02
 1.710E+02, 8.588E+02
 1.720E+02, 8.566E+02
 1.730E+02, 8.547E+02
