s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 1.811E-01
 2.032E+00, 6.905E+02, 3.752E-01
 3.105E+00, 6.905E+02, 5.539E-01
 4.060E+00, 6.905E+02, 7.343E-01
 5.025E+00, 6.905E+02, 9.123E-01
 6.023E+00, 6.905E+02, 1.095E+00
 7.031E+00, 6.905E+02, 1.290E+00
 8.040E+00, 6.905E+02, 1.497E+00
 9.029E+00, 6.905E+02, 1.710E+00
 1.001E+01, 6.905E+02, 1.913E+00
 1.103E+01, 6.905E+02, 2.001E+00
 1.201E+01, 6.912E+02, 2.004E+00
 1.302E+01, 6.905E+02, 2.003E+00
 1.401E+01, 6.907E+02, 1.976E+00
 1.500E+01, 6.906E+02, 1.898E+00
 1.601E+01, 6.914E+02, 1.791E+00
 1.700E+01, 6.926E+02, 1.740E+00
 1.801E+01, 6.943E+02, 1.771E+00
 1.900E+01, 6.961E+02, 1.817E+00
 2.002E+01, 6.984E+02, 1.837E+00
 2.101E+01, 7.005E+02, 1.894E+00
 2.202E+01, 7.028E+02, 2.004E+00
 2.301E+01, 7.054E+02, 2.060E+00
 2.401E+01, 7.073E+02, 2.054E+00
 2.500E+01, 7.093E+02, 2.047E+00
 2.602E+01, 7.120E+02, 2.037E+00
 2.700E+01, 7.133E+02, 2.010E+00
 2.800E+01, 7.134E+02, 1.969E+00
 2.900E+01, 7.146E+02, 1.998E+00
 3.000E+01, 7.162E+02, 2.048E+00
 3.100E+01, 7.185E+02, 2.008E+00
 3.201E+01, 7.205E+02, 2.052E+00
 3.301E+01, 7.222E+02, 2.139E+00
 3.401E+01, 7.241E+02, 2.135E+00
 3.502E+01, 7.260E+02, 2.214E+00
 3.601E+01, 7.269E+02, 2.224E+00
 3.700E+01, 7.280E+02, 2.166E+00
 3.802E+01, 7.291E+02, 2.205E+00
 3.902E+01, 7.304E+02, 2.230E+00
 4.001E+01, 7.313E+02, 2.159E+00
 4.101E+01, 7.329E+02, 2.205E+00
 4.202E+01, 7.342E+02, 2.214E+00
 4.301E+01, 7.375E+02, 2.056E+00
 4.400E+01, 7.397E+02, 1.977E+00
 4.500E+01, 7.394E+02, 2.032E+00
