s,m,m/s
 4.600E+01, 6.970E+02, 3.967E+00
 4.700E+01, 6.974E+02, 3.622E+00
 4.800E+01, 6.976E+02, 4.177E+00
 4.901E+01, 6.999E+02, 4.676E+00
 5.003E+01, 7.004E+02, 4.406E+00
 5.102E+01, 7.006E+02, 4.503E+00
 5.203E+01, 6.997E+02, 3.843E+00
 5.301E+01, 7.019E+02, 3.370E+00
 5.403E+01, 7.018E+02, 3.914E+00
 5.501E+01, 7.024E+02, 3.920E+00
 5.601E+01, 7.030E+02, 3.312E+00
 5.700E+01, 7.040E+02, 3.505E+00
 5.801E+01, 7.038E+02, 3.721E+00
 5.900E+01, 7.047E+02, 4.509E+00
 6.000E+01, 7.037E+02, 4.432E+00
 6.101E+01, 7.060E+02, 4.329E+00
 6.200E+01, 7.053E+02, 3.859E+00
 6.301E+01, 7.059E+02, 3.763E+00
 6.401E+01, 7.072E+02, 4.913E+00
 6.501E+01, 7.077E+02, 4.692E+00
 6.601E+01, 7.076E+02, 4.621E+00
 6.702E+01, 7.084E+02, 3.961E+00
 6.801E+01, 7.096E+02, 3.901E+00
 6.901E+01, 7.097E+02, 4.026E+00
 7.003E+01, 7.108E+02, 4.102E+00
 7.100E+01, 7.120E+02, 3.944E+00
 7.201E+01, 7.123E+02, 3.518E+00
 7.302E+01, 7.134E+02, 3.151E+00
 7.403E+01, 7.139E+02, 4.508E+00
 7.500E+01, 7.148E+02, 4.302E+00
 7.600E+01, 7.167E+02, 4.150E+00
 7.703E+01, 7.148E+02, 3.979E+00
 7.801E+01, 7.158E+02, 4.042E+00
 7.902E+01, 7.165E+02, 4.048E+00
 8.002E+01, 7.168E+02, 3.962E+00
 8.101E+01, 7.171E+02, 4.304E+00
 8.201E+01, 7.180E+02, 4.657E+00
 8.301E+01, 7.195E+02, 4.741E+00
 8.400E+01, 7.193E+02, 4.179E+00
 8.501E+01, 7.209E+02, 3.855E+00
 8.603E+01, 7.207E+02, 3.776E+00
 8.701E+01, 7.217E+02, 3.506E+00
 8.802E+01, 7.220E+02, 3.733E+00
 8.901E+01, 7.220E+02, 3.682E+00
 9.002E+01, 7.225E+02, 4.099E+00
 9.103E+01, 7.236E+02, 3.815E+00
 9.200E+01, 7.251E+02, 3.804E+00
 9.301E+01, 7.252E+02, 3.786E+00
 9.403E+01, 7.262E+02, 3.959E+00
 9.501E+01, 7.271E+02, 3.976E+00
 9.603E+01, 7.280E+02, 3.657E+00
 9.702E+01, 7.293E+02, 3.997E+00
 9.802E+01, 7.276E+02, 3.919E+00
 9.900E+01, 7.299E+02, 4.277E+00
 1.000E+02, 7.295E+02, 3.864E+00
 1.010E+02, 7.304E+02, 3.832E+00
 1.020E+02, 7.305E+02, 3.753E+00
 1.030E+02, 7.302E+02, 3.680E+00
 1.040E+02, 7.329E+02, 4.319E+00
 1.050E+02, 7.334E+02, 4.041E+00
 1.060E+02, 7.327E+02, 4.034E+00
 1.070E+02, 7.337E+02, 4.321E+00
 1.080E+02, 7.344E+02, 4.444E+00
 1.090E+02, 7.348E+02, 4.673E+00
 1.100E+02, 7.350E+02, 3.950E+00
 1.110E+02, 7.364E+02, 4.274E+00
 1.120E+02, 7.363E+02, 4.459E+00
 1.130E+02, 7.367E+02, 4.026E+00
 1.140E+02, 7.367E+02, 3.882E+00
 1.150E+02, 7.367E+02, 4.232E+00
 1.160E+02, 7.381E+02, 4.240E+00
 1.170E+02, 7.378E+02, 4.289E+00
 1.180E+02, 7.388E+02, 3.913E+00
 1.190E+02, 7.380E+02, 3.831E+00
 1.200E+02, 7.399E+02, 3.989E+00
 1.210E+02, 7.393E+02, 3.991E+00
 1.220E+02, 7.395E+02, 4.221E+00
 1.230E+02, 7.400E+02, 3.693E+00
 1.240E+02, 7.397E+02, 3.894E+00
 1.250E+02, 7.397E+02, 3.665E+00
 1.260E+02, 7.410E+02, 3.744E+00
 1.270E+02, 7.409E+02, 3.830E+00
 1.280E+02, 7.412E+02, 4.136E+00
 1.290E+02, 7.420E+02, 4.161E+00
 1.300E+02, 7.420E+02, 3.823E+00
 1.310E+02, 7.425E+02, 3.989E+00
 1.320E+02, 7.429E+02, 3.561E+00
 1.330E+02, 7.435E+02, 4.097E+00
 1.340E+02, 7.414E+02, 4.337E+00
 1.350E+02, 7.435E+02, 4.328E+00
 1.360E+02, 7.435E+02, 4.239E+00
 1.370E+02, 7.440E+02, 4.355E+00
 1.380E+02, 7.433E+02, 4.981E+00
 1.390E+02, 7.433E+02, 4.215E+00
 1.400E+02, 7.440E+02, 4.319E+00
 1.410E+02, 7.442E+02, 4.455E+00
 1.420E+02, 7.452E+02, 4.788E+00
 1.430E+02, 7.448E+02, 4.255E+00
 1.440E+02, 7.467E+02, 4.564E+00
 1.450E+02, 7.459E+02, 3.942E+00
 1.460E+02, 7.467E+02, 4.211E+00
 1.470E+02, 7.479E+02, 4.086E+00
 1.480E+02, 7.476E+02, 3.980E+00
 1.490E+02, 7.479E+02, 3.941E+00
 1.500E+02, 7.487E+02, 4.003E+00
 1.510E+02, 7.481E+02, 4.290E+00
 1.520E+02, 7.489E+02, 4.223E+00
 1.530E+02, 7.502E+02, 3.835E+00
 1.540E+02, 7.501E+02, 4.113E+00
 1.550E+02, 7.511E+02, 4.531E+00
 1.560E+02, 7.506E+02, 4.409E+00
 1.570E+02, 7.509E+02, 3.890E+00
 1.580E+02, 7.535E+02, 3.666E+00
 1.590E+02, 7.533E+02, 4.107E+00
 1.600E+02, 7.527E+02, 4.204E+00
 1.610E+02, 7.536E+02, 4.344E+00
 1.620E+02, 7.540E+02, 4.135E+00
 1.630E+02, 7.518E+02, 3.873E+00
 1.640E+02, 7.550E+02, 3.957E+00
 1.650E+02, 7.540E+02, 3.967E+00
 1.660E+02, 7.540E+02, 3.967E+00
 1.670E+02, 7.558E+02, 4.070E+00
 1.680E+02, 7.550E+02, 4.178E+00
 1.690E+02, 7.551E+02, 4.028E+00
 1.700E+02, 7.547E+02, 3.969E+00
 1.710E+02, 7.559E+02, 4.148E+00
 1.720E+02, 7.557E+02, 4.020E+00
 1.730E+02, 7.566E+02, 4.092E+00
 1.740E+02, 7.568E+02, 3.363E+00
 1.750E+02, 7.577E+02, 3.427E+00
 1.760E+02, 7.601E+02, 4.303E+00
 1.770E+02, 7.591E+02, 4.371E+00
 1.780E+02, 7.581E+02, 4.374E+00
 1.790E+02, 7.588E+02, 4.461E+00
 1.800E+02, 7.592E+02, 4.430E+00
 1.810E+02, 7.586E+02, 4.550E+00
 1.820E+02, 7.598E+02, 4.748E+00
 1.830E+02, 7.591E+02, 4.518E+00
 1.840E+02, 7.591E+02, 4.241E+00
 1.850E+02, 7.614E+02, 4.119E+00
 1.860E+02, 7.607E+02, 3.918E+00
 1.870E+02, 7.610E+02, 3.817E+00
 1.880E+02, 7.618E+02, 4.089E+00
 1.890E+02, 7.635E+02, 4.401E+00
 1.900E+02, 7.640E+02, 4.099E+00
 1.910E+02, 7.645E+02, 3.405E+00
 1.920E+02, 7.649E+02, 3.678E+00
 1.930E+02, 7.653E+02, 4.175E+00
 1.940E+02, 7.668E+02, 4.429E+00
 1.950E+02, 7.669E+02, 4.711E+00
 1.960E+02, 7.677E+02, 4.567E+00
 1.970E+02, 7.680E+02, 4.006E+00
 1.980E+02, 7.706E+02, 3.981E+00
 1.990E+02, 7.689E+02, 4.615E+00
 2.000E+02, 7.706E+02, 4.238E+00
 2.010E+02, 7.715E+02, 4.123E+00
 2.020E+02, 7.735E+02, 3.955E+00
 2.030E+02, 7.753E+02, 3.615E+00
 2.040E+02, 7.745E+02, 3.493E+00
 2.050E+02, 7.750E+02, 3.558E+00
 2.060E+02, 7.767E+02, 3.483E+00
 2.070E+02, 7.762E+02, 3.407E+00
 2.080E+02, 7.774E+02, 2.908E+00
 2.090E+02, 7.772E+02, 3.131E+00
 2.100E+02, 7.779E+02, 3.535E+00
 2.110E+02, 7.793E+02, 3.904E+00
 2.120E+02, 7.782E+02, 3.675E+00
 2.130E+02, 7.807E+02, 3.832E+00
 2.140E+02, 7.826E+02, 4.080E+00
 2.150E+02, 7.819E+02, 3.985E+00
 2.160E+02, 7.828E+02, 4.206E+00
 2.170E+02, 7.828E+02, 4.091E+00
 2.180E+02, 7.840E+02, 3.566E+00
 2.190E+02, 7.856E+02, 3.539E+00
 2.200E+02, 7.856E+02, 4.331E+00
 2.210E+02, 7.849E+02, 3.964E+00
 2.220E+02, 7.881E+02, 3.831E+00
 2.230E+02, 7.876E+02, 3.959E+00
 2.240E+02, 7.883E+02, 4.017E+00
 2.250E+02, 7.910E+02, 3.948E+00
 2.260E+02, 7.901E+02, 4.081E+00
 2.270E+02, 7.900E+02, 4.635E+00
 2.280E+02, 7.811E+02, 5.000E+00
 2.290E+02, 7.902E+02, 5.388E+00
 2.300E+02, 7.907E+02, 4.863E+00
 2.310E+02, 7.908E+02, 4.936E+00
 2.320E+02, 7.925E+02, 3.976E+00
 2.330E+02, 7.943E+02, 4.247E+00
 2.340E+02, 7.945E+02, 4.018E+00
 2.350E+02, 7.957E+02, 3.471E+00
 2.360E+02, 7.961E+02, 4.042E+00
 2.370E+02, 7.963E+02, 3.930E+00
 2.380E+02, 7.971E+02, 4.044E+00
 2.390E+02, 7.975E+02, 4.106E+00
 2.400E+02, 7.976E+02, 3.709E+00
 2.410E+02, 7.978E+02, 4.000E+00
 2.420E+02, 7.985E+02, 3.841E+00
 2.430E+02, 7.990E+02, 4.670E+00
 2.440E+02, 7.988E+02, 4.061E+00
 2.450E+02, 8.004E+02, 3.545E+00
 2.460E+02, 8.005E+02, 3.931E+00
 2.470E+02, 8.005E+02, 4.254E+00
 2.480E+02, 8.005E+02, 3.973E+00
 2.490E+02, 8.005E+02, 4.166E+00
 2.500E+02, 8.005E+02, 4.126E+00
 2.510E+02, 8.005E+02, 4.685E+00
 2.520E+02, 8.005E+02, 4.005E+00
 2.530E+02, 8.006E+02, 4.214E+00
 2.540E+02, 8.008E+02, 4.005E+00
 2.550E+02, 8.015E+02, 4.493E+00
 2.560E+02, 8.015E+02, 4.384E+00
 2.570E+02, 8.015E+02, 3.849E+00
 2.580E+02, 8.015E+02, 3.527E+00
 2.590E+02, 8.015E+02, 3.974E+00
 2.600E+02, 8.015E+02, 4.744E+00
 2.610E+02, 8.006E+02, 4.509E+00
 2.620E+02, 8.012E+02, 3.776E+00
 2.630E+02, 8.005E+02, 4.257E+00
 2.640E+02, 8.013E+02, 4.797E+00
 2.650E+02, 8.015E+02, 4.388E+00
 2.660E+02, 8.015E+02, 4.361E+00
 2.670E+02, 8.015E+02, 3.534E+00
 2.680E+02, 8.020E+02, 3.392E+00
 2.690E+02, 8.025E+02, 4.207E+00
 2.700E+02, 8.023E+02, 4.063E+00
 2.710E+02, 8.025E+02, 4.005E+00
 2.720E+02, 8.025E+02, 4.225E+00
 2.730E+02, 8.033E+02, 3.911E+00
 2.740E+02, 8.030E+02, 4.910E+00
 2.750E+02, 8.032E+02, 4.225E+00
 2.760E+02, 8.035E+02, 4.115E+00
 2.770E+02, 8.038E+02, 4.323E+00
 2.780E+02, 8.035E+02, 3.893E+00
 2.790E+02, 8.042E+02, 4.013E+00
 2.800E+02, 8.045E+02, 3.589E+00
 2.810E+02, 8.045E+02, 4.103E+00
 2.820E+02, 8.045E+02, 4.479E+00
 2.830E+02, 8.052E+02, 4.803E+00
 2.840E+02, 8.055E+02, 4.367E+00
 2.850E+02, 8.055E+02, 4.050E+00
 2.860E+02, 8.057E+02, 3.797E+00
 2.870E+02, 8.060E+02, 4.153E+00
 2.880E+02, 8.057E+02, 4.332E+00
 2.890E+02, 8.057E+02, 4.233E+00
 2.900E+02, 8.076E+02, 4.069E+00
 2.910E+02, 8.078E+02, 4.418E+00
 2.920E+02, 8.085E+02, 4.169E+00
 2.930E+02, 8.093E+02, 4.220E+00
 2.940E+02, 8.098E+02, 3.781E+00
 2.950E+02, 8.111E+02, 4.073E+00
 2.960E+02, 8.101E+02, 4.001E+00
 2.970E+02, 8.105E+02, 3.969E+00
 2.980E+02, 8.114E+02, 3.283E+00
 2.990E+02, 8.115E+02, 4.247E+00
 3.000E+02, 8.122E+02, 4.146E+00
 3.010E+02, 8.123E+02, 4.048E+00
 3.020E+02, 8.132E+02, 4.080E+00
 3.030E+02, 8.132E+02, 4.432E+00
 3.040E+02, 8.136E+02, 4.571E+00
 3.050E+02, 8.139E+02, 3.986E+00
 3.060E+02, 8.143E+02, 3.962E+00
 3.070E+02, 8.146E+02, 3.596E+00
 3.080E+02, 8.151E+02, 3.453E+00
 3.090E+02, 8.155E+02, 3.557E+00
 3.100E+02, 8.156E+02, 4.071E+00
 3.110E+02, 8.159E+02, 3.984E+00
 3.120E+02, 8.169E+02, 4.632E+00
 3.130E+02, 8.172E+02, 4.575E+00
 3.140E+02, 8.168E+02, 4.531E+00
 3.150E+02, 8.175E+02, 4.690E+00
 3.160E+02, 8.175E+02, 4.253E+00
 3.170E+02, 8.177E+02, 3.759E+00
 3.180E+02, 8.185E+02, 3.690E+00
 3.190E+02, 8.185E+02, 3.943E+00
 3.200E+02, 8.188E+02, 4.809E+00
 3.210E+02, 8.191E+02, 4.283E+00
 3.220E+02, 8.197E+02, 3.774E+00
 3.230E+02, 8.204E+02, 4.139E+00
 3.240E+02, 8.200E+02, 4.593E+00
 3.250E+02, 8.207E+02, 4.198E+00
 3.260E+02, 8.217E+02, 4.383E+00
 3.270E+02, 8.222E+02, 3.925E+00
 3.280E+02, 8.227E+02, 3.634E+00
 3.290E+02, 8.216E+02, 3.516E+00
 3.300E+02, 8.222E+02, 3.534E+00
 3.310E+02, 8.221E+02, 3.963E+00
 3.320E+02, 8.234E+02, 4.286E+00
 3.330E+02, 8.237E+02, 4.024E+00
 3.340E+02, 8.241E+02, 3.793E+00
 3.350E+02, 8.246E+02, 3.503E+00
 3.360E+02, 8.245E+02, 3.575E+00
 3.370E+02, 8.248E+02, 4.127E+00
 3.380E+02, 8.251E+02, 4.314E+00
 3.390E+02, 8.259E+02, 4.350E+00
 3.400E+02, 8.260E+02, 4.316E+00
 3.410E+02, 8.270E+02, 4.104E+00
 3.420E+02, 8.274E+02, 3.542E+00
 3.430E+02, 8.275E+02, 3.678E+00
 3.440E+02, 8.271E+02, 4.387E+00
 3.450E+02, 8.279E+02, 3.633E+00
 3.460E+02, 8.275E+02, 4.085E+00
 3.470E+02, 8.277E+02, 4.333E+00
 3.480E+02, 8.286E+02, 4.354E+00
 3.490E+02, 8.286E+02, 3.966E+00
 3.500E+02, 8.288E+02, 3.912E+00
 3.510E+02, 8.301E+02, 4.057E+00
 3.520E+02, 8.300E+02, 3.870E+00
 3.530E+02, 8.299E+02, 3.933E+00
 3.540E+02, 8.300E+02, 4.378E+00
 3.550E+02, 8.305E+02, 4.681E+00
 3.560E+02, 8.311E+02, 4.604E+00
 3.570E+02, 8.316E+02, 4.767E+00
 3.580E+02, 8.317E+02, 5.006E+00
 3.590E+02, 8.315E+02, 4.621E+00
 3.600E+02, 8.315E+02, 4.842E+00
 3.610E+02, 8.323E+02, 4.326E+00
 3.620E+02, 8.317E+02, 3.966E+00
 3.630E+02, 8.323E+02, 4.309E+00
 3.640E+02, 8.315E+02, 4.165E+00
 3.650E+02, 8.322E+02, 4.262E+00
 3.660E+02, 8.329E+02, 3.929E+00
 3.670E+02, 8.322E+02, 4.146E+00
 3.680E+02, 8.335E+02, 3.890E+00
 3.690E+02, 8.335E+02, 3.781E+00
 3.700E+02, 8.320E+02, 3.887E+00
 3.710E+02, 8.338E+02, 4.371E+00
 3.720E+02, 8.352E+02, 4.034E+00
 3.730E+02, 8.336E+02, 4.101E+00
 3.740E+02, 8.358E+02, 4.686E+00
 3.750E+02, 8.354E+02, 4.396E+00
 3.760E+02, 8.354E+02, 4.212E+00
 3.770E+02, 8.369E+02, 3.818E+00
 3.780E+02, 8.372E+02, 3.832E+00
 3.790E+02, 8.376E+02, 3.862E+00
 3.800E+02, 8.367E+02, 4.080E+00
 3.810E+02, 8.371E+02, 4.176E+00
 3.820E+02, 8.372E+02, 4.077E+00
 3.830E+02, 8.395E+02, 4.478E+00
 3.840E+02, 8.385E+02, 3.992E+00
 3.850E+02, 8.404E+02, 4.529E+00
 3.860E+02, 8.381E+02, 3.795E+00
 3.870E+02, 8.397E+02, 3.664E+00
 3.880E+02, 8.405E+02, 3.331E+00
 3.890E+02, 8.402E+02, 3.282E+00
 3.900E+02, 8.401E+02, 3.446E+00
 3.910E+02, 8.410E+02, 3.340E+00
 3.920E+02, 8.418E+02, 3.564E+00
 3.930E+02, 8.413E+02, 3.845E+00
 3.940E+02, 8.423E+02, 3.855E+00
 3.950E+02, 8.427E+02, 4.267E+00
 3.960E+02, 8.417E+02, 4.088E+00
 3.970E+02, 8.425E+02, 4.126E+00
 3.980E+02, 8.435E+02, 3.960E+00
 3.990E+02, 8.423E+02, 4.082E+00
 4.000E+02, 8.435E+02, 4.000E+00
 4.010E+02, 8.435E+02, 3.770E+00
 4.020E+02, 8.436E+02, 4.326E+00
 4.030E+02, 8.440E+02, 4.039E+00
 4.040E+02, 8.426E+02, 3.808E+00
 4.050E+02, 8.445E+02, 4.084E+00
 4.060E+02, 8.430E+02, 4.278E+00
 4.070E+02, 8.447E+02, 3.444E+00
 4.080E+02, 8.448E+02, 3.778E+00
 4.090E+02, 8.448E+02, 4.345E+00
 4.100E+02, 8.439E+02, 4.657E+00
 4.110E+02, 8.434E+02, 4.272E+00
 4.120E+02, 8.445E+02, 4.437E+00
 4.130E+02, 8.471E+02, 3.999E+00
 4.140E+02, 8.475E+02, 3.630E+00
 4.150E+02, 8.471E+02, 4.142E+00
 4.160E+02, 8.472E+02, 3.822E+00
 4.170E+02, 8.464E+02, 4.180E+00
 4.180E+02, 8.481E+02, 4.351E+00
 4.190E+02, 8.471E+02, 4.321E+00
 4.200E+02, 8.478E+02, 4.366E+00
 4.210E+02, 8.484E+02, 4.461E+00
 4.220E+02, 8.465E+02, 4.062E+00
 4.230E+02, 8.484E+02, 4.572E+00
 4.240E+02, 8.494E+02, 3.997E+00
 4.250E+02, 8.495E+02, 4.174E+00
 4.260E+02, 8.492E+02, 3.988E+00
 4.270E+02, 8.493E+02, 4.247E+00
 4.280E+02, 8.485E+02, 3.524E+00
 4.290E+02, 8.494E+02, 3.421E+00
 4.300E+02, 8.495E+02, 3.695E+00
 4.311E+02, 8.495E+02, 3.639E+00
 4.320E+02, 8.504E+02, 4.037E+00
 4.330E+02, 8.505E+02, 3.726E+00
 4.340E+02, 8.510E+02, 3.910E+00
 4.350E+02, 8.511E+02, 4.435E+00
 4.360E+02, 8.515E+02, 4.761E+00
 4.370E+02, 8.515E+02, 4.851E+00
 4.380E+02, 8.515E+02, 4.442E+00
 4.390E+02, 8.515E+02, 3.911E+00
 4.400E+02, 8.515E+02, 4.124E+00
 4.410E+02, 8.521E+02, 3.710E+00
 4.420E+02, 8.525E+02, 4.189E+00
 4.430E+02, 8.517E+02, 4.315E+00
 4.440E+02, 8.525E+02, 4.596E+00
 4.450E+02, 8.525E+02, 4.666E+00
 4.460E+02, 8.525E+02, 4.345E+00
 4.470E+02, 8.529E+02, 4.143E+00
 4.480E+02, 8.533E+02, 3.950E+00
 4.490E+02, 8.530E+02, 3.486E+00
 4.500E+02, 8.525E+02, 3.682E+00
 4.511E+02, 8.525E+02, 3.689E+00
 4.520E+02, 8.514E+02, 3.539E+00
 4.530E+02, 8.523E+02, 3.879E+00
 4.540E+02, 8.535E+02, 4.024E+00
 4.550E+02, 8.535E+02, 3.744E+00
 4.560E+02, 8.535E+02, 3.212E+00
 4.570E+02, 8.535E+02, 3.346E+00
 4.580E+02, 8.535E+02, 3.635E+00
 4.590E+02, 8.535E+02, 4.476E+00
 4.600E+02, 8.539E+02, 4.168E+00
 4.610E+02, 8.545E+02, 4.107E+00
 4.620E+02, 8.594E+02, 4.309E+00
 4.631E+02, 8.579E+02, 4.581E+00
 4.640E+02, 8.555E+02, 4.161E+00
 4.650E+02, 8.555E+02, 4.176E+00
 4.660E+02, 8.563E+02, 4.282E+00
 4.670E+02, 8.571E+02, 4.654E+00
 4.680E+02, 8.574E+02, 4.498E+00
 4.690E+02, 8.555E+02, 4.620E+00
 4.700E+02, 8.555E+02, 4.254E+00
 4.710E+02, 8.605E+02, 3.881E+00
 4.720E+02, 8.654E+02, 4.304E+00
 4.730E+02, 8.668E+02, 4.250E+00
 4.740E+02, 8.686E+02, 3.856E+00
 4.750E+02, 8.707E+02, 4.127E+00
 4.760E+02, 8.728E+02, 4.050E+00
 4.770E+02, 8.744E+02, 3.884E+00
 4.780E+02, 8.718E+02, 3.794E+00
 4.790E+02, 8.829E+02, 3.735E+00
 4.801E+02, 8.857E+02, 3.828E+00
 4.810E+02, 8.888E+02, 4.243E+00
 4.820E+02, 8.958E+02, 4.354E+00
 4.830E+02, 9.115E+02, 4.410E+00
 4.840E+02, 9.172E+02, 4.694E+00
 4.850E+02, 9.215E+02, 4.218E+00
 4.860E+02, 9.248E+02, 4.269E+00
 4.870E+02, 9.280E+02, 4.256E+00
 4.880E+02, 9.301E+02, 4.569E+00
