s,m,m/s
 4.603E+01, 6.986E+02, 2.202E+00
 4.701E+01, 6.988E+02, 2.121E+00
 4.802E+01, 7.010E+02, 2.090E+00
 4.901E+01, 6.979E+02, 2.022E+00
 5.002E+01, 7.008E+02, 1.967E+00
 5.100E+01, 7.007E+02, 2.092E+00
 5.202E+01, 7.015E+02, 2.099E+00
 5.303E+01, 7.013E+02, 2.128E+00
 5.401E+01, 7.033E+02, 2.132E+00
 5.502E+01, 7.031E+02, 2.009E+00
 5.603E+01, 7.040E+02, 2.018E+00
 5.700E+01, 7.044E+02, 2.007E+00
 5.800E+01, 7.050E+02, 1.988E+00
 5.902E+01, 7.059E+02, 2.008E+00
 6.002E+01, 7.057E+02, 2.019E+00
 6.101E+01, 7.074E+02, 2.087E+00
 6.201E+01, 7.069E+02, 2.149E+00
 6.303E+01, 7.090E+02, 2.155E+00
 6.401E+01, 7.081E+02, 2.050E+00
 6.501E+01, 7.102E+02, 1.969E+00
 6.601E+01, 7.092E+02, 2.054E+00
 6.700E+01, 7.111E+02, 2.145E+00
 6.801E+01, 7.107E+02, 2.247E+00
 6.901E+01, 7.117E+02, 2.280E+00
 7.001E+01, 7.128E+02, 2.291E+00
 7.102E+01, 7.105E+02, 2.199E+00
 7.201E+01, 7.127E+02, 1.971E+00
 7.301E+01, 7.157E+02, 2.034E+00
 7.403E+01, 7.142E+02, 2.272E+00
 7.502E+01, 7.174E+02, 2.233E+00
 7.601E+01, 7.177E+02, 2.179E+00
 7.702E+01, 7.188E+02, 2.228E+00
 7.803E+01, 7.177E+02, 2.237E+00
 7.901E+01, 7.191E+02, 2.303E+00
 8.001E+01, 7.197E+02, 2.291E+00
 8.102E+01, 7.196E+02, 2.234E+00
 8.201E+01, 7.185E+02, 2.196E+00
 8.302E+01, 7.195E+02, 2.049E+00
 8.403E+01, 7.210E+02, 1.994E+00
 8.500E+01, 7.219E+02, 1.902E+00
 8.600E+01, 7.220E+02, 1.711E+00
 8.701E+01, 7.210E+02, 1.644E+00
 8.802E+01, 7.200E+02, 1.712E+00
 8.903E+01, 7.202E+02, 1.729E+00
 9.003E+01, 7.208E+02, 1.705E+00
 9.102E+01, 7.195E+02, 1.732E+00
 9.202E+01, 7.227E+02, 1.841E+00
 9.303E+01, 7.225E+02, 1.975E+00
 9.401E+01, 7.205E+02, 2.024E+00
 9.501E+01, 7.211E+02, 1.962E+00
 9.601E+01, 7.228E+02, 2.013E+00
 9.701E+01, 7.229E+02, 2.130E+00
 9.802E+01, 7.233E+02, 2.125E+00
 9.901E+01, 7.244E+02, 2.192E+00
 1.000E+02, 7.249E+02, 2.169E+00
 1.010E+02, 7.264E+02, 2.088E+00
 1.020E+02, 7.271E+02, 2.029E+00
 1.030E+02, 7.274E+02, 1.927E+00
 1.040E+02, 7.273E+02, 1.850E+00
 1.050E+02, 7.262E+02, 1.893E+00
 1.060E+02, 7.274E+02, 1.968E+00
 1.070E+02, 7.271E+02, 1.960E+00
 1.080E+02, 7.277E+02, 1.973E+00
 1.090E+02, 7.282E+02, 2.041E+00
 1.100E+02, 7.265E+02, 2.068E+00
 1.110E+02, 7.276E+02, 2.135E+00
 1.120E+02, 7.304E+02, 2.122E+00
 1.130E+02, 7.304E+02, 2.239E+00
 1.140E+02, 7.305E+02, 2.373E+00
 1.150E+02, 7.305E+02, 2.201E+00
 1.160E+02, 7.305E+02, 2.154E+00
 1.170E+02, 7.305E+02, 2.209E+00
 1.180E+02, 7.305E+02, 2.202E+00
 1.190E+02, 7.305E+02, 2.078E+00
 1.200E+02, 7.315E+02, 2.003E+00
 1.210E+02, 7.315E+02, 1.921E+00
 1.220E+02, 7.319E+02, 1.999E+00
 1.230E+02, 7.320E+02, 2.139E+00
 1.240E+02, 7.324E+02, 2.107E+00
 1.250E+02, 7.324E+02, 1.866E+00
 1.260E+02, 7.317E+02, 1.833E+00
 1.270E+02, 7.329E+02, 2.006E+00
 1.280E+02, 7.335E+02, 2.180E+00
 1.290E+02, 7.335E+02, 2.117E+00
 1.300E+02, 7.332E+02, 2.038E+00
 1.310E+02, 7.332E+02, 2.105E+00
 1.320E+02, 7.339E+02, 2.080E+00
 1.330E+02, 7.339E+02, 1.999E+00
 1.340E+02, 7.342E+02, 2.019E+00
 1.350E+02, 7.345E+02, 1.963E+00
 1.360E+02, 7.351E+02, 1.952E+00
 1.370E+02, 7.353E+02, 1.930E+00
 1.380E+02, 7.355E+02, 2.014E+00
 1.390E+02, 7.355E+02, 2.147E+00
 1.400E+02, 7.358E+02, 2.127E+00
 1.410E+02, 7.365E+02, 1.963E+00
 1.420E+02, 7.369E+02, 1.960E+00
 1.430E+02, 7.370E+02, 2.011E+00
 1.440E+02, 7.383E+02, 1.956E+00
 1.450E+02, 7.387E+02, 1.918E+00
 1.460E+02, 7.387E+02, 1.827E+00
 1.470E+02, 7.407E+02, 1.782E+00
 1.480E+02, 7.400E+02, 1.801E+00
 1.490E+02, 7.419E+02, 1.836E+00
 1.500E+02, 7.432E+02, 1.782E+00
 1.510E+02, 7.449E+02, 1.738E+00
 1.520E+02, 7.455E+02, 1.858E+00
 1.530E+02, 7.440E+02, 1.947E+00
 1.540E+02, 7.431E+02, 1.895E+00
 1.550E+02, 7.434E+02, 1.939E+00
 1.560E+02, 7.438E+02, 2.035E+00
 1.570E+02, 7.465E+02, 2.126E+00
 1.580E+02, 7.465E+02, 2.290E+00
 1.590E+02, 7.452E+02, 2.316E+00
 1.600E+02, 7.457E+02, 2.171E+00
 1.610E+02, 7.463E+02, 2.185E+00
 1.620E+02, 7.465E+02, 2.259E+00
 1.630E+02, 7.469E+02, 2.080E+00
 1.640E+02, 7.468E+02, 2.040E+00
 1.650E+02, 7.471E+02, 2.133E+00
 1.660E+02, 7.475E+02, 2.210E+00
 1.670E+02, 7.475E+02, 2.293E+00
 1.680E+02, 7.477E+02, 2.300E+00
 1.690E+02, 7.485E+02, 2.190E+00
 1.700E+02, 7.485E+02, 2.197E+00
 1.710E+02, 7.485E+02, 2.208E+00
 1.720E+02, 7.485E+02, 2.189E+00
 1.730E+02, 7.485E+02, 2.257E+00
 1.740E+02, 7.485E+02, 2.235E+00
 1.750E+02, 7.486E+02, 2.244E+00
 1.760E+02, 7.495E+02, 2.246E+00
 1.770E+02, 7.495E+02, 2.281E+00
 1.780E+02, 7.495E+02, 2.309E+00
 1.790E+02, 7.495E+02, 2.273E+00
 1.800E+02, 7.531E+02, 2.216E+00
 1.810E+02, 7.532E+02, 2.169E+00
 1.820E+02, 7.515E+02, 2.127E+00
 1.830E+02, 7.540E+02, 2.226E+00
 1.840E+02, 7.560E+02, 2.205E+00
 1.850E+02, 7.536E+02, 2.159E+00
 1.860E+02, 7.569E+02, 2.216E+00
 1.870E+02, 7.532E+02, 2.224E+00
 1.880E+02, 7.577E+02, 2.142E+00
 1.890E+02, 7.576E+02, 2.242E+00
 1.900E+02, 7.560E+02, 2.310E+00
 1.910E+02, 7.584E+02, 2.261E+00
 1.920E+02, 7.580E+02, 2.361E+00
 1.930E+02, 7.584E+02, 2.298E+00
 1.940E+02, 7.592E+02, 2.228E+00
 1.950E+02, 7.590E+02, 2.293E+00
 1.960E+02, 7.583E+02, 2.272E+00
 1.970E+02, 7.602E+02, 2.190E+00
 1.980E+02, 7.608E+02, 2.068E+00
 1.990E+02, 7.604E+02, 2.138E+00
 2.000E+02, 7.608E+02, 2.116E+00
 2.010E+02, 7.598E+02, 2.033E+00
 2.020E+02, 7.621E+02, 2.133E+00
 2.030E+02, 7.616E+02, 2.074E+00
 2.040E+02, 7.616E+02, 2.031E+00
 2.050E+02, 7.613E+02, 2.060E+00
 2.060E+02, 7.613E+02, 1.971E+00
 2.070E+02, 7.617E+02, 2.035E+00
 2.080E+02, 7.621E+02, 2.216E+00
 2.090E+02, 7.633E+02, 2.203E+00
 2.100E+02, 7.625E+02, 2.148E+00
 2.110E+02, 7.626E+02, 2.243E+00
 2.120E+02, 7.634E+02, 2.270E+00
 2.130E+02, 7.635E+02, 2.291E+00
 2.140E+02, 7.635E+02, 2.260E+00
 2.150E+02, 7.641E+02, 2.105E+00
 2.160E+02, 7.645E+02, 2.122E+00
 2.170E+02, 7.645E+02, 2.138E+00
 2.180E+02, 7.645E+02, 2.138E+00
 2.190E+02, 7.645E+02, 2.150E+00
 2.200E+02, 7.649E+02, 2.116E+00
 2.210E+02, 7.655E+02, 2.023E+00
 2.220E+02, 7.655E+02, 2.068E+00
 2.230E+02, 7.655E+02, 2.190E+00
 2.240E+02, 7.655E+02, 2.087E+00
 2.250E+02, 7.657E+02, 1.980E+00
 2.260E+02, 7.655E+02, 2.039E+00
 2.270E+02, 7.656E+02, 1.952E+00
 2.280E+02, 7.665E+02, 1.930E+00
 2.290E+02, 7.665E+02, 1.819E+00
 2.300E+02, 7.665E+02, 1.919E+00
 2.310E+02, 7.665E+02, 2.046E+00
 2.320E+02, 7.679E+02, 2.012E+00
 2.330E+02, 7.700E+02, 2.041E+00
 2.340E+02, 7.687E+02, 2.146E+00
 2.350E+02, 7.691E+02, 2.054E+00
 2.360E+02, 7.707E+02, 2.073E+00
 2.370E+02, 7.722E+02, 2.067E+00
 2.380E+02, 7.723E+02, 1.929E+00
 2.390E+02, 7.733E+02, 1.981E+00
 2.400E+02, 7.737E+02, 2.081E+00
 2.410E+02, 7.738E+02, 2.045E+00
 2.420E+02, 7.746E+02, 2.031E+00
 2.430E+02, 7.759E+02, 2.027E+00
 2.440E+02, 7.756E+02, 2.027E+00
 2.450E+02, 7.758E+02, 1.971E+00
 2.460E+02, 7.752E+02, 1.917E+00
 2.470E+02, 7.758E+02, 1.966E+00
 2.480E+02, 7.773E+02, 2.077E+00
 2.490E+02, 7.757E+02, 2.202E+00
 2.500E+02, 7.793E+02, 2.175E+00
 2.510E+02, 7.798E+02, 2.060E+00
 2.520E+02, 7.800E+02, 2.188E+00
 2.530E+02, 7.802E+02, 2.338E+00
 2.540E+02, 7.805E+02, 2.210E+00
 2.550E+02, 7.801E+02, 2.083E+00
 2.560E+02, 7.798E+02, 2.097E+00
 2.570E+02, 7.799E+02, 2.008E+00
 2.580E+02, 7.797E+02, 2.014E+00
 2.590E+02, 7.792E+02, 1.967E+00
 2.600E+02, 7.806E+02, 1.925E+00
 2.610E+02, 7.804E+02, 1.970E+00
 2.620E+02, 7.795E+02, 2.071E+00
 2.630E+02, 7.819E+02, 2.155E+00
 2.640E+02, 7.805E+02, 2.231E+00
 2.650E+02, 7.805E+02, 2.220E+00
 2.660E+02, 7.824E+02, 2.159E+00
 2.670E+02, 7.815E+02, 2.174E+00
 2.680E+02, 7.815E+02, 2.104E+00
 2.690E+02, 7.815E+02, 2.039E+00
 2.700E+02, 7.821E+02, 2.033E+00
 2.710E+02, 7.822E+02, 2.068E+00
 2.720E+02, 7.830E+02, 2.110E+00
 2.730E+02, 7.825E+02, 2.004E+00
 2.740E+02, 7.827E+02, 1.937E+00
 2.750E+02, 7.827E+02, 2.002E+00
 2.760E+02, 7.841E+02, 2.076E+00
 2.770E+02, 7.840E+02, 2.042E+00
 2.780E+02, 7.843E+02, 2.058E+00
 2.790E+02, 7.836E+02, 2.144E+00
 2.800E+02, 7.844E+02, 2.115E+00
 2.810E+02, 7.849E+02, 2.223E+00
 2.820E+02, 7.853E+02, 2.194E+00
 2.830E+02, 7.857E+02, 1.935E+00
 2.840E+02, 7.862E+02, 1.838E+00
 2.850E+02, 7.865E+02, 1.974E+00
 2.860E+02, 7.866E+02, 2.232E+00
 2.870E+02, 7.872E+02, 2.269E+00
 2.880E+02, 7.885E+02, 2.199E+00
 2.890E+02, 7.878E+02, 2.222E+00
 2.900E+02, 7.883E+02, 2.234E+00
 2.910E+02, 7.903E+02, 2.240E+00
 2.920E+02, 7.886E+02, 2.137E+00
 2.930E+02, 7.910E+02, 2.133E+00
 2.940E+02, 7.927E+02, 2.187E+00
 2.950E+02, 7.905E+02, 2.123E+00
 2.960E+02, 7.928E+02, 2.086E+00
 2.970E+02, 7.923E+02, 2.110E+00
 2.980E+02, 7.931E+02, 2.119E+00
 2.990E+02, 7.937E+02, 1.986E+00
 3.000E+02, 7.922E+02, 1.938E+00
 3.010E+02, 7.926E+02, 1.938E+00
 3.020E+02, 7.931E+02, 1.904E+00
 3.030E+02, 7.926E+02, 1.855E+00
 3.040E+02, 7.938E+02, 1.772E+00
 3.050E+02, 7.964E+02, 1.788E+00
 3.060E+02, 7.965E+02, 1.767E+00
 3.070E+02, 7.965E+02, 1.754E+00
 3.080E+02, 7.969E+02, 1.816E+00
 3.090E+02, 7.971E+02, 1.883E+00
 3.100E+02, 7.973E+02, 2.011E+00
 3.110E+02, 7.971E+02, 1.993E+00
 3.120E+02, 7.974E+02, 1.913E+00
 3.130E+02, 7.975E+02, 1.864E+00
 3.140E+02, 7.974E+02, 1.827E+00
 3.150E+02, 7.967E+02, 1.846E+00
 3.160E+02, 7.959E+02, 1.913E+00
 3.170E+02, 7.962E+02, 2.005E+00
 3.180E+02, 7.975E+02, 1.989E+00
 3.190E+02, 7.983E+02, 1.915E+00
 3.200E+02, 7.985E+02, 1.985E+00
 3.210E+02, 7.983E+02, 2.134E+00
 3.220E+02, 7.978E+02, 2.209E+00
 3.230E+02, 7.977E+02, 2.060E+00
 3.240E+02, 7.985E+02, 1.949E+00
 3.250E+02, 7.991E+02, 1.934E+00
 3.260E+02, 7.995E+02, 1.916E+00
 3.270E+02, 7.995E+02, 1.909E+00
 3.280E+02, 7.995E+02, 2.026E+00
 3.290E+02, 7.995E+02, 2.143E+00
 3.300E+02, 8.003E+02, 2.112E+00
 3.310E+02, 8.005E+02, 2.083E+00
 3.320E+02, 8.005E+02, 2.109E+00
 3.330E+02, 8.005E+02, 2.128E+00
 3.340E+02, 8.005E+02, 2.055E+00
 3.350E+02, 8.005E+02, 2.061E+00
 3.360E+02, 8.005E+02, 2.162E+00
 3.370E+02, 8.009E+02, 2.170E+00
 3.380E+02, 8.015E+02, 2.103E+00
 3.390E+02, 8.015E+02, 2.071E+00
 3.400E+02, 8.015E+02, 2.045E+00
 3.410E+02, 8.020E+02, 1.947E+00
 3.420E+02, 8.023E+02, 1.823E+00
 3.430E+02, 8.037E+02, 1.914E+00
 3.440E+02, 8.033E+02, 2.067E+00
 3.450E+02, 8.040E+02, 2.194E+00
 3.460E+02, 8.053E+02, 2.228E+00
 3.470E+02, 8.071E+02, 2.169E+00
 3.480E+02, 8.059E+02, 1.927E+00
 3.490E+02, 8.086E+02, 1.909E+00
 3.500E+02, 8.073E+02, 1.878E+00
 3.510E+02, 8.092E+02, 1.880E+00
 3.520E+02, 8.086E+02, 2.091E+00
 3.530E+02, 8.097E+02, 2.213E+00
 3.540E+02, 8.114E+02, 2.116E+00
 3.550E+02, 8.092E+02, 2.063E+00
 3.560E+02, 8.125E+02, 2.027E+00
 3.570E+02, 8.125E+02, 2.019E+00
 3.580E+02, 8.112E+02, 2.110E+00
 3.590E+02, 8.132E+02, 1.992E+00
 3.600E+02, 8.138E+02, 1.840E+00
 3.610E+02, 8.140E+02, 1.841E+00
 3.620E+02, 8.134E+02, 1.891E+00
 3.630E+02, 8.145E+02, 1.957E+00
 3.640E+02, 8.155E+02, 2.032E+00
 3.650E+02, 8.145E+02, 2.165E+00
 3.660E+02, 8.152E+02, 2.129E+00
 3.670E+02, 8.157E+02, 1.976E+00
 3.680E+02, 8.156E+02, 1.974E+00
 3.690E+02, 8.147E+02, 2.131E+00
 3.700E+02, 8.155E+02, 2.127E+00
 3.710E+02, 8.158E+02, 1.922E+00
 3.720E+02, 8.159E+02, 1.873E+00
 3.730E+02, 8.171E+02, 1.941E+00
 3.740E+02, 8.169E+02, 2.031E+00
 3.750E+02, 8.167E+02, 2.080E+00
 3.760E+02, 8.175E+02, 2.011E+00
 3.770E+02, 8.175E+02, 1.979E+00
 3.780E+02, 8.175E+02, 1.977E+00
 3.790E+02, 8.180E+02, 1.974E+00
 3.800E+02, 8.185E+02, 2.051E+00
 3.810E+02, 8.185E+02, 2.101E+00
 3.820E+02, 8.185E+02, 2.008E+00
 3.830E+02, 8.194E+02, 1.920E+00
 3.840E+02, 8.194E+02, 1.904E+00
 3.850E+02, 8.195E+02, 1.889E+00
 3.860E+02, 8.195E+02, 1.915E+00
 3.870E+02, 8.195E+02, 2.028E+00
 3.880E+02, 8.195E+02, 2.091E+00
 3.890E+02, 8.195E+02, 2.060E+00
 3.900E+02, 8.202E+02, 2.036E+00
 3.910E+02, 8.202E+02, 2.036E+00
 3.920E+02, 8.205E+02, 2.020E+00
 3.930E+02, 8.207E+02, 2.009E+00
 3.940E+02, 8.205E+02, 1.873E+00
 3.950E+02, 8.210E+02, 1.916E+00
 3.960E+02, 8.217E+02, 2.163E+00
 3.970E+02, 8.218E+02, 2.177E+00
 3.980E+02, 8.218E+02, 2.085E+00
 3.990E+02, 8.216E+02, 2.101E+00
 4.000E+02, 8.222E+02, 2.158E+00
 4.010E+02, 8.225E+02, 2.167E+00
 4.020E+02, 8.225E+02, 2.008E+00
 4.030E+02, 8.229E+02, 1.891E+00
 4.040E+02, 8.239E+02, 2.017E+00
 4.050E+02, 8.235E+02, 2.151E+00
 4.060E+02, 8.236E+02, 2.187E+00
 4.070E+02, 8.239E+02, 2.212E+00
 4.080E+02, 8.249E+02, 2.179E+00
 4.090E+02, 8.255E+02, 2.073E+00
 4.100E+02, 8.248E+02, 2.001E+00
 4.110E+02, 8.255E+02, 2.022E+00
 4.120E+02, 8.255E+02, 2.134E+00
 4.130E+02, 8.255E+02, 2.243E+00
 4.140E+02, 8.255E+02, 2.236E+00
 4.150E+02, 8.255E+02, 2.158E+00
 4.160E+02, 8.257E+02, 2.062E+00
 4.170E+02, 8.265E+02, 1.991E+00
 4.180E+02, 8.265E+02, 1.973E+00
 4.190E+02, 8.265E+02, 2.053E+00
 4.200E+02, 8.265E+02, 2.054E+00
 4.210E+02, 8.265E+02, 1.946E+00
 4.220E+02, 8.265E+02, 1.964E+00
 4.230E+02, 8.265E+02, 2.063E+00
 4.240E+02, 8.266E+02, 2.037E+00
 4.250E+02, 8.275E+02, 2.013E+00
 4.260E+02, 8.275E+02, 2.064E+00
 4.270E+02, 8.275E+02, 2.052E+00
 4.280E+02, 8.275E+02, 2.002E+00
 4.290E+02, 8.275E+02, 2.048E+00
 4.300E+02, 8.275E+02, 2.084E+00
 4.310E+02, 8.275E+02, 2.103E+00
 4.321E+02, 8.275E+02, 2.080E+00
 4.330E+02, 8.275E+02, 2.031E+00
 4.341E+02, 8.276E+02, 1.989E+00
 4.350E+02, 8.285E+02, 1.936E+00
 4.360E+02, 8.285E+02, 1.984E+00
 4.370E+02, 8.285E+02, 2.085E+00
 4.380E+02, 8.285E+02, 2.064E+00
 4.390E+02, 8.285E+02, 1.998E+00
 4.401E+02, 8.285E+02, 1.937E+00
 4.410E+02, 8.285E+02, 1.874E+00
 4.420E+02, 8.286E+02, 1.906E+00
 4.431E+02, 8.285E+02, 1.912E+00
 4.440E+02, 8.295E+02, 1.959E+00
 4.450E+02, 8.295E+02, 2.069E+00
 4.461E+02, 8.295E+02, 2.071E+00
 4.470E+02, 8.295E+02, 2.023E+00
 4.480E+02, 8.295E+02, 1.920E+00
 4.491E+02, 8.295E+02, 1.866E+00
 4.500E+02, 8.295E+02, 1.855E+00
 4.510E+02, 8.304E+02, 1.886E+00
 4.520E+02, 8.305E+02, 2.047E+00
 4.531E+02, 8.305E+02, 2.217E+00
 4.540E+02, 8.305E+02, 2.293E+00
 4.551E+02, 8.305E+02, 2.307E+00
 4.560E+02, 8.305E+02, 2.254E+00
 4.570E+02, 8.305E+02, 2.269E+00
 4.580E+02, 8.311E+02, 2.299E+00
 4.591E+02, 8.315E+02, 2.263E+00
 4.600E+02, 8.315E+02, 2.213E+00
 4.610E+02, 8.315E+02, 2.209E+00
 4.620E+02, 8.315E+02, 2.241E+00
 4.630E+02, 8.315E+02, 2.276E+00
 4.640E+02, 8.315E+02, 2.270E+00
 4.651E+02, 8.315E+02, 2.207E+00
 4.660E+02, 8.315E+02, 2.247E+00
 4.671E+02, 8.315E+02, 2.293E+00
 4.680E+02, 8.315E+02, 2.265E+00
 4.690E+02, 8.315E+02, 2.305E+00
 4.700E+02, 8.315E+02, 2.353E+00
 4.710E+02, 8.315E+02, 2.241E+00
 4.721E+02, 8.315E+02, 2.133E+00
 4.730E+02, 8.315E+02, 2.089E+00
 4.741E+02, 8.327E+02, 2.161E+00
 4.751E+02, 8.375E+02, 2.253E+00
 4.760E+02, 8.375E+02, 2.155E+00
 4.770E+02, 8.385E+02, 2.059E+00
 4.780E+02, 8.368E+02, 2.090E+00
 4.791E+02, 8.355E+02, 2.058E+00
 4.801E+02, 8.355E+02, 2.021E+00
 4.810E+02, 8.355E+02, 2.028E+00
 4.821E+02, 8.355E+02, 1.910E+00
 4.830E+02, 8.355E+02, 1.894E+00
 4.841E+02, 8.355E+02, 1.990E+00
 4.850E+02, 8.355E+02, 1.976E+00
 4.861E+02, 8.355E+02, 2.012E+00
 4.870E+02, 8.355E+02, 2.184E+00
 4.881E+02, 8.355E+02, 2.180E+00
 4.890E+02, 8.355E+02, 2.195E+00
 4.900E+02, 8.355E+02, 2.189E+00
 4.911E+02, 8.355E+02, 2.157E+00
 4.920E+02, 8.355E+02, 2.114E+00
 4.931E+02, 8.355E+02, 1.934E+00
 4.941E+02, 8.355E+02, 1.951E+00
 4.950E+02, 8.355E+02, 2.047E+00
 4.961E+02, 8.355E+02, 1.934E+00
 4.970E+02, 8.355E+02, 1.775E+00
 4.981E+02, 8.355E+02, 1.874E+00
 4.991E+02, 8.355E+02, 2.097E+00
 5.000E+02, 8.355E+02, 2.084E+00
 5.011E+02, 8.355E+02, 2.003E+00
 5.021E+02, 8.355E+02, 2.075E+00
 5.031E+02, 8.355E+02, 2.065E+00
 5.040E+02, 8.355E+02, 2.068E+00
 5.050E+02, 8.355E+02, 2.080E+00
 5.061E+02, 8.355E+02, 2.101E+00
 5.071E+02, 8.355E+02, 1.974E+00
 5.081E+02, 8.355E+02, 1.954E+00
 5.091E+02, 8.355E+02, 1.902E+00
 5.101E+02, 8.355E+02, 1.939E+00
 5.110E+02, 8.355E+02, 1.955E+00
 5.120E+02, 8.355E+02, 1.951E+00
 5.130E+02, 8.355E+02, 2.026E+00
 5.140E+02, 8.355E+02, 1.908E+00
 5.151E+02, 8.355E+02, 1.883E+00
 5.161E+02, 8.355E+02, 2.011E+00
 5.171E+02, 8.355E+02, 2.098E+00
 5.181E+02, 8.355E+02, 2.102E+00
 5.191E+02, 8.355E+02, 2.115E+00
 5.200E+02, 8.355E+02, 1.966E+00
 5.211E+02, 8.355E+02, 1.801E+00
 5.221E+02, 8.355E+02, 1.850E+00
 5.230E+02, 8.355E+02, 1.989E+00
 5.241E+02, 8.355E+02, 2.138E+00
 5.250E+02, 8.355E+02, 2.160E+00
 5.260E+02, 8.355E+02, 2.090E+00
 5.271E+02, 8.361E+02, 2.035E+00
 5.281E+02, 8.365E+02, 2.008E+00
 5.290E+02, 8.365E+02, 2.018E+00
 5.301E+02, 8.365E+02, 2.024E+00
 5.311E+02, 8.365E+02, 2.079E+00
 5.321E+02, 8.365E+02, 2.059E+00
 5.330E+02, 8.365E+02, 1.997E+00
 5.341E+02, 8.365E+02, 2.038E+00
 5.350E+02, 8.365E+02, 2.010E+00
 5.361E+02, 8.365E+02, 1.914E+00
 5.371E+02, 8.365E+02, 1.895E+00
 5.381E+02, 8.365E+02, 1.935E+00
 5.390E+02, 8.365E+02, 2.110E+00
 5.401E+02, 8.365E+02, 2.274E+00
 5.410E+02, 8.365E+02, 2.155E+00
 5.421E+02, 8.365E+02, 2.028E+00
 5.430E+02, 8.365E+02, 2.037E+00
 5.441E+02, 8.365E+02, 2.207E+00
 5.451E+02, 8.365E+02, 2.134E+00
 5.461E+02, 8.365E+02, 2.140E+00
 5.471E+02, 8.365E+02, 2.157E+00
 5.481E+02, 8.365E+02, 2.224E+00
 5.491E+02, 8.365E+02, 2.386E+00
 5.501E+02, 8.365E+02, 2.343E+00
 5.511E+02, 8.365E+02, 2.148E+00
 5.521E+02, 8.365E+02, 2.106E+00
 5.530E+02, 8.365E+02, 2.155E+00
 5.540E+02, 8.365E+02, 2.167E+00
 5.551E+02, 8.365E+02, 2.199E+00
 5.561E+02, 8.365E+02, 2.139E+00
 5.571E+02, 8.365E+02, 2.043E+00
 5.580E+02, 8.365E+02, 1.987E+00
 5.591E+02, 8.365E+02, 1.951E+00
 5.600E+02, 8.365E+02, 1.840E+00
 5.611E+02, 8.365E+02, 1.801E+00
 5.621E+02, 8.365E+02, 1.770E+00
 5.630E+02, 8.365E+02, 1.729E+00
 5.641E+02, 8.365E+02, 1.876E+00
 5.651E+02, 8.365E+02, 2.098E+00
 5.660E+02, 8.365E+02, 2.087E+00
 5.671E+02, 8.365E+02, 2.007E+00
 5.680E+02, 8.365E+02, 2.105E+00
 5.691E+02, 8.365E+02, 2.275E+00
 5.700E+02, 8.365E+02, 2.257E+00
 5.711E+02, 8.365E+02, 2.199E+00
 5.721E+02, 8.365E+02, 2.211E+00
 5.730E+02, 8.365E+02, 2.146E+00
 5.741E+02, 8.365E+02, 2.051E+00
 5.751E+02, 8.365E+02, 2.035E+00
 5.760E+02, 8.365E+02, 1.972E+00
 5.771E+02, 8.365E+02, 1.959E+00
 5.781E+02, 8.365E+02, 1.984E+00
 5.791E+02, 8.365E+02, 1.937E+00
 5.800E+02, 8.365E+02, 1.843E+00
 5.811E+02, 8.365E+02, 1.823E+00
