s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 8.271E+02, 1.809E-01
 2.012E+00, 6.905E+02, 3.771E-01
 3.130E+00, 6.905E+02, 5.679E-01
 4.179E+00, 6.905E+02, 7.702E-01
 5.063E+00, 6.905E+02, 9.406E-01
 6.009E+00, 6.905E+02, 1.108E+00
 7.035E+00, 6.905E+02, 1.292E+00
 8.032E+00, 6.905E+02, 1.494E+00
 9.025E+00, 6.905E+02, 1.704E+00
 1.006E+01, 6.905E+02, 1.918E+00
 1.101E+01, 6.909E+02, 2.004E+00
 1.203E+01, 6.906E+02, 1.997E+00
 1.303E+01, 6.905E+02, 1.997E+00
 1.404E+01, 6.905E+02, 2.011E+00
 1.502E+01, 6.905E+02, 2.026E+00
 1.606E+01, 6.905E+02, 2.044E+00
 1.705E+01, 6.929E+02, 2.080E+00
 1.804E+01, 6.905E+02, 2.107E+00
 1.903E+01, 6.905E+02, 2.060E+00
 2.003E+01, 6.905E+02, 1.959E+00
 2.100E+01, 6.905E+02, 1.890E+00
 2.205E+01, 6.905E+02, 1.882E+00
 2.305E+01, 6.905E+02, 1.882E+00
 2.401E+01, 6.905E+02, 1.857E+00
 2.506E+01, 6.905E+02, 1.840E+00
 2.602E+01, 6.908E+02, 1.889E+00
 2.701E+01, 6.906E+02, 1.976E+00
 2.801E+01, 6.933E+02, 2.014E+00
 2.903E+01, 6.911E+02, 1.990E+00
 3.002E+01, 6.905E+02, 1.926E+00
 3.102E+01, 6.905E+02, 1.874E+00
 3.201E+01, 6.916E+02, 1.839E+00
 3.304E+01, 6.905E+02, 1.786E+00
 3.402E+01, 6.905E+02, 1.755E+00
 3.502E+01, 6.905E+02, 1.763E+00
 3.601E+01, 6.914E+02, 1.798E+00
 3.701E+01, 6.924E+02, 1.855E+00
 3.803E+01, 6.905E+02, 1.923E+00
 3.904E+01, 6.905E+02, 2.018E+00
 4.004E+01, 6.906E+02, 2.133E+00
 4.106E+01, 6.915E+02, 2.199E+00
 4.205E+01, 6.910E+02, 2.180E+00
 4.308E+01, 6.905E+02, 2.137E+00
 4.400E+01, 6.905E+02, 2.136E+00
 4.504E+01, 6.905E+02, 2.130E+00
