s,m,m/s
 4.603E+01, 6.996E+02, 1.333E+01
 4.701E+01, 7.044E+02, 1.284E+01
 4.801E+01, 7.080E+02, 1.257E+01
 4.900E+01, 7.151E+02, 1.275E+01
 5.002E+01, 7.148E+02, 1.241E+01
 5.100E+01, 7.117E+02, 1.295E+01
 5.201E+01, 7.143E+02, 1.345E+01
 5.300E+01, 7.146E+02, 1.371E+01
 5.401E+01, 7.200E+02, 1.282E+01
 5.502E+01, 7.244E+02, 1.373E+01
 5.601E+01, 7.293E+02, 1.286E+01
 5.702E+01, 7.267E+02, 1.327E+01
 5.801E+01, 7.306E+02, 1.319E+01
 5.902E+01, 7.345E+02, 1.307E+01
 6.001E+01, 7.306E+02, 1.343E+01
 6.102E+01, 7.351E+02, 1.323E+01
 6.202E+01, 7.313E+02, 1.255E+01
 6.302E+01, 7.362E+02, 1.257E+01
 6.401E+01, 7.419E+02, 1.211E+01
 6.501E+01, 7.435E+02, 1.161E+01
 6.602E+01, 7.392E+02, 1.179E+01
 6.702E+01, 7.423E+02, 1.206E+01
 6.801E+01, 7.429E+02, 1.229E+01
 6.901E+01, 7.453E+02, 1.350E+01
 7.001E+01, 7.442E+02, 1.341E+01
 7.101E+01, 7.480E+02, 1.252E+01
 7.201E+01, 7.483E+02, 1.257E+01
 7.300E+01, 7.475E+02, 1.239E+01
 7.401E+01, 7.484E+02, 1.239E+01
 7.500E+01, 7.512E+02, 1.181E+01
 7.601E+01, 7.502E+02, 1.246E+01
 7.701E+01, 7.534E+02, 1.222E+01
 7.802E+01, 7.569E+02, 1.216E+01
 7.901E+01, 7.562E+02, 1.179E+01
 8.002E+01, 7.519E+02, 1.226E+01
 8.102E+01, 7.490E+02, 1.233E+01
 8.202E+01, 7.558E+02, 1.228E+01
 8.301E+01, 7.652E+02, 1.190E+01
 8.401E+01, 7.554E+02, 1.232E+01
 8.502E+01, 7.590E+02, 1.285E+01
 8.602E+01, 7.810E+02, 1.240E+01
 8.701E+01, 7.704E+02, 1.245E+01
 8.801E+01, 7.680E+02, 1.230E+01
 8.902E+01, 7.736E+02, 1.238E+01
 9.001E+01, 7.840E+02, 1.279E+01
 9.100E+01, 7.876E+02, 1.257E+01
 9.201E+01, 7.905E+02, 1.223E+01
 9.302E+01, 7.917E+02, 1.247E+01
 9.400E+01, 7.919E+02, 1.260E+01
 9.500E+01, 7.902E+02, 1.262E+01
 9.601E+01, 7.911E+02, 1.331E+01
 9.701E+01, 7.937E+02, 1.400E+01
 9.802E+01, 7.901E+02, 1.388E+01
 9.900E+01, 7.904E+02, 1.332E+01
 1.000E+02, 7.930E+02, 1.273E+01
 1.010E+02, 7.901E+02, 1.212E+01
 1.020E+02, 7.929E+02, 1.286E+01
 1.030E+02, 7.928E+02, 1.285E+01
 1.040E+02, 7.906E+02, 1.171E+01
 1.050E+02, 7.917E+02, 1.230E+01
 1.060E+02, 7.908E+02, 1.285E+01
 1.070E+02, 7.910E+02, 1.281E+01
 1.080E+02, 7.936E+02, 1.375E+01
 1.090E+02, 7.948E+02, 1.301E+01
 1.100E+02, 8.019E+02, 1.348E+01
 1.110E+02, 8.022E+02, 1.316E+01
 1.120E+02, 8.041E+02, 1.349E+01
 1.130E+02, 8.031E+02, 1.346E+01
 1.140E+02, 8.048E+02, 1.327E+01
 1.150E+02, 8.045E+02, 1.319E+01
 1.160E+02, 8.260E+02, 1.421E+01
 1.170E+02, 8.282E+02, 1.258E+01
 1.180E+02, 8.276E+02, 1.281E+01
 1.190E+02, 8.348E+02, 1.285E+01
 1.200E+02, 8.309E+02, 1.280E+01
 1.210E+02, 8.207E+02, 1.302E+01
 1.220E+02, 8.365E+02, 1.356E+01
 1.230E+02, 8.438E+02, 1.351E+01
 1.240E+02, 8.452E+02, 1.347E+01
 1.250E+02, 8.467E+02, 1.316E+01
 1.260E+02, 8.326E+02, 1.290E+01
 1.270E+02, 8.415E+02, 1.271E+01
 1.280E+02, 8.384E+02, 1.302E+01
 1.290E+02, 8.421E+02, 1.301E+01
 1.300E+02, 8.430E+02, 1.288E+01
 1.310E+02, 8.343E+02, 1.274E+01
 1.320E+02, 8.396E+02, 1.289E+01
 1.330E+02, 8.482E+02, 1.226E+01
 1.340E+02, 8.435E+02, 1.301E+01
 1.350E+02, 8.555E+02, 1.224E+01
 1.360E+02, 8.520E+02, 1.302E+01
 1.370E+02, 8.552E+02, 1.279E+01
 1.380E+02, 8.530E+02, 1.232E+01
 1.390E+02, 8.540E+02, 1.232E+01
 1.400E+02, 8.558E+02, 1.205E+01
 1.410E+02, 8.601E+02, 1.233E+01
 1.420E+02, 8.532E+02, 1.264E+01
 1.430E+02, 8.640E+02, 1.306E+01
 1.440E+02, 8.633E+02, 1.282E+01
 1.450E+02, 8.617E+02, 1.265E+01
 1.460E+02, 8.625E+02, 1.247E+01
 1.470E+02, 8.598E+02, 1.351E+01
 1.480E+02, 8.607E+02, 1.332E+01
 1.490E+02, 8.682E+02, 1.222E+01
 1.500E+02, 8.652E+02, 1.246E+01
 1.510E+02, 8.704E+02, 1.293E+01
 1.520E+02, 8.691E+02, 1.235E+01
 1.530E+02, 8.732E+02, 1.340E+01
 1.540E+02, 8.761E+02, 1.290E+01
 1.550E+02, 8.803E+02, 1.244E+01
 1.560E+02, 8.854E+02, 1.275E+01
 1.570E+02, 8.791E+02, 1.263E+01
 1.580E+02, 8.765E+02, 1.282E+01
 1.590E+02, 8.655E+02, 1.312E+01
 1.600E+02, 8.740E+02, 1.297E+01
 1.610E+02, 8.798E+02, 1.211E+01
 1.620E+02, 8.884E+02, 1.276E+01
 1.630E+02, 8.829E+02, 1.264E+01
 1.640E+02, 8.741E+02, 1.271E+01
 1.650E+02, 8.772E+02, 1.238E+01
 1.660E+02, 8.786E+02, 1.277E+01
 1.670E+02, 8.893E+02, 1.320E+01
 1.680E+02, 8.939E+02, 1.263E+01
 1.690E+02, 8.936E+02, 1.212E+01
 1.700E+02, 8.928E+02, 1.253E+01
 1.710E+02, 8.861E+02, 1.271E+01
 1.720E+02, 8.868E+02, 1.365E+01
 1.730E+02, 8.891E+02, 1.329E+01
 1.740E+02, 8.919E+02, 1.363E+01
 1.750E+02, 8.955E+02, 1.314E+01
 1.760E+02, 8.978E+02, 1.379E+01
 1.770E+02, 9.110E+02, 1.341E+01
 1.780E+02, 8.918E+02, 1.297E+01
 1.790E+02, 9.089E+02, 1.238E+01
 1.800E+02, 8.985E+02, 1.188E+01
 1.810E+02, 9.044E+02, 1.254E+01
 1.820E+02, 9.024E+02, 1.316E+01
 1.830E+02, 9.124E+02, 1.280E+01
 1.840E+02, 9.179E+02, 1.338E+01
 1.850E+02, 9.132E+02, 1.286E+01
 1.860E+02, 9.168E+02, 1.194E+01
 1.870E+02, 9.150E+02, 1.241E+01
 1.880E+02, 9.197E+02, 1.300E+01
 1.890E+02, 9.227E+02, 1.348E+01
 1.900E+02, 9.175E+02, 1.250E+01
 1.910E+02, 9.201E+02, 1.294E+01
 1.920E+02, 9.230E+02, 1.338E+01
 1.930E+02, 9.190E+02, 1.161E+01
 1.940E+02, 9.224E+02, 1.298E+01
 1.950E+02, 9.221E+02, 1.318E+01
 1.960E+02, 9.297E+02, 1.221E+01
 1.970E+02, 9.321E+02, 1.301E+01
 1.980E+02, 9.381E+02, 1.260E+01
 1.990E+02, 9.320E+02, 1.199E+01
 2.000E+02, 9.308E+02, 1.235E+01
