s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 5.905E-01
 2.032E+00, 6.905E+02, 1.406E+00
 3.099E+00, 6.905E+02, 2.162E+00
 4.033E+00, 6.905E+02, 2.936E+00
 5.055E+00, 6.905E+02, 3.733E+00
 6.027E+00, 6.905E+02, 4.543E+00
 7.006E+00, 6.905E+02, 5.347E+00
 8.019E+00, 6.906E+02, 6.096E+00
 9.016E+00, 6.912E+02, 6.737E+00
 1.002E+01, 6.912E+02, 7.600E+00
 1.103E+01, 6.923E+02, 8.495E+00
 1.200E+01, 6.911E+02, 8.096E+00
 1.301E+01, 6.918E+02, 7.775E+00
 1.400E+01, 6.905E+02, 8.152E+00
 1.500E+01, 6.905E+02, 8.168E+00
 1.602E+01, 6.905E+02, 8.631E+00
 1.701E+01, 6.923E+02, 8.514E+00
 1.801E+01, 6.954E+02, 8.897E+00
 1.901E+01, 6.996E+02, 8.648E+00
 2.001E+01, 7.037E+02, 8.250E+00
 2.100E+01, 7.097E+02, 8.749E+00
 2.200E+01, 7.157E+02, 8.249E+00
 2.301E+01, 7.198E+02, 8.489E+00
 2.401E+01, 7.287E+02, 8.397E+00
 2.500E+01, 7.334E+02, 8.851E+00
 2.600E+01, 7.418E+02, 9.010E+00
 2.701E+01, 7.397E+02, 8.817E+00
 2.801E+01, 7.423E+02, 8.354E+00
 2.900E+01, 7.370E+02, 7.664E+00
 3.001E+01, 7.410E+02, 8.481E+00
 3.101E+01, 7.588E+02, 8.481E+00
 3.201E+01, 7.561E+02, 8.664E+00
 3.301E+01, 7.674E+02, 8.203E+00
 3.401E+01, 7.562E+02, 8.413E+00
 3.501E+01, 7.747E+02, 8.422E+00
 3.601E+01, 7.946E+02, 8.615E+00
 3.701E+01, 7.967E+02, 8.245E+00
 3.801E+01, 8.026E+02, 8.988E+00
 3.900E+01, 7.739E+02, 8.617E+00
 4.000E+01, 7.787E+02, 8.093E+00
 4.101E+01, 7.778E+02, 8.311E+00
 4.201E+01, 8.250E+02, 7.974E+00
 4.300E+01, 8.325E+02, 7.823E+00
 4.400E+01, 8.401E+02, 8.135E+00
 4.500E+01, 8.420E+02, 8.139E+00
 4.602E+01, 7.896E+02, 8.167E+00
 4.701E+01, 7.715E+02, 8.502E+00
 4.800E+01, 8.390E+02, 8.600E+00
 4.900E+01, 8.776E+02, 8.198E+00
 5.001E+01, 8.925E+02, 8.261E+00
 5.101E+01, 9.003E+02, 8.245E+00
 5.200E+01, 8.247E+02, 8.269E+00
 5.300E+01, 7.717E+02, 9.206E+00
 5.400E+01, 7.829E+02, 8.888E+00
 5.500E+01, 8.254E+02, 8.808E+00
 5.601E+01, 9.201E+02, 8.353E+00
 5.700E+01, 9.325E+02, 8.659E+00
 5.801E+01, 9.352E+02, 7.774E+00
 5.901E+01, 9.370E+02, 7.904E+00
 6.001E+01, 9.398E+02, 8.421E+00
