s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 8.721E-01
 2.174E+00, 6.905E+02, 2.140E+00
 3.040E+00, 6.905E+02, 3.224E+00
 4.015E+00, 6.905E+02, 4.319E+00
 5.046E+00, 6.905E+02, 5.595E+00
 6.026E+00, 6.908E+02, 6.883E+00
 7.015E+00, 6.948E+02, 8.455E+00
 8.021E+00, 6.926E+02, 1.082E+01
 9.001E+00, 6.910E+02, 1.211E+01
 1.002E+01, 6.906E+02, 1.255E+01
 1.101E+01, 6.905E+02, 1.300E+01
 1.200E+01, 6.905E+02, 1.226E+01
 1.300E+01, 6.907E+02, 1.291E+01
 1.401E+01, 6.911E+02, 1.373E+01
 1.501E+01, 6.905E+02, 1.513E+01
 1.601E+01, 6.905E+02, 1.336E+01
 1.701E+01, 6.905E+02, 1.339E+01
 1.801E+01, 6.905E+02, 1.412E+01
 1.902E+01, 6.905E+02, 1.379E+01
 2.001E+01, 6.905E+02, 1.482E+01
 2.102E+01, 6.905E+02, 1.406E+01
 2.201E+01, 6.909E+02, 1.300E+01
 2.302E+01, 6.905E+02, 1.318E+01
 2.400E+01, 6.908E+02, 1.456E+01
 2.502E+01, 6.906E+02, 1.333E+01
 2.601E+01, 6.905E+02, 1.323E+01
 2.701E+01, 6.905E+02, 1.445E+01
 2.800E+01, 6.905E+02, 1.455E+01
 2.901E+01, 6.905E+02, 1.438E+01
 3.001E+01, 6.905E+02, 1.381E+01
 3.102E+01, 6.905E+02, 1.394E+01
 3.201E+01, 6.906E+02, 1.208E+01
 3.300E+01, 6.905E+02, 1.352E+01
 3.401E+01, 6.905E+02, 1.347E+01
 3.501E+01, 6.905E+02, 1.403E+01
 3.601E+01, 6.905E+02, 1.260E+01
 3.701E+01, 6.905E+02, 1.259E+01
 3.800E+01, 6.905E+02, 1.347E+01
 3.901E+01, 6.905E+02, 1.404E+01
 4.002E+01, 6.966E+02, 1.363E+01
 4.101E+01, 6.972E+02, 1.453E+01
 4.200E+01, 7.001E+02, 1.294E+01
 4.301E+01, 7.045E+02, 1.212E+01
 4.401E+01, 7.045E+02, 1.251E+01
 4.500E+01, 7.052E+02, 1.215E+01
 4.601E+01, 7.055E+02, 1.232E+01
 4.700E+01, 7.060E+02, 1.451E+01
 4.801E+01, 7.065E+02, 1.358E+01
 4.901E+01, 7.065E+02, 1.419E+01
 5.000E+01, 7.864E+02, 1.408E+01
 5.102E+01, 8.216E+02, 1.362E+01
 5.201E+01, 8.230E+02, 1.465E+01
 5.301E+01, 8.249E+02, 1.222E+01
 5.401E+01, 8.328E+02, 1.421E+01
 5.501E+01, 8.487E+02, 1.398E+01
 5.601E+01, 8.409E+02, 1.409E+01
 5.701E+01, 8.492E+02, 1.233E+01
 5.801E+01, 8.580E+02, 1.362E+01
 5.901E+01, 8.664E+02, 1.316E+01
 6.001E+01, 8.744E+02, 1.188E+01
 6.100E+01, 8.816E+02, 1.456E+01
 6.201E+01, 8.886E+02, 1.403E+01
 6.301E+01, 8.952E+02, 1.385E+01
 6.401E+01, 9.023E+02, 1.351E+01
 6.500E+01, 9.029E+02, 1.293E+01
 6.602E+01, 9.098E+02, 1.354E+01
 6.700E+01, 9.180E+02, 1.480E+01
 6.800E+01, 9.250E+02, 1.450E+01
 6.901E+01, 8.584E+02, 1.266E+01
 7.001E+01, 8.544E+02, 1.480E+01
 7.102E+01, 8.590E+02, 1.300E+01
 7.200E+01, 8.674E+02, 1.329E+01
 7.300E+01, 8.708E+02, 1.365E+01
 7.401E+01, 8.646E+02, 1.279E+01
 7.501E+01, 8.664E+02, 1.250E+01
 7.601E+01, 8.799E+02, 1.265E+01
 7.701E+01, 8.916E+02, 1.364E+01
 7.800E+01, 8.987E+02, 1.302E+01
 7.901E+01, 8.930E+02, 1.423E+01
 8.000E+01, 9.159E+02, 1.477E+01
 8.100E+01, 9.049E+02, 1.545E+01
 8.200E+01, 9.103E+02, 1.278E+01
 8.301E+01, 9.245E+02, 1.380E+01
 8.401E+01, 9.414E+02, 1.435E+01
 8.501E+01, 9.428E+02, 1.320E+01
 8.600E+01, 9.459E+02, 1.248E+01
