s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 1.811E-01
 2.032E+00, 6.905E+02, 3.756E-01
 3.102E+00, 6.905E+02, 5.552E-01
 4.052E+00, 6.905E+02, 7.366E-01
 5.014E+00, 6.905E+02, 9.162E-01
 6.008E+00, 6.905E+02, 1.099E+00
 7.046E+00, 6.905E+02, 1.294E+00
 8.011E+00, 6.905E+02, 1.499E+00
 9.010E+00, 6.905E+02, 1.708E+00
 1.002E+01, 6.905E+02, 1.918E+00
 1.104E+01, 6.905E+02, 2.005E+00
 1.201E+01, 6.905E+02, 1.999E+00
 1.301E+01, 6.912E+02, 1.997E+00
 1.402E+01, 6.905E+02, 2.004E+00
 1.501E+01, 6.905E+02, 2.005E+00
 1.600E+01, 6.905E+02, 1.990E+00
 1.701E+01, 6.914E+02, 1.977E+00
 1.801E+01, 6.923E+02, 1.975E+00
 1.901E+01, 6.936E+02, 1.952E+00
 2.000E+01, 6.936E+02, 1.897E+00
 2.101E+01, 6.958E+02, 1.857E+00
 2.202E+01, 6.964E+02, 1.878E+00
 2.301E+01, 6.976E+02, 1.964E+00
 2.401E+01, 7.001E+02, 2.061E+00
 2.500E+01, 7.023E+02, 2.080E+00
 2.601E+01, 7.042E+02, 2.024E+00
 2.701E+01, 7.056E+02, 1.989E+00
 2.801E+01, 7.075E+02, 1.999E+00
 2.900E+01, 7.093E+02, 2.000E+00
 3.002E+01, 7.105E+02, 1.982E+00
 3.102E+01, 7.123E+02, 1.975E+00
 3.200E+01, 7.133E+02, 1.972E+00
 3.300E+01, 7.132E+02, 1.959E+00
 3.402E+01, 7.140E+02, 1.954E+00
 3.500E+01, 7.142E+02, 1.959E+00
 3.600E+01, 7.121E+02, 1.950E+00
 3.701E+01, 7.136E+02, 1.920E+00
 3.801E+01, 7.125E+02, 1.924E+00
 3.901E+01, 7.124E+02, 1.981E+00
 4.001E+01, 7.133E+02, 1.988E+00
 4.101E+01, 7.148E+02, 1.937E+00
 4.201E+01, 7.212E+02, 1.932E+00
 4.300E+01, 7.220E+02, 1.972E+00
 4.401E+01, 7.135E+02, 1.928E+00
 4.500E+01, 7.198E+02, 1.875E+00
