s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 8.271E+02, 2.895E-01
 2.012E+00, 6.905E+02, 6.431E-01
 3.130E+00, 6.905E+02, 9.977E-01
 4.025E+00, 6.905E+02, 1.346E+00
 5.071E+00, 6.905E+02, 1.665E+00
 6.022E+00, 6.905E+02, 2.007E+00
 7.056E+00, 6.905E+02, 2.370E+00
 8.002E+00, 6.905E+02, 2.741E+00
 9.011E+00, 6.905E+02, 3.093E+00
 1.002E+01, 6.905E+02, 3.463E+00
 1.103E+01, 6.905E+02, 3.648E+00
 1.201E+01, 6.905E+02, 3.726E+00
 1.306E+01, 6.905E+02, 3.774E+00
 1.406E+01, 6.905E+02, 3.579E+00
 1.503E+01, 6.905E+02, 3.552E+00
 1.602E+01, 6.906E+02, 3.637E+00
 1.703E+01, 6.917E+02, 3.651E+00
 1.802E+01, 6.905E+02, 3.674E+00
 1.901E+01, 6.905E+02, 3.624E+00
 2.003E+01, 6.905E+02, 3.404E+00
 2.101E+01, 6.907E+02, 3.352E+00
 2.201E+01, 6.935E+02, 3.529E+00
 2.303E+01, 6.937E+02, 3.563E+00
 2.404E+01, 6.936E+02, 3.571E+00
 2.500E+01, 6.907E+02, 3.410E+00
 2.600E+01, 6.906E+02, 3.046E+00
 2.701E+01, 6.906E+02, 3.086E+00
 2.800E+01, 6.909E+02, 3.258E+00
 2.901E+01, 6.906E+02, 3.527E+00
 3.003E+01, 6.907E+02, 4.011E+00
 3.104E+01, 6.905E+02, 3.745E+00
 3.205E+01, 6.905E+02, 3.826E+00
 3.302E+01, 6.905E+02, 4.091E+00
 3.402E+01, 6.905E+02, 4.117E+00
 3.503E+01, 6.914E+02, 3.953E+00
 3.607E+01, 6.925E+02, 3.709E+00
 3.708E+01, 6.920E+02, 3.879E+00
 3.801E+01, 6.905E+02, 3.877E+00
 3.903E+01, 6.905E+02, 3.766E+00
 4.004E+01, 6.905E+02, 3.739E+00
 4.105E+01, 6.905E+02, 3.715E+00
 4.203E+01, 6.905E+02, 3.405E+00
 4.301E+01, 6.905E+02, 3.317E+00
 4.403E+01, 6.905E+02, 3.391E+00
 4.505E+01, 6.905E+02, 3.616E+00
