s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 8.271E+02, 5.897E-01
 2.012E+00, 6.905E+02, 1.394E+00
 3.130E+00, 6.905E+02, 2.194E+00
 4.061E+00, 6.905E+02, 2.993E+00
 5.103E+00, 6.905E+02, 3.778E+00
 6.072E+00, 6.905E+02, 4.577E+00
 7.014E+00, 6.905E+02, 5.373E+00
 8.027E+00, 6.916E+02, 6.258E+00
 9.031E+00, 6.918E+02, 6.988E+00
 1.003E+01, 6.913E+02, 7.515E+00
 1.103E+01, 6.905E+02, 8.117E+00
 1.202E+01, 6.905E+02, 8.286E+00
 1.301E+01, 6.905E+02, 8.251E+00
 1.402E+01, 6.905E+02, 8.974E+00
 1.501E+01, 6.905E+02, 8.715E+00
 1.601E+01, 6.905E+02, 8.490E+00
 1.703E+01, 6.905E+02, 8.409E+00
 1.801E+01, 6.905E+02, 8.339E+00
 1.902E+01, 6.905E+02, 8.560E+00
 2.002E+01, 6.905E+02, 8.431E+00
 2.100E+01, 6.909E+02, 8.912E+00
 2.201E+01, 6.905E+02, 8.749E+00
 2.303E+01, 6.905E+02, 8.436E+00
 2.403E+01, 6.905E+02, 8.380E+00
 2.500E+01, 6.905E+02, 8.328E+00
 2.603E+01, 6.905E+02, 8.096E+00
 2.701E+01, 6.905E+02, 8.516E+00
 2.802E+01, 6.911E+02, 9.108E+00
 2.903E+01, 6.914E+02, 8.053E+00
 3.002E+01, 6.933E+02, 8.513E+00
 3.102E+01, 6.942E+02, 7.737E+00
 3.201E+01, 6.966E+02, 8.421E+00
 3.303E+01, 6.995E+02, 8.257E+00
 3.400E+01, 6.954E+02, 8.359E+00
 3.501E+01, 6.919E+02, 8.967E+00
 3.601E+01, 6.918E+02, 8.383E+00
 3.703E+01, 6.920E+02, 8.426E+00
 3.800E+01, 6.938E+02, 8.676E+00
 3.901E+01, 6.934E+02, 7.786E+00
 4.002E+01, 6.915E+02, 8.528E+00
 4.101E+01, 6.917E+02, 8.378E+00
 4.202E+01, 6.925E+02, 8.706E+00
 4.301E+01, 6.925E+02, 9.134E+00
 4.401E+01, 6.925E+02, 8.567E+00
 4.500E+01, 6.925E+02, 8.563E+00
 4.600E+01, 6.908E+02, 8.549E+00
 4.703E+01, 6.905E+02, 8.599E+00
 4.803E+01, 6.905E+02, 8.326E+00
 4.904E+01, 6.905E+02, 8.901E+00
 5.002E+01, 6.905E+02, 8.331E+00
 5.104E+01, 6.905E+02, 8.404E+00
 5.203E+01, 6.905E+02, 8.422E+00
 5.302E+01, 6.905E+02, 8.501E+00
 5.401E+01, 6.905E+02, 8.515E+00
 5.500E+01, 6.905E+02, 8.934E+00
 5.601E+01, 6.905E+02, 8.742E+00
 5.703E+01, 6.905E+02, 8.831E+00
 5.804E+01, 6.905E+02, 8.440E+00
 5.901E+01, 6.905E+02, 8.393E+00
 6.000E+01, 6.905E+02, 8.437E+00
 6.104E+01, 6.905E+02, 8.072E+00
 6.202E+01, 6.905E+02, 8.145E+00
 6.302E+01, 6.905E+02, 8.338E+00
 6.403E+01, 6.905E+02, 8.749E+00
 6.501E+01, 6.905E+02, 8.599E+00
 6.601E+01, 6.905E+02, 8.824E+00
 6.701E+01, 6.966E+02, 8.311E+00
 6.802E+01, 7.819E+02, 8.117E+00
 6.902E+01, 7.859E+02, 8.288E+00
 7.003E+01, 7.909E+02, 8.332E+00
 7.104E+01, 8.009E+02, 8.462E+00
 7.202E+01, 7.996E+02, 8.657E+00
 7.302E+01, 8.150E+02, 8.316E+00
 7.402E+01, 7.985E+02, 8.463E+00
 7.502E+01, 7.862E+02, 8.020E+00
 7.602E+01, 7.775E+02, 7.934E+00
 7.702E+01, 7.756E+02, 8.926E+00
 7.802E+01, 7.525E+02, 8.718E+00
 7.902E+01, 7.525E+02, 8.735E+00
 8.002E+01, 7.525E+02, 8.602E+00
 8.103E+01, 7.543E+02, 8.591E+00
 8.203E+01, 7.545E+02, 8.292E+00
 8.301E+01, 7.545E+02, 8.594E+00
 8.402E+01, 7.542E+02, 8.342E+00
 8.500E+01, 7.535E+02, 8.324E+00
 8.603E+01, 7.535E+02, 8.518E+00
 8.701E+01, 7.751E+02, 8.215E+00
 8.803E+01, 7.535E+02, 8.287E+00
 8.902E+01, 7.535E+02, 8.901E+00
 9.000E+01, 7.535E+02, 7.931E+00
 9.101E+01, 7.535E+02, 8.111E+00
 9.202E+01, 7.535E+02, 8.040E+00
 9.301E+01, 8.177E+02, 8.428E+00
 9.401E+01, 8.538E+02, 8.099E+00
 9.502E+01, 8.566E+02, 8.814E+00
 9.601E+01, 8.582E+02, 8.625E+00
 9.700E+01, 8.598E+02, 8.738E+00
 9.801E+01, 8.557E+02, 9.745E+00
 9.901E+01, 7.935E+02, 8.918E+00
 1.000E+02, 7.919E+02, 8.409E+00
 1.010E+02, 7.804E+02, 8.151E+00
 1.020E+02, 7.955E+02, 8.159E+00
 1.030E+02, 8.169E+02, 8.159E+00
 1.040E+02, 8.464E+02, 7.972E+00
 1.050E+02, 9.205E+02, 8.205E+00
 1.060E+02, 9.207E+02, 8.455E+00
 1.070E+02, 9.215E+02, 8.559E+00
 1.080E+02, 9.215E+02, 8.765E+00
 1.090E+02, 9.255E+02, 8.112E+00
 1.100E+02, 9.314E+02, 7.411E+00
 1.110E+02, 9.292E+02, 8.351E+00
 1.120E+02, 9.298E+02, 8.568E+00
 1.130E+02, 9.330E+02, 8.630E+00
 1.140E+02, 9.360E+02, 8.532E+00
