s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 2.937E-01
 2.032E+00, 6.905E+02, 6.594E-01
 3.105E+00, 6.905E+02, 1.019E+00
 4.059E+00, 6.905E+02, 1.357E+00
 5.024E+00, 6.905E+02, 1.667E+00
 6.055E+00, 6.905E+02, 2.003E+00
 7.036E+00, 6.905E+02, 2.402E+00
 8.045E+00, 6.905E+02, 2.814E+00
 9.033E+00, 6.910E+02, 3.137E+00
 1.001E+01, 6.913E+02, 3.429E+00
 1.101E+01, 6.905E+02, 3.754E+00
 1.201E+01, 6.908E+02, 4.201E+00
 1.301E+01, 6.907E+02, 4.215E+00
 1.402E+01, 6.927E+02, 4.066E+00
 1.502E+01, 6.943E+02, 3.978E+00
 1.601E+01, 6.974E+02, 4.068E+00
 1.701E+01, 7.006E+02, 4.298E+00
 1.800E+01, 7.031E+02, 4.356E+00
 1.901E+01, 7.067E+02, 4.136E+00
 2.001E+01, 7.094E+02, 3.883E+00
 2.100E+01, 7.122E+02, 4.180E+00
 2.201E+01, 7.157E+02, 4.372E+00
 2.300E+01, 7.194E+02, 4.292E+00
 2.402E+01, 7.224E+02, 3.897E+00
 2.501E+01, 7.255E+02, 4.152E+00
 2.602E+01, 7.285E+02, 4.146E+00
 2.701E+01, 7.316E+02, 4.505E+00
 2.800E+01, 7.333E+02, 4.667E+00
 2.900E+01, 7.362E+02, 4.490E+00
 3.000E+01, 7.388E+02, 4.126E+00
 3.100E+01, 7.410E+02, 3.886E+00
 3.200E+01, 7.434E+02, 4.043E+00
 3.300E+01, 7.461E+02, 3.908E+00
 3.400E+01, 7.481E+02, 3.898E+00
 3.500E+01, 7.497E+02, 3.938E+00
 3.600E+01, 7.512E+02, 4.219E+00
 3.701E+01, 7.532E+02, 3.985E+00
 3.802E+01, 7.552E+02, 3.532E+00
 3.901E+01, 7.580E+02, 4.026E+00
 4.002E+01, 7.596E+02, 4.202E+00
 4.100E+01, 7.610E+02, 4.406E+00
 4.201E+01, 7.624E+02, 4.284E+00
 4.302E+01, 7.643E+02, 4.167E+00
 4.401E+01, 7.661E+02, 4.179E+00
 4.501E+01, 7.658E+02, 4.023E+00
