s,m,m/s
 4.600E+01, 7.245E+02, 1.234E+01
 4.701E+01, 7.206E+02, 1.230E+01
 4.800E+01, 7.167E+02, 1.226E+01
 4.902E+01, 7.214E+02, 1.234E+01
 5.002E+01, 7.291E+02, 1.232E+01
 5.100E+01, 7.288E+02, 1.232E+01
 5.201E+01, 7.297E+02, 1.229E+01
 5.301E+01, 7.287E+02, 1.239E+01
 5.401E+01, 7.315E+02, 1.236E+01
 5.502E+01, 7.332E+02, 1.235E+01
 5.601E+01, 7.391E+02, 1.245E+01
 5.702E+01, 7.411E+02, 1.242E+01
 5.803E+01, 7.410E+02, 1.233E+01
 5.901E+01, 7.335E+02, 1.239E+01
 6.001E+01, 7.290E+02, 1.248E+01
 6.102E+01, 7.281E+02, 1.235E+01
 6.201E+01, 7.299E+02, 1.236E+01
 6.301E+01, 7.351E+02, 1.232E+01
 6.402E+01, 7.422E+02, 1.233E+01
 6.500E+01, 7.411E+02, 1.221E+01
 6.601E+01, 7.486E+02, 1.223E+01
 6.702E+01, 7.535E+02, 1.233E+01
 6.802E+01, 7.420E+02, 1.233E+01
 6.900E+01, 7.441E+02, 1.234E+01
 7.002E+01, 7.469E+02, 1.231E+01
 7.102E+01, 7.563E+02, 1.239E+01
 7.201E+01, 7.608E+02, 1.227E+01
 7.300E+01, 7.658E+02, 1.231E+01
 7.400E+01, 7.676E+02, 1.225E+01
 7.502E+01, 7.697E+02, 1.228E+01
 7.600E+01, 7.701E+02, 1.220E+01
 7.701E+01, 7.739E+02, 1.230E+01
 7.800E+01, 7.702E+02, 1.231E+01
 7.902E+01, 7.783E+02, 1.225E+01
 8.001E+01, 7.771E+02, 1.238E+01
 8.101E+01, 7.850E+02, 1.233E+01
 8.201E+01, 7.887E+02, 1.235E+01
 8.302E+01, 7.850E+02, 1.234E+01
 8.401E+01, 7.871E+02, 1.242E+01
 8.502E+01, 7.888E+02, 1.236E+01
 8.600E+01, 7.857E+02, 1.231E+01
 8.701E+01, 7.855E+02, 1.234E+01
 8.801E+01, 7.846E+02, 1.237E+01
 8.901E+01, 7.871E+02, 1.237E+01
 9.000E+01, 7.865E+02, 1.235E+01
 9.102E+01, 7.882E+02, 1.240E+01
 9.202E+01, 7.806E+02, 1.241E+01
 9.301E+01, 7.900E+02, 1.235E+01
 9.402E+01, 7.912E+02, 1.244E+01
 9.502E+01, 7.924E+02, 1.247E+01
 9.600E+01, 7.940E+02, 1.241E+01
 9.701E+01, 7.979E+02, 1.239E+01
 9.802E+01, 8.089E+02, 1.245E+01
 9.901E+01, 8.154E+02, 1.246E+01
 1.000E+02, 8.137E+02, 1.237E+01
 1.010E+02, 8.015E+02, 1.245E+01
 1.020E+02, 8.149E+02, 1.249E+01
 1.030E+02, 8.244E+02, 1.244E+01
 1.040E+02, 8.367E+02, 1.242E+01
 1.050E+02, 8.348E+02, 1.249E+01
 1.060E+02, 8.302E+02, 1.248E+01
 1.070E+02, 8.245E+02, 1.239E+01
 1.080E+02, 8.315E+02, 1.248E+01
 1.090E+02, 8.311E+02, 1.251E+01
 1.100E+02, 8.222E+02, 1.244E+01
 1.110E+02, 8.196E+02, 1.239E+01
 1.120E+02, 8.286E+02, 1.248E+01
 1.130E+02, 8.392E+02, 1.249E+01
 1.140E+02, 8.514E+02, 1.239E+01
 1.150E+02, 8.325E+02, 1.244E+01
 1.160E+02, 8.299E+02, 1.251E+01
 1.170E+02, 8.439E+02, 1.247E+01
 1.180E+02, 8.440E+02, 1.245E+01
 1.190E+02, 8.446E+02, 1.250E+01
 1.200E+02, 8.433E+02, 1.250E+01
 1.210E+02, 8.511E+02, 1.237E+01
 1.220E+02, 8.498E+02, 1.246E+01
 1.230E+02, 8.469E+02, 1.250E+01
 1.240E+02, 8.554E+02, 1.243E+01
 1.250E+02, 8.629E+02, 1.243E+01
 1.260E+02, 8.623E+02, 1.251E+01
 1.270E+02, 8.563E+02, 1.247E+01
 1.280E+02, 8.626E+02, 1.241E+01
 1.290E+02, 8.641E+02, 1.249E+01
 1.300E+02, 8.725E+02, 1.250E+01
 1.310E+02, 8.802E+02, 1.239E+01
 1.320E+02, 8.669E+02, 1.242E+01
 1.330E+02, 8.678E+02, 1.250E+01
 1.340E+02, 8.796E+02, 1.246E+01
 1.350E+02, 8.863E+02, 1.239E+01
 1.360E+02, 8.756E+02, 1.249E+01
 1.370E+02, 8.774E+02, 1.251E+01
 1.380E+02, 8.900E+02, 1.244E+01
 1.390E+02, 8.966E+02, 1.247E+01
 1.400E+02, 8.996E+02, 1.251E+01
 1.410E+02, 8.856E+02, 1.246E+01
 1.420E+02, 8.868E+02, 1.240E+01
 1.430E+02, 8.979E+02, 1.247E+01
 1.440E+02, 9.034E+02, 1.250E+01
 1.450E+02, 9.015E+02, 1.240E+01
 1.460E+02, 8.984E+02, 1.245E+01
 1.470E+02, 9.011E+02, 1.251E+01
 1.480E+02, 9.126E+02, 1.246E+01
 1.490E+02, 9.133E+02, 1.239E+01
 1.500E+02, 9.087E+02, 1.252E+01
 1.510E+02, 9.144E+02, 1.253E+01
 1.520E+02, 9.187E+02, 1.243E+01
 1.530E+02, 9.146E+02, 1.245E+01
 1.540E+02, 9.135E+02, 1.253E+01
 1.550E+02, 9.176E+02, 1.246E+01
 1.560E+02, 9.168E+02, 1.239E+01
 1.570E+02, 9.257E+02, 1.248E+01
 1.580E+02, 9.269E+02, 1.249E+01
 1.590E+02, 9.292E+02, 1.238E+01
 1.600E+02, 9.361E+02, 1.244E+01
 1.610E+02, 9.309E+02, 1.253E+01
 1.620E+02, 9.275E+02, 1.247E+01
 1.630E+02, 9.362E+02, 1.244E+01
 1.640E+02, 9.408E+02, 1.252E+01
 1.650E+02, 9.383E+02, 1.249E+01
