s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 2.930E-01
 2.032E+00, 6.905E+02, 6.615E-01
 3.100E+00, 6.905E+02, 1.041E+00
 4.040E+00, 6.905E+02, 1.410E+00
 5.005E+00, 6.905E+02, 1.757E+00
 6.050E+00, 6.905E+02, 2.154E+00
 7.040E+00, 6.905E+02, 2.603E+00
 8.031E+00, 6.905E+02, 3.029E+00
 9.021E+00, 6.906E+02, 3.337E+00
 1.003E+01, 6.905E+02, 3.656E+00
 1.101E+01, 6.905E+02, 3.810E+00
 1.201E+01, 6.906E+02, 3.699E+00
 1.302E+01, 6.911E+02, 3.474E+00
 1.401E+01, 6.921E+02, 3.241E+00
 1.502E+01, 6.958E+02, 2.970E+00
 1.602E+01, 7.000E+02, 3.203E+00
 1.701E+01, 7.050E+02, 3.653E+00
 1.800E+01, 7.056E+02, 3.659E+00
 1.901E+01, 7.062E+02, 3.541E+00
 2.001E+01, 7.117E+02, 3.442E+00
 2.101E+01, 7.141E+02, 3.802E+00
 2.201E+01, 7.172E+02, 3.687E+00
 2.301E+01, 7.197E+02, 4.237E+00
 2.401E+01, 7.223E+02, 3.948E+00
 2.501E+01, 7.247E+02, 3.766E+00
 2.600E+01, 7.264E+02, 3.849E+00
 2.701E+01, 7.304E+02, 3.330E+00
 2.801E+01, 7.323E+02, 3.796E+00
 2.901E+01, 7.360E+02, 4.074E+00
 3.001E+01, 7.404E+02, 4.279E+00
 3.101E+01, 7.425E+02, 3.620E+00
 3.200E+01, 7.443E+02, 4.028E+00
 3.300E+01, 7.481E+02, 3.628E+00
 3.401E+01, 7.488E+02, 3.757E+00
 3.501E+01, 7.513E+02, 3.636E+00
 3.600E+01, 7.506E+02, 3.620E+00
 3.701E+01, 7.503E+02, 4.212E+00
 3.802E+01, 7.575E+02, 4.493E+00
 3.901E+01, 7.595E+02, 4.292E+00
 4.001E+01, 7.630E+02, 3.983E+00
 4.100E+01, 7.577E+02, 3.114E+00
 4.201E+01, 7.593E+02, 3.102E+00
 4.301E+01, 7.642E+02, 3.614E+00
 4.401E+01, 7.663E+02, 4.165E+00
 4.501E+01, 7.684E+02, 3.504E+00
