s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 1.834E-01
 2.032E+00, 6.905E+02, 4.007E-01
 3.105E+00, 6.905E+02, 6.345E-01
 4.062E+00, 6.905E+02, 8.793E-01
 5.027E+00, 6.905E+02, 1.097E+00
 6.013E+00, 6.905E+02, 1.271E+00
 7.047E+00, 6.905E+02, 1.403E+00
 8.015E+00, 6.905E+02, 1.516E+00
 9.021E+00, 6.905E+02, 1.639E+00
 1.003E+01, 6.905E+02, 1.754E+00
 1.100E+01, 6.905E+02, 1.757E+00
 1.203E+01, 6.905E+02, 1.636E+00
 1.300E+01, 6.905E+02, 1.519E+00
 1.402E+01, 6.905E+02, 1.463E+00
 1.502E+01, 6.911E+02, 1.454E+00
 1.601E+01, 6.922E+02, 1.458E+00
 1.700E+01, 6.935E+02, 1.444E+00
 1.801E+01, 6.944E+02, 1.414E+00
 1.901E+01, 6.950E+02, 1.385E+00
 2.000E+01, 6.962E+02, 1.364E+00
 2.101E+01, 6.977E+02, 1.330E+00
 2.202E+01, 6.991E+02, 1.297E+00
 2.301E+01, 7.013E+02, 1.300E+00
 2.401E+01, 7.027E+02, 1.352E+00
 2.501E+01, 7.042E+02, 1.403E+00
 2.602E+01, 7.059E+02, 1.436E+00
 2.700E+01, 7.078E+02, 1.498E+00
 2.800E+01, 7.092E+02, 1.588E+00
 2.900E+01, 7.101E+02, 1.585E+00
 3.001E+01, 7.114E+02, 1.504E+00
 3.102E+01, 7.130E+02, 1.483E+00
 3.202E+01, 7.156E+02, 1.534E+00
 3.302E+01, 7.164E+02, 1.705E+00
 3.402E+01, 7.189E+02, 1.799E+00
 3.501E+01, 7.201E+02, 1.574E+00
 3.600E+01, 7.222E+02, 1.352E+00
 3.701E+01, 7.235E+02, 1.308E+00
 3.800E+01, 7.253E+02, 1.293E+00
 3.901E+01, 7.269E+02, 1.331E+00
 4.001E+01, 7.275E+02, 1.324E+00
 4.101E+01, 7.287E+02, 1.329E+00
 4.202E+01, 7.303E+02, 1.541E+00
 4.302E+01, 7.329E+02, 1.738E+00
 4.402E+01, 7.340E+02, 1.664E+00
 4.502E+01, 7.363E+02, 1.455E+00
