s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 9.039E-01
 2.114E+00, 6.905E+02, 2.115E+00
 3.062E+00, 6.905E+02, 2.431E+00
 4.009E+00, 6.905E+02, 2.653E+00
 5.003E+00, 6.905E+02, 3.113E+00
 6.030E+00, 6.916E+02, 3.872E+00
 7.001E+00, 6.916E+02, 4.718E+00
 8.021E+00, 6.915E+02, 5.301E+00
 9.005E+00, 6.905E+02, 5.969E+00
 1.001E+01, 6.905E+02, 6.850E+00
 1.100E+01, 6.905E+02, 7.005E+00
 1.201E+01, 6.923E+02, 7.202E+00
 1.301E+01, 6.926E+02, 7.380E+00
 1.401E+01, 6.955E+02, 7.348E+00
 1.501E+01, 6.966E+02, 7.268E+00
 1.600E+01, 7.016E+02, 7.084E+00
 1.701E+01, 7.080E+02, 7.101E+00
 1.802E+01, 7.216E+02, 7.463E+00
 1.900E+01, 7.281E+02, 7.296E+00
 2.002E+01, 7.304E+02, 7.019E+00
 2.100E+01, 7.336E+02, 7.376E+00
 2.200E+01, 7.509E+02, 7.206E+00
 2.300E+01, 7.592E+02, 7.418E+00
 2.400E+01, 7.500E+02, 7.122E+00
 2.501E+01, 7.672E+02, 6.511E+00
 2.601E+01, 7.836E+02, 6.837E+00
 2.700E+01, 7.879E+02, 6.762E+00
 2.801E+01, 7.826E+02, 7.471E+00
 2.900E+01, 7.864E+02, 6.885E+00
 3.001E+01, 7.938E+02, 7.119E+00
 3.101E+01, 8.089E+02, 7.049E+00
 3.200E+01, 8.222E+02, 6.745E+00
 3.301E+01, 8.355E+02, 7.322E+00
 3.401E+01, 8.560E+02, 7.081E+00
 3.501E+01, 8.653E+02, 6.784E+00
 3.601E+01, 8.735E+02, 7.099E+00
 3.701E+01, 8.849E+02, 7.273E+00
 3.801E+01, 8.938E+02, 7.548E+00
 3.900E+01, 9.079E+02, 7.161E+00
 4.000E+01, 9.140E+02, 7.107E+00
 4.101E+01, 9.227E+02, 7.185E+00
 4.200E+01, 9.322E+02, 6.867E+00
 4.300E+01, 9.420E+02, 7.425E+00
 4.400E+01, 9.437E+02, 6.846E+00
