s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 5.897E-01
 2.012E+00, 6.905E+02, 1.389E+00
 3.072E+00, 6.905E+02, 2.154E+00
 4.009E+00, 6.905E+02, 2.921E+00
 5.053E+00, 6.905E+02, 3.725E+00
 6.071E+00, 6.905E+02, 4.612E+00
 7.025E+00, 6.905E+02, 5.487E+00
 8.022E+00, 6.915E+02, 6.333E+00
 9.016E+00, 6.908E+02, 7.863E+00
 1.001E+01, 6.911E+02, 9.510E+00
 1.102E+01, 6.911E+02, 9.616E+00
 1.201E+01, 6.905E+02, 8.852E+00
 1.300E+01, 6.905E+02, 8.617E+00
 1.402E+01, 6.905E+02, 8.479E+00
 1.502E+01, 6.905E+02, 8.551E+00
 1.603E+01, 6.905E+02, 7.963E+00
 1.701E+01, 6.912E+02, 7.512E+00
 1.803E+01, 6.905E+02, 7.894E+00
 1.903E+01, 6.912E+02, 8.919E+00
 2.002E+01, 6.905E+02, 8.541E+00
 2.102E+01, 6.905E+02, 8.347E+00
 2.201E+01, 6.905E+02, 9.062E+00
 2.302E+01, 6.908E+02, 8.750E+00
 2.402E+01, 6.905E+02, 8.890E+00
 2.501E+01, 6.905E+02, 8.719E+00
 2.601E+01, 6.905E+02, 9.360E+00
 2.700E+01, 6.905E+02, 7.388E+00
 2.800E+01, 6.905E+02, 9.374E+00
 2.901E+01, 6.911E+02, 9.726E+00
 3.001E+01, 6.905E+02, 9.157E+00
 3.100E+01, 6.905E+02, 9.292E+00
 3.201E+01, 6.911E+02, 8.406E+00
 3.303E+01, 6.906E+02, 9.556E+00
 3.401E+01, 6.905E+02, 9.522E+00
 3.501E+01, 6.905E+02, 9.671E+00
 3.601E+01, 6.905E+02, 9.716E+00
 3.700E+01, 6.905E+02, 8.860E+00
 3.802E+01, 6.905E+02, 9.413E+00
 3.901E+01, 6.909E+02, 8.389E+00
 4.001E+01, 6.928E+02, 8.308E+00
 4.102E+01, 6.956E+02, 8.267E+00
 4.200E+01, 6.986E+02, 8.699E+00
 4.302E+01, 7.017E+02, 9.132E+00
 4.403E+01, 7.020E+02, 9.146E+00
 4.502E+01, 7.023E+02, 8.804E+00
 4.600E+01, 7.032E+02, 9.228E+00
 4.700E+01, 7.035E+02, 9.057E+00
 4.801E+01, 7.042E+02, 8.893E+00
 4.900E+01, 7.175E+02, 8.587E+00
 5.001E+01, 7.714E+02, 9.467E+00
 5.100E+01, 7.187E+02, 8.392E+00
 5.201E+01, 7.721E+02, 8.492E+00
 5.302E+01, 7.694E+02, 8.759E+00
 5.402E+01, 7.693E+02, 9.426E+00
 5.500E+01, 7.725E+02, 8.782E+00
 5.602E+01, 7.769E+02, 8.080E+00
 5.702E+01, 7.814E+02, 9.187E+00
 5.801E+01, 7.861E+02, 9.096E+00
 5.901E+01, 7.903E+02, 9.265E+00
 6.002E+01, 7.865E+02, 1.062E+01
 6.100E+01, 7.843E+02, 8.870E+00
 6.202E+01, 7.842E+02, 8.900E+00
 6.302E+01, 8.253E+02, 7.741E+00
 6.401E+01, 8.163E+02, 9.373E+00
 6.502E+01, 8.193E+02, 1.027E+01
 6.601E+01, 8.222E+02, 9.013E+00
 6.702E+01, 8.259E+02, 9.180E+00
 6.800E+01, 8.294E+02, 8.397E+00
 6.901E+01, 8.330E+02, 8.712E+00
 7.000E+01, 8.391E+02, 9.067E+00
 7.101E+01, 8.505E+02, 9.114E+00
 7.201E+01, 8.537E+02, 8.172E+00
 7.301E+01, 8.585E+02, 7.739E+00
 7.400E+01, 8.644E+02, 9.456E+00
 7.502E+01, 8.651E+02, 9.501E+00
 7.602E+01, 8.225E+02, 9.575E+00
 7.701E+01, 8.343E+02, 9.087E+00
 7.803E+01, 8.391E+02, 9.173E+00
 7.900E+01, 8.439E+02, 9.406E+00
 8.000E+01, 8.278E+02, 8.768E+00
 8.102E+01, 8.567E+02, 9.456E+00
 8.202E+01, 8.614E+02, 9.786E+00
 8.301E+01, 8.665E+02, 8.701E+00
 8.402E+01, 8.709E+02, 9.193E+00
 8.502E+01, 8.756E+02, 8.820E+00
 8.601E+01, 8.811E+02, 8.757E+00
 8.703E+01, 8.849E+02, 8.464E+00
 8.801E+01, 8.913E+02, 7.598E+00
 8.900E+01, 8.971E+02, 8.978E+00
 9.001E+01, 9.017E+02, 9.082E+00
 9.102E+01, 9.060E+02, 9.071E+00
 9.201E+01, 9.114E+02, 9.054E+00
 9.301E+01, 9.166E+02, 9.240E+00
 9.400E+01, 9.214E+02, 9.130E+00
