s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.397E+02, 1.813E-01
 2.012E+00, 6.905E+02, 3.826E-01
 3.130E+00, 6.905E+02, 5.863E-01
 4.025E+00, 6.905E+02, 7.935E-01
 5.069E+00, 6.905E+02, 9.818E-01
 6.021E+00, 6.905E+02, 1.179E+00
 7.037E+00, 6.905E+02, 1.382E+00
 8.023E+00, 6.905E+02, 1.618E+00
 9.036E+00, 6.905E+02, 1.879E+00
 1.005E+01, 6.905E+02, 2.105E+00
 1.100E+01, 6.911E+02, 2.184E+00
 1.203E+01, 6.905E+02, 2.139E+00
 1.305E+01, 6.905E+02, 2.031E+00
 1.400E+01, 6.910E+02, 2.096E+00
 1.506E+01, 6.911E+02, 2.290E+00
 1.602E+01, 6.905E+02, 2.285E+00
 1.706E+01, 6.905E+02, 2.317E+00
 1.802E+01, 6.908E+02, 2.209E+00
 1.906E+01, 6.908E+02, 2.089E+00
 2.002E+01, 6.915E+02, 1.956E+00
 2.101E+01, 6.905E+02, 1.861E+00
 2.201E+01, 6.905E+02, 2.076E+00
 2.302E+01, 6.910E+02, 2.288E+00
 2.403E+01, 6.933E+02, 2.492E+00
 2.501E+01, 6.945E+02, 2.414E+00
 2.603E+01, 6.905E+02, 2.529E+00
 2.706E+01, 6.905E+02, 2.487E+00
 2.805E+01, 6.905E+02, 2.520E+00
 2.904E+01, 6.905E+02, 2.344E+00
 3.003E+01, 6.910E+02, 2.507E+00
 3.104E+01, 6.932E+02, 2.367E+00
 3.205E+01, 6.910E+02, 2.476E+00
 3.307E+01, 6.909E+02, 2.466E+00
 3.401E+01, 6.940E+02, 2.466E+00
 3.501E+01, 6.958E+02, 2.390E+00
 3.605E+01, 6.924E+02, 2.332E+00
 3.700E+01, 6.957E+02, 2.315E+00
 3.804E+01, 6.912E+02, 2.475E+00
 3.908E+01, 6.905E+02, 2.576E+00
 4.003E+01, 6.905E+02, 2.340E+00
 4.107E+01, 6.905E+02, 2.395E+00
 4.203E+01, 6.905E+02, 2.565E+00
 4.306E+01, 6.905E+02, 2.380E+00
 4.402E+01, 6.905E+02, 2.498E+00
 4.506E+01, 6.905E+02, 2.516E+00
