s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 8.763E-01
 2.098E+00, 6.905E+02, 2.115E+00
 3.010E+00, 6.905E+02, 3.163E+00
 4.027E+00, 6.905E+02, 4.341E+00
 5.008E+00, 6.905E+02, 5.568E+00
 6.005E+00, 6.912E+02, 6.776E+00
 7.024E+00, 6.908E+02, 9.044E+00
 8.012E+00, 6.905E+02, 1.004E+01
 9.016E+00, 6.905E+02, 1.157E+01
 1.001E+01, 6.905E+02, 1.256E+01
 1.101E+01, 6.905E+02, 1.427E+01
 1.201E+01, 6.913E+02, 1.387E+01
 1.300E+01, 6.907E+02, 1.295E+01
 1.400E+01, 6.942E+02, 1.335E+01
 1.500E+01, 7.003E+02, 1.343E+01
 1.600E+01, 7.057E+02, 1.325E+01
 1.701E+01, 7.122E+02, 1.329E+01
 1.801E+01, 7.224E+02, 1.324E+01
 1.901E+01, 7.271E+02, 1.575E+01
 2.001E+01, 7.311E+02, 1.404E+01
 2.101E+01, 7.300E+02, 1.345E+01
 2.202E+01, 7.293E+02, 1.286E+01
 2.302E+01, 7.347E+02, 1.251E+01
 2.401E+01, 7.373E+02, 1.265E+01
 2.500E+01, 7.537E+02, 1.274E+01
 2.601E+01, 7.494E+02, 1.307E+01
 2.700E+01, 7.592E+02, 1.384E+01
 2.800E+01, 7.681E+02, 1.339E+01
 2.901E+01, 7.675E+02, 1.238E+01
 3.001E+01, 7.822E+02, 1.388E+01
 3.101E+01, 7.881E+02, 1.283E+01
 3.200E+01, 7.924E+02, 1.318E+01
 3.301E+01, 8.040E+02, 1.239E+01
 3.400E+01, 8.066E+02, 1.283E+01
 3.500E+01, 8.178E+02, 1.268E+01
 3.600E+01, 8.048E+02, 1.429E+01
 3.700E+01, 7.699E+02, 1.393E+01
 3.801E+01, 7.795E+02, 1.309E+01
 3.901E+01, 7.930E+02, 1.423E+01
 4.001E+01, 7.788E+02, 1.309E+01
 4.100E+01, 7.771E+02, 1.331E+01
 4.200E+01, 8.331E+02, 1.331E+01
 4.300E+01, 8.657E+02, 1.377E+01
 4.401E+01, 8.039E+02, 1.318E+01
 4.500E+01, 7.999E+02, 1.366E+01
 4.601E+01, 8.606E+02, 1.429E+01
 4.700E+01, 9.052E+02, 1.233E+01
 4.800E+01, 9.192E+02, 1.273E+01
 4.900E+01, 9.255E+02, 1.217E+01
 5.001E+01, 9.361E+02, 1.303E+01
