s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 2.919E-01
 2.032E+00, 6.905E+02, 6.473E-01
 3.102E+00, 6.905E+02, 9.919E-01
 4.050E+00, 6.905E+02, 1.324E+00
 5.016E+00, 6.905E+02, 1.644E+00
 6.033E+00, 6.905E+02, 1.994E+00
 7.050E+00, 6.905E+02, 2.378E+00
 8.048E+00, 6.905E+02, 2.752E+00
 9.011E+00, 6.906E+02, 3.100E+00
 1.001E+01, 6.905E+02, 3.466E+00
 1.101E+01, 6.916E+02, 3.664E+00
 1.202E+01, 6.905E+02, 3.707E+00
 1.302E+01, 6.905E+02, 3.799E+00
 1.401E+01, 6.913E+02, 3.831E+00
 1.500E+01, 6.910E+02, 3.768E+00
 1.602E+01, 6.945E+02, 3.878E+00
 1.701E+01, 6.974E+02, 3.859E+00
 1.801E+01, 7.000E+02, 3.721E+00
 1.901E+01, 7.032E+02, 3.742E+00
 2.000E+01, 7.075E+02, 3.806E+00
 2.101E+01, 7.102E+02, 3.794E+00
 2.201E+01, 7.128E+02, 3.707E+00
 2.301E+01, 7.165E+02, 3.713E+00
 2.401E+01, 7.193E+02, 3.898E+00
 2.501E+01, 7.222E+02, 3.922E+00
 2.601E+01, 7.246E+02, 3.664E+00
 2.701E+01, 7.285E+02, 3.483E+00
 2.801E+01, 7.328E+02, 3.575E+00
 2.902E+01, 7.364E+02, 3.635E+00
 3.000E+01, 7.391E+02, 3.898E+00
 3.101E+01, 7.421E+02, 3.811E+00
 3.201E+01, 7.448E+02, 3.650E+00
 3.301E+01, 7.479E+02, 3.703E+00
 3.401E+01, 7.497E+02, 3.670E+00
 3.502E+01, 7.523E+02, 3.871E+00
 3.601E+01, 7.554E+02, 3.834E+00
 3.702E+01, 7.581E+02, 3.726E+00
 3.800E+01, 7.612E+02, 3.913E+00
 3.901E+01, 7.629E+02, 3.758E+00
 4.000E+01, 7.646E+02, 3.514E+00
 4.101E+01, 7.673E+02, 3.432E+00
 4.201E+01, 7.698E+02, 3.614E+00
 4.300E+01, 7.740E+02, 3.770E+00
 4.401E+01, 7.772E+02, 3.587E+00
 4.501E+01, 7.781E+02, 3.723E+00
 4.601E+01, 7.810E+02, 3.859E+00
 4.700E+01, 7.811E+02, 3.951E+00
 4.802E+01, 7.842E+02, 4.008E+00
 4.901E+01, 7.881E+02, 4.015E+00
 5.002E+01, 7.904E+02, 4.030E+00
 5.101E+01, 7.923E+02, 4.139E+00
 5.201E+01, 7.955E+02, 4.001E+00
 5.301E+01, 7.991E+02, 3.837E+00
 5.401E+01, 8.029E+02, 3.785E+00
 5.501E+01, 8.052E+02, 3.664E+00
 5.601E+01, 8.099E+02, 3.394E+00
 5.702E+01, 8.109E+02, 3.638E+00
 5.801E+01, 8.127E+02, 3.466E+00
 5.900E+01, 8.150E+02, 3.340E+00
 6.001E+01, 8.173E+02, 3.387E+00
 6.100E+01, 8.198E+02, 3.546E+00
 6.201E+01, 8.244E+02, 3.496E+00
 6.301E+01, 8.270E+02, 3.253E+00
 6.401E+01, 8.311E+02, 3.688E+00
 6.501E+01, 8.339E+02, 3.603E+00
 6.602E+01, 8.374E+02, 3.657E+00
 6.701E+01, 8.397E+02, 3.566E+00
 6.801E+01, 8.419E+02, 3.714E+00
 6.901E+01, 8.463E+02, 3.923E+00
 7.001E+01, 8.510E+02, 3.609E+00
 7.101E+01, 8.539E+02, 3.877E+00
 7.201E+01, 8.578E+02, 3.546E+00
 7.300E+01, 8.599E+02, 3.609E+00
 7.401E+01, 8.633E+02, 3.703E+00
 7.501E+01, 8.667E+02, 3.468E+00
 7.601E+01, 8.690E+02, 3.600E+00
 7.700E+01, 8.719E+02, 3.703E+00
 7.801E+01, 8.755E+02, 3.892E+00
 7.900E+01, 8.785E+02, 3.727E+00
 8.002E+01, 8.810E+02, 3.662E+00
 8.101E+01, 8.841E+02, 3.804E+00
 8.201E+01, 8.868E+02, 3.882E+00
 8.301E+01, 8.894E+02, 3.502E+00
 8.401E+01, 8.927E+02, 3.750E+00
 8.501E+01, 8.952E+02, 3.696E+00
 8.601E+01, 8.976E+02, 3.642E+00
 8.701E+01, 9.001E+02, 3.508E+00
 8.802E+01, 9.030E+02, 3.771E+00
 8.902E+01, 9.058E+02, 3.848E+00
 9.001E+01, 9.091E+02, 3.798E+00
 9.102E+01, 9.120E+02, 3.825E+00
 9.201E+01, 9.143E+02, 3.702E+00
 9.301E+01, 9.165E+02, 3.744E+00
 9.401E+01, 9.194E+02, 4.025E+00
 9.500E+01, 9.223E+02, 3.776E+00
 9.602E+01, 9.243E+02, 3.716E+00
 9.701E+01, 9.263E+02, 3.931E+00
 9.801E+01, 9.291E+02, 3.874E+00
 9.901E+01, 9.318E+02, 3.795E+00
 1.000E+02, 9.341E+02, 3.599E+00
 1.010E+02, 9.364E+02, 3.554E+00
 1.020E+02, 9.384E+02, 3.725E+00
 1.030E+02, 9.410E+02, 3.768E+00
 1.040E+02, 9.433E+02, 4.044E+00
 1.050E+02, 9.461E+02, 4.000E+00
