s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 2.906E-01
 2.012E+00, 6.905E+02, 6.543E-01
 3.130E+00, 6.905E+02, 1.024E+00
 4.025E+00, 6.905E+02, 1.376E+00
 5.069E+00, 6.905E+02, 1.682E+00
 6.040E+00, 6.905E+02, 1.995E+00
 7.024E+00, 6.905E+02, 2.348E+00
 8.000E+00, 6.905E+02, 2.761E+00
 9.008E+00, 6.905E+02, 3.102E+00
 1.007E+01, 6.911E+02, 3.423E+00
 1.104E+01, 6.907E+02, 3.519E+00
 1.205E+01, 6.906E+02, 4.093E+00
 1.304E+01, 6.915E+02, 4.333E+00
 1.400E+01, 6.905E+02, 4.089E+00
 1.505E+01, 6.905E+02, 4.072E+00
 1.603E+01, 6.905E+02, 4.740E+00
 1.704E+01, 6.905E+02, 4.021E+00
 1.806E+01, 6.906E+02, 3.554E+00
 1.902E+01, 6.906E+02, 3.818E+00
 2.006E+01, 6.905E+02, 4.011E+00
 2.103E+01, 6.905E+02, 3.961E+00
 2.202E+01, 6.908E+02, 4.350E+00
 2.305E+01, 6.905E+02, 3.525E+00
 2.402E+01, 6.905E+02, 3.442E+00
 2.502E+01, 6.906E+02, 3.781E+00
 2.603E+01, 6.907E+02, 3.846E+00
 2.702E+01, 6.905E+02, 4.414E+00
 2.801E+01, 6.906E+02, 4.269E+00
 2.904E+01, 6.905E+02, 3.633E+00
 3.002E+01, 6.907E+02, 4.163E+00
 3.105E+01, 6.907E+02, 3.751E+00
 3.202E+01, 6.905E+02, 3.654E+00
 3.302E+01, 6.905E+02, 4.111E+00
 3.405E+01, 6.905E+02, 4.075E+00
 3.505E+01, 6.912E+02, 3.778E+00
 3.605E+01, 6.914E+02, 3.396E+00
 3.705E+01, 6.905E+02, 3.452E+00
 3.804E+01, 6.911E+02, 3.656E+00
 3.902E+01, 6.980E+02, 3.656E+00
 4.003E+01, 6.996E+02, 3.633E+00
 4.106E+01, 7.004E+02, 3.231E+00
 4.205E+01, 7.002E+02, 4.076E+00
 4.300E+01, 7.025E+02, 3.614E+00
 4.402E+01, 7.019E+02, 3.900E+00
 4.501E+01, 7.050E+02, 3.943E+00
