s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 8.271E+02, 5.899E-01
 2.012E+00, 6.905E+02, 1.395E+00
 3.130E+00, 6.905E+02, 2.196E+00
 4.009E+00, 6.905E+02, 2.970E+00
 5.054E+00, 6.905E+02, 3.746E+00
 6.011E+00, 6.905E+02, 4.552E+00
 7.019E+00, 6.905E+02, 5.362E+00
 8.039E+00, 6.918E+02, 6.166E+00
 9.029E+00, 6.916E+02, 7.030E+00
 1.003E+01, 6.908E+02, 7.901E+00
 1.102E+01, 6.905E+02, 8.580E+00
 1.203E+01, 6.905E+02, 8.956E+00
 1.301E+01, 6.905E+02, 8.102E+00
 1.401E+01, 6.905E+02, 8.725E+00
 1.503E+01, 6.905E+02, 8.917E+00
 1.603E+01, 6.905E+02, 8.676E+00
 1.701E+01, 6.914E+02, 8.996E+00
 1.800E+01, 6.915E+02, 8.035E+00
 1.900E+01, 6.907E+02, 8.660E+00
 2.002E+01, 6.941E+02, 7.983E+00
 2.101E+01, 6.987E+02, 8.789E+00
 2.201E+01, 6.910E+02, 8.026E+00
 2.301E+01, 6.927E+02, 8.232E+00
 2.402E+01, 6.925E+02, 7.988E+00
 2.501E+01, 6.929E+02, 8.244E+00
 2.601E+01, 6.919E+02, 8.124E+00
 2.702E+01, 6.905E+02, 8.398E+00
 2.802E+01, 6.905E+02, 9.121E+00
 2.902E+01, 6.914E+02, 8.393E+00
 3.001E+01, 6.937E+02, 7.572E+00
 3.102E+01, 6.948E+02, 8.312E+00
 3.200E+01, 6.928E+02, 8.843E+00
 3.301E+01, 6.909E+02, 8.562E+00
 3.402E+01, 6.905E+02, 8.034E+00
 3.502E+01, 6.905E+02, 7.682E+00
 3.601E+01, 6.905E+02, 8.272E+00
 3.701E+01, 6.915E+02, 9.380E+00
 3.800E+01, 6.905E+02, 9.395E+00
 3.903E+01, 6.905E+02, 9.168E+00
 4.000E+01, 6.905E+02, 8.741E+00
 4.101E+01, 6.905E+02, 8.922E+00
 4.201E+01, 6.905E+02, 8.226E+00
 4.303E+01, 6.910E+02, 8.471E+00
 4.401E+01, 6.911E+02, 8.612E+00
 4.501E+01, 6.905E+02, 8.447E+00
