s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.989E+02, 2.905E-01
 2.012E+00, 6.905E+02, 6.576E-01
 3.130E+00, 6.905E+02, 1.048E+00
 4.025E+00, 6.905E+02, 1.439E+00
 5.070E+00, 6.905E+02, 1.784E+00
 6.030E+00, 6.905E+02, 2.177E+00
 7.058E+00, 6.905E+02, 2.640E+00
 8.017E+00, 6.905E+02, 3.136E+00
 9.045E+00, 6.905E+02, 3.497E+00
 1.000E+01, 6.905E+02, 3.522E+00
 1.103E+01, 6.905E+02, 3.575E+00
 1.205E+01, 6.906E+02, 3.553E+00
 1.301E+01, 6.905E+02, 3.657E+00
 1.403E+01, 6.905E+02, 3.734E+00
 1.500E+01, 6.905E+02, 3.277E+00
 1.600E+01, 6.905E+02, 4.364E+00
 1.701E+01, 6.906E+02, 3.846E+00
 1.801E+01, 6.905E+02, 3.477E+00
 1.905E+01, 6.905E+02, 2.998E+00
 2.005E+01, 6.905E+02, 3.497E+00
 2.101E+01, 6.905E+02, 3.256E+00
 2.200E+01, 6.910E+02, 4.293E+00
 2.304E+01, 6.905E+02, 4.439E+00
 2.403E+01, 6.917E+02, 4.777E+00
 2.506E+01, 6.921E+02, 3.883E+00
 2.603E+01, 6.906E+02, 4.379E+00
 2.704E+01, 6.906E+02, 4.643E+00
 2.801E+01, 6.905E+02, 5.028E+00
 2.906E+01, 6.906E+02, 3.762E+00
 3.000E+01, 6.905E+02, 4.244E+00
 3.104E+01, 6.905E+02, 4.175E+00
 3.202E+01, 6.905E+02, 3.223E+00
 3.304E+01, 6.905E+02, 3.544E+00
 3.404E+01, 6.905E+02, 4.109E+00
 3.507E+01, 6.905E+02, 3.092E+00
 3.607E+01, 6.905E+02, 3.969E+00
 3.705E+01, 6.905E+02, 3.539E+00
 3.803E+01, 6.905E+02, 4.913E+00
 3.906E+01, 6.905E+02, 4.834E+00
 4.004E+01, 6.905E+02, 3.623E+00
 4.106E+01, 6.905E+02, 4.224E+00
 4.208E+01, 6.905E+02, 4.154E+00
 4.302E+01, 6.905E+02, 4.042E+00
 4.407E+01, 6.931E+02, 4.590E+00
 4.504E+01, 6.991E+02, 4.617E+00
