s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 5.900E-01
 2.132E+00, 6.905E+02, 1.431E+00
 3.050E+00, 6.905E+02, 2.150E+00
 4.018E+00, 6.905E+02, 2.884E+00
 5.006E+00, 6.905E+02, 3.689E+00
 6.007E+00, 6.905E+02, 4.511E+00
 7.017E+00, 6.906E+02, 5.226E+00
 8.006E+00, 6.911E+02, 5.611E+00
 9.025E+00, 6.907E+02, 6.448E+00
 1.002E+01, 6.905E+02, 7.643E+00
 1.101E+01, 6.905E+02, 8.936E+00
 1.203E+01, 6.905E+02, 8.490E+00
 1.301E+01, 6.909E+02, 9.068E+00
 1.400E+01, 6.908E+02, 9.338E+00
 1.501E+01, 6.920E+02, 9.112E+00
 1.601E+01, 6.945E+02, 9.825E+00
 1.700E+01, 6.979E+02, 9.124E+00
 1.801E+01, 7.089E+02, 9.469E+00
 1.901E+01, 7.198E+02, 8.470E+00
 2.001E+01, 7.295E+02, 8.788E+00
 2.100E+01, 7.332E+02, 8.694E+00
 2.201E+01, 7.384E+02, 9.655E+00
 2.301E+01, 7.446E+02, 9.042E+00
 2.401E+01, 7.505E+02, 8.780E+00
 2.501E+01, 7.556E+02, 8.905E+00
 2.600E+01, 7.576E+02, 8.304E+00
 2.701E+01, 7.631E+02, 8.702E+00
 2.800E+01, 7.674E+02, 7.951E+00
 2.901E+01, 7.769E+02, 7.575E+00
 3.001E+01, 7.828E+02, 8.728E+00
 3.101E+01, 7.903E+02, 8.175E+00
 3.201E+01, 8.036E+02, 8.164E+00
 3.300E+01, 8.040E+02, 7.800E+00
 3.400E+01, 8.122E+02, 8.673E+00
 3.501E+01, 8.108E+02, 8.566E+00
 3.601E+01, 8.229E+02, 8.702E+00
 3.700E+01, 8.366E+02, 9.916E+00
 3.801E+01, 8.419E+02, 9.042E+00
 3.901E+01, 8.412E+02, 8.786E+00
 4.001E+01, 8.514E+02, 9.267E+00
 4.101E+01, 8.543E+02, 9.091E+00
 4.200E+01, 8.580E+02, 8.386E+00
 4.301E+01, 8.659E+02, 9.194E+00
 4.401E+01, 8.798E+02, 8.055E+00
 4.500E+01, 8.879E+02, 8.362E+00
 4.601E+01, 8.921E+02, 9.104E+00
 4.700E+01, 9.043E+02, 8.640E+00
 4.800E+01, 9.135E+02, 9.368E+00
 4.901E+01, 9.199E+02, 7.750E+00
 5.001E+01, 9.276E+02, 7.539E+00
 5.101E+01, 9.340E+02, 7.727E+00
 5.200E+01, 9.431E+02, 9.364E+00
