s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.397E+02, 5.948E-01
 2.012E+00, 6.905E+02, 1.449E+00
 3.103E+00, 6.905E+02, 2.304E+00
 4.067E+00, 6.905E+02, 3.182E+00
 5.039E+00, 6.905E+02, 4.065E+00
 6.049E+00, 6.905E+02, 4.883E+00
 7.012E+00, 6.905E+02, 5.459E+00
 8.024E+00, 6.924E+02, 6.393E+00
 9.024E+00, 6.923E+02, 7.337E+00
 1.002E+01, 6.905E+02, 1.004E+01
 1.102E+01, 6.905E+02, 9.480E+00
 1.200E+01, 6.905E+02, 9.394E+00
 1.300E+01, 6.905E+02, 9.463E+00
 1.401E+01, 6.905E+02, 9.945E+00
 1.501E+01, 6.906E+02, 1.014E+01
 1.602E+01, 6.907E+02, 1.105E+01
 1.702E+01, 6.914E+02, 8.874E+00
 1.802E+01, 6.905E+02, 9.968E+00
 1.900E+01, 6.905E+02, 9.787E+00
 2.001E+01, 6.905E+02, 1.096E+01
 2.102E+01, 6.905E+02, 9.835E+00
 2.201E+01, 6.905E+02, 8.707E+00
 2.301E+01, 6.905E+02, 8.753E+00
 2.401E+01, 6.906E+02, 1.022E+01
 2.502E+01, 6.905E+02, 9.288E+00
 2.600E+01, 6.905E+02, 1.073E+01
 2.701E+01, 6.905E+02, 9.718E+00
 2.800E+01, 6.905E+02, 8.332E+00
 2.902E+01, 6.908E+02, 7.786E+00
 3.002E+01, 6.905E+02, 8.712E+00
 3.100E+01, 6.905E+02, 8.862E+00
 3.201E+01, 6.905E+02, 1.001E+01
 3.302E+01, 6.905E+02, 7.733E+00
 3.401E+01, 6.905E+02, 8.596E+00
 3.501E+01, 6.905E+02, 1.059E+01
 3.601E+01, 6.905E+02, 8.864E+00
 3.700E+01, 6.918E+02, 1.013E+01
 3.801E+01, 6.925E+02, 9.376E+00
 3.901E+01, 6.922E+02, 8.721E+00
 4.001E+01, 6.915E+02, 1.105E+01
 4.100E+01, 6.944E+02, 7.905E+00
 4.202E+01, 6.952E+02, 8.641E+00
 4.301E+01, 6.935E+02, 1.074E+01
 4.402E+01, 6.929E+02, 8.185E+00
 4.502E+01, 6.930E+02, 9.693E+00
