s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 5.964E-01
 2.032E+00, 6.905E+02, 1.471E+00
 3.014E+00, 6.905E+02, 2.277E+00
 4.074E+00, 6.905E+02, 3.125E+00
 5.041E+00, 6.905E+02, 4.060E+00
 6.020E+00, 6.905E+02, 4.907E+00
 7.025E+00, 6.905E+02, 5.590E+00
 8.001E+00, 6.908E+02, 6.303E+00
 9.006E+00, 6.908E+02, 6.796E+00
 1.001E+01, 6.905E+02, 6.477E+00
 1.100E+01, 6.905E+02, 8.292E+00
 1.203E+01, 6.905E+02, 7.771E+00
 1.301E+01, 6.905E+02, 9.415E+00
 1.402E+01, 6.905E+02, 8.475E+00
 1.501E+01, 6.906E+02, 8.761E+00
 1.601E+01, 6.914E+02, 6.509E+00
 1.701E+01, 6.949E+02, 8.064E+00
 1.800E+01, 7.019E+02, 8.395E+00
 1.901E+01, 7.063E+02, 8.054E+00
 2.001E+01, 7.119E+02, 8.114E+00
 2.100E+01, 7.187E+02, 7.894E+00
 2.200E+01, 7.260E+02, 8.461E+00
 2.300E+01, 7.305E+02, 9.100E+00
 2.401E+01, 7.347E+02, 8.070E+00
 2.501E+01, 7.369E+02, 6.898E+00
 2.600E+01, 7.440E+02, 8.535E+00
 2.701E+01, 7.502E+02, 7.257E+00
 2.801E+01, 7.497E+02, 8.105E+00
 2.901E+01, 7.515E+02, 9.618E+00
 3.001E+01, 7.568E+02, 7.801E+00
 3.101E+01, 7.740E+02, 7.735E+00
 3.201E+01, 7.833E+02, 7.297E+00
 3.301E+01, 7.651E+02, 8.186E+00
 3.401E+01, 7.837E+02, 8.113E+00
 3.500E+01, 7.987E+02, 9.681E+00
 3.601E+01, 8.049E+02, 7.438E+00
 3.700E+01, 8.166E+02, 8.889E+00
 3.800E+01, 8.043E+02, 9.456E+00
 3.900E+01, 8.250E+02, 9.847E+00
 4.000E+01, 8.306E+02, 7.551E+00
 4.101E+01, 8.335E+02, 9.037E+00
 4.201E+01, 8.388E+02, 7.544E+00
 4.301E+01, 8.462E+02, 9.133E+00
 4.401E+01, 8.555E+02, 9.071E+00
 4.500E+01, 8.630E+02, 8.127E+00
 4.601E+01, 8.694E+02, 9.511E+00
 4.701E+01, 8.717E+02, 1.043E+01
 4.801E+01, 8.806E+02, 9.605E+00
 4.901E+01, 8.852E+02, 7.455E+00
 5.000E+01, 8.961E+02, 8.105E+00
 5.101E+01, 9.062E+02, 7.884E+00
 5.200E+01, 9.091E+02, 8.769E+00
 5.300E+01, 9.091E+02, 9.959E+00
 5.401E+01, 9.149E+02, 8.640E+00
 5.500E+01, 9.229E+02, 8.570E+00
 5.600E+01, 9.365E+02, 1.015E+01
 5.701E+01, 9.382E+02, 8.926E+00
 5.801E+01, 8.765E+02, 8.571E+00
 5.900E+01, 9.008E+02, 9.320E+00
