s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 5.902E-01
 2.032E+00, 6.905E+02, 1.405E+00
 3.083E+00, 6.905E+02, 2.152E+00
 4.019E+00, 6.905E+02, 2.920E+00
 5.039E+00, 6.905E+02, 3.715E+00
 6.037E+00, 6.905E+02, 4.534E+00
 7.001E+00, 6.906E+02, 5.352E+00
 8.005E+00, 6.911E+02, 6.228E+00
 9.002E+00, 6.919E+02, 7.253E+00
 1.002E+01, 6.912E+02, 8.177E+00
 1.101E+01, 6.906E+02, 8.549E+00
 1.203E+01, 6.905E+02, 8.462E+00
 1.302E+01, 6.921E+02, 8.657E+00
 1.402E+01, 6.905E+02, 8.534E+00
 1.502E+01, 6.905E+02, 8.208E+00
 1.600E+01, 6.911E+02, 8.240E+00
 1.700E+01, 6.933E+02, 8.060E+00
 1.800E+01, 6.970E+02, 8.536E+00
 1.901E+01, 7.064E+02, 8.231E+00
 2.001E+01, 7.089E+02, 7.887E+00
 2.101E+01, 7.140E+02, 8.307E+00
 2.201E+01, 7.223E+02, 8.543E+00
 2.301E+01, 7.280E+02, 8.494E+00
 2.401E+01, 7.313E+02, 9.011E+00
 2.500E+01, 7.357E+02, 8.345E+00
 2.600E+01, 7.437E+02, 8.710E+00
 2.700E+01, 7.510E+02, 8.639E+00
 2.801E+01, 7.551E+02, 8.321E+00
 2.900E+01, 7.598E+02, 8.645E+00
 3.001E+01, 7.665E+02, 8.254E+00
 3.101E+01, 7.761E+02, 7.988E+00
 3.200E+01, 7.810E+02, 8.170E+00
 3.300E+01, 7.917E+02, 8.132E+00
 3.400E+01, 7.945E+02, 8.204E+00
 3.500E+01, 8.051E+02, 8.612E+00
 3.600E+01, 8.112E+02, 8.315E+00
 3.700E+01, 8.175E+02, 8.244E+00
 3.801E+01, 8.281E+02, 8.491E+00
 3.901E+01, 8.358E+02, 8.738E+00
 4.000E+01, 8.438E+02, 9.159E+00
 4.100E+01, 8.498E+02, 8.508E+00
 4.200E+01, 8.562E+02, 8.189E+00
 4.300E+01, 8.648E+02, 8.051E+00
 4.400E+01, 8.727E+02, 8.552E+00
 4.501E+01, 8.803E+02, 8.346E+00
 4.600E+01, 8.863E+02, 8.295E+00
 4.701E+01, 8.927E+02, 8.347E+00
 4.801E+01, 8.970E+02, 8.275E+00
 4.900E+01, 9.041E+02, 8.140E+00
 5.000E+01, 9.103E+02, 8.114E+00
 5.100E+01, 9.161E+02, 7.749E+00
 5.201E+01, 9.247E+02, 8.165E+00
 5.300E+01, 9.298E+02, 8.664E+00
 5.401E+01, 9.355E+02, 8.839E+00
 5.501E+01, 9.409E+02, 8.778E+00
 5.601E+01, 9.452E+02, 8.605E+00
