s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 8.271E+02, 1.809E-01
 2.012E+00, 6.905E+02, 3.774E-01
 3.130E+00, 6.905E+02, 5.688E-01
 4.164E+00, 6.905E+02, 7.700E-01
 5.054E+00, 6.905E+02, 9.396E-01
 6.011E+00, 6.905E+02, 1.109E+00
 7.041E+00, 6.905E+02, 1.294E+00
 8.012E+00, 6.905E+02, 1.493E+00
 9.051E+00, 6.905E+02, 1.706E+00
 1.001E+01, 6.905E+02, 1.921E+00
 1.102E+01, 6.906E+02, 2.013E+00
 1.202E+01, 6.905E+02, 2.006E+00
 1.305E+01, 6.905E+02, 2.003E+00
 1.403E+01, 6.905E+02, 2.015E+00
 1.502E+01, 6.905E+02, 2.024E+00
 1.601E+01, 6.909E+02, 2.018E+00
 1.705E+01, 6.905E+02, 2.028E+00
 1.801E+01, 6.905E+02, 2.079E+00
 1.904E+01, 6.908E+02, 2.126E+00
 2.002E+01, 6.907E+02, 2.131E+00
 2.105E+01, 6.908E+02, 2.139E+00
 2.206E+01, 6.905E+02, 2.193E+00
 2.300E+01, 6.905E+02, 2.240E+00
 2.401E+01, 6.905E+02, 2.249E+00
 2.502E+01, 6.905E+02, 2.233E+00
 2.605E+01, 6.905E+02, 2.199E+00
 2.702E+01, 6.909E+02, 2.179E+00
 2.805E+01, 6.907E+02, 2.178E+00
 2.904E+01, 6.917E+02, 2.198E+00
 3.002E+01, 6.906E+02, 2.231E+00
 3.105E+01, 6.909E+02, 2.266E+00
 3.201E+01, 6.931E+02, 2.315E+00
 3.303E+01, 6.908E+02, 2.349E+00
 3.402E+01, 6.905E+02, 2.346E+00
 3.504E+01, 6.906E+02, 2.273E+00
 3.607E+01, 6.923E+02, 2.117E+00
 3.702E+01, 6.940E+02, 1.891E+00
 3.805E+01, 6.957E+02, 1.836E+00
 3.907E+01, 6.968E+02, 1.876E+00
 4.002E+01, 6.953E+02, 1.883E+00
 4.106E+01, 6.916E+02, 1.949E+00
 4.209E+01, 6.925E+02, 2.008E+00
 4.304E+01, 6.921E+02, 2.098E+00
 4.407E+01, 6.905E+02, 2.148E+00
 4.504E+01, 6.905E+02, 2.166E+00
