s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.833E+02, 5.947E-01
 2.131E+00, 6.905E+02, 1.466E+00
 3.048E+00, 6.905E+02, 2.200E+00
 4.015E+00, 6.905E+02, 2.910E+00
 5.003E+00, 6.905E+02, 3.739E+00
 6.003E+00, 6.905E+02, 4.558E+00
 7.013E+00, 6.910E+02, 5.276E+00
 8.026E+00, 6.911E+02, 6.797E+00
 9.007E+00, 6.907E+02, 7.892E+00
 1.001E+01, 6.905E+02, 8.452E+00
 1.100E+01, 6.905E+02, 9.035E+00
 1.202E+01, 6.905E+02, 8.949E+00
 1.301E+01, 6.905E+02, 9.319E+00
 1.402E+01, 6.918E+02, 9.482E+00
 1.502E+01, 6.945E+02, 8.505E+00
 1.600E+01, 6.971E+02, 9.290E+00
 1.701E+01, 6.986E+02, 8.355E+00
 1.800E+01, 7.047E+02, 9.075E+00
 1.901E+01, 7.093E+02, 8.551E+00
 2.001E+01, 7.181E+02, 8.742E+00
 2.101E+01, 7.253E+02, 7.995E+00
 2.200E+01, 7.274E+02, 8.888E+00
 2.300E+01, 7.335E+02, 9.415E+00
 2.401E+01, 7.394E+02, 9.020E+00
 2.501E+01, 7.451E+02, 8.801E+00
 2.601E+01, 7.508E+02, 9.034E+00
 2.701E+01, 7.543E+02, 8.443E+00
 2.800E+01, 7.598E+02, 8.580E+00
 2.900E+01, 7.613E+02, 8.925E+00
 3.000E+01, 7.355E+02, 8.694E+00
 3.101E+01, 7.704E+02, 8.597E+00
 3.200E+01, 7.650E+02, 9.429E+00
 3.301E+01, 7.734E+02, 8.309E+00
 3.400E+01, 7.592E+02, 8.466E+00
 3.501E+01, 7.675E+02, 8.620E+00
 3.600E+01, 7.485E+02, 8.663E+00
 3.700E+01, 7.726E+02, 9.243E+00
 3.801E+01, 7.660E+02, 9.130E+00
 3.900E+01, 7.666E+02, 9.282E+00
 4.001E+01, 7.853E+02, 8.944E+00
 4.100E+01, 8.130E+02, 9.021E+00
 4.201E+01, 8.149E+02, 8.890E+00
 4.301E+01, 8.104E+02, 9.694E+00
 4.400E+01, 8.180E+02, 9.207E+00
 4.500E+01, 8.279E+02, 9.587E+00
 4.601E+01, 8.074E+02, 8.408E+00
 4.700E+01, 8.387E+02, 8.640E+00
 4.801E+01, 8.456E+02, 8.790E+00
 4.901E+01, 8.522E+02, 9.326E+00
 5.001E+01, 8.623E+02, 9.207E+00
 5.101E+01, 8.736E+02, 8.101E+00
 5.200E+01, 8.814E+02, 8.405E+00
 5.301E+01, 8.928E+02, 8.162E+00
 5.401E+01, 9.041E+02, 8.265E+00
 5.500E+01, 9.090E+02, 8.346E+00
 5.601E+01, 9.123E+02, 8.614E+00
 5.701E+01, 9.149E+02, 9.080E+00
 5.801E+01, 9.188E+02, 8.236E+00
 5.901E+01, 9.232E+02, 8.186E+00
 6.001E+01, 9.120E+02, 7.775E+00
 6.100E+01, 9.223E+02, 7.783E+00
