s,m,m/s
Time,x,U10
 0.000E+00, 6.905E+02, 1.374E-02
 1.129E+00, 8.297E+02, 1.821E-01
 2.032E+00, 6.905E+02, 3.818E-01
 3.100E+00, 6.905E+02, 5.741E-01
 4.037E+00, 6.905E+02, 7.729E-01
 5.001E+00, 6.905E+02, 9.688E-01
 6.044E+00, 6.905E+02, 1.174E+00
 7.042E+00, 6.905E+02, 1.389E+00
 8.028E+00, 6.905E+02, 1.607E+00
 9.014E+00, 6.905E+02, 1.813E+00
 1.001E+01, 6.910E+02, 2.000E+00
 1.101E+01, 6.905E+02, 2.080E+00
 1.202E+01, 6.905E+02, 2.005E+00
 1.301E+01, 6.905E+02, 1.936E+00
 1.400E+01, 6.906E+02, 1.946E+00
 1.501E+01, 6.907E+02, 2.016E+00
 1.602E+01, 6.920E+02, 2.146E+00
 1.702E+01, 6.934E+02, 2.223E+00
 1.801E+01, 6.934E+02, 2.096E+00
 1.901E+01, 6.943E+02, 1.967E+00
 2.001E+01, 6.951E+02, 1.919E+00
 2.100E+01, 6.961E+02, 1.971E+00
 2.200E+01, 6.980E+02, 2.105E+00
 2.300E+01, 6.986E+02, 2.232E+00
 2.400E+01, 6.998E+02, 2.300E+00
 2.502E+01, 7.011E+02, 2.295E+00
 2.600E+01, 7.033E+02, 2.231E+00
 2.701E+01, 7.043E+02, 2.183E+00
 2.801E+01, 7.050E+02, 1.987E+00
 2.901E+01, 7.045E+02, 1.907E+00
 3.000E+01, 7.055E+02, 1.810E+00
 3.102E+01, 7.097E+02, 1.850E+00
 3.201E+01, 7.118E+02, 2.016E+00
 3.300E+01, 7.065E+02, 2.223E+00
 3.401E+01, 7.137E+02, 2.134E+00
 3.501E+01, 7.159E+02, 2.108E+00
 3.601E+01, 7.092E+02, 1.941E+00
 3.702E+01, 7.140E+02, 1.950E+00
 3.801E+01, 7.163E+02, 2.183E+00
 3.901E+01, 7.161E+02, 1.891E+00
 4.000E+01, 7.198E+02, 1.769E+00
 4.101E+01, 7.177E+02, 1.854E+00
 4.202E+01, 7.211E+02, 1.817E+00
 4.301E+01, 7.200E+02, 1.842E+00
 4.402E+01, 7.274E+02, 1.933E+00
 4.500E+01, 7.286E+02, 2.078E+00
