s,m,m/s
 4.600E+01, 6.994E+02, 3.399E+00
 4.702E+01, 7.013E+02, 3.383E+00
 4.801E+01, 7.056E+02, 3.402E+00
 4.902E+01, 7.067E+02, 3.422E+00
 5.002E+01, 7.075E+02, 3.405E+00
 5.101E+01, 7.078E+02, 3.419E+00
 5.203E+01, 7.075E+02, 3.456E+00
 5.303E+01, 7.075E+02, 3.482E+00
 5.401E+01, 7.046E+02, 3.500E+00
 5.503E+01, 7.101E+02, 3.460E+00
 5.602E+01, 7.101E+02, 3.405E+00
 5.703E+01, 7.114E+02, 3.378E+00
 5.800E+01, 7.124E+02, 3.389E+00
 5.900E+01, 7.133E+02, 3.411E+00
 6.002E+01, 7.135E+02, 3.416E+00
 6.103E+01, 7.162E+02, 3.412E+00
 6.202E+01, 7.160E+02, 3.430E+00
 6.301E+01, 7.169E+02, 3.448E+00
 6.403E+01, 7.177E+02, 3.451E+00
 6.501E+01, 7.172E+02, 3.427E+00
 6.602E+01, 7.147E+02, 3.413E+00
 6.701E+01, 7.156E+02, 3.401E+00
 6.800E+01, 7.180E+02, 3.412E+00
 6.900E+01, 7.169E+02, 3.410E+00
 7.003E+01, 7.225E+02, 3.412E+00
 7.102E+01, 7.235E+02, 3.395E+00
 7.200E+01, 7.247E+02, 3.448E+00
 7.301E+01, 7.256E+02, 3.470E+00
 7.402E+01, 7.252E+02, 3.473E+00
 7.501E+01, 7.238E+02, 3.450E+00
 7.600E+01, 7.218E+02, 3.429E+00
 7.702E+01, 7.240E+02, 3.427E+00
 7.803E+01, 7.273E+02, 3.427E+00
 7.902E+01, 7.270E+02, 3.422E+00
 8.003E+01, 7.306E+02, 3.414E+00
 8.101E+01, 7.273E+02, 3.452E+00
 8.200E+01, 7.262E+02, 3.485E+00
 8.302E+01, 7.287E+02, 3.501E+00
 8.401E+01, 7.283E+02, 3.490E+00
 8.501E+01, 7.288E+02, 3.460E+00
 8.603E+01, 7.342E+02, 3.429E+00
 8.701E+01, 7.379E+02, 3.419E+00
 8.801E+01, 7.391E+02, 3.407E+00
 8.902E+01, 7.411E+02, 3.421E+00
 9.003E+01, 7.406E+02, 3.422E+00
 9.101E+01, 7.409E+02, 3.450E+00
 9.201E+01, 7.404E+02, 3.453E+00
 9.302E+01, 7.410E+02, 3.455E+00
 9.401E+01, 7.413E+02, 3.423E+00
 9.502E+01, 7.407E+02, 3.430E+00
 9.602E+01, 7.407E+02, 3.455E+00
 9.701E+01, 7.420E+02, 3.488E+00
 9.802E+01, 7.429E+02, 3.475E+00
 9.903E+01, 7.432E+02, 3.459E+00
 1.000E+02, 7.425E+02, 3.416E+00
 1.010E+02, 7.438E+02, 3.419E+00
 1.020E+02, 7.458E+02, 3.407E+00
 1.030E+02, 7.450E+02, 3.447E+00
 1.040E+02, 7.477E+02, 3.420E+00
 1.050E+02, 7.472E+02, 3.413E+00
 1.060E+02, 7.475E+02, 3.392E+00
 1.070E+02, 7.491E+02, 3.414E+00
 1.080E+02, 7.487E+02, 3.462E+00
 1.090E+02, 7.471E+02, 3.501E+00
 1.100E+02, 7.467E+02, 3.469E+00
 1.110E+02, 7.477E+02, 3.441E+00
 1.120E+02, 7.517E+02, 3.415E+00
 1.130E+02, 7.552E+02, 3.407E+00
 1.140E+02, 7.643E+02, 3.419E+00
 1.150E+02, 7.666E+02, 3.430E+00
 1.160E+02, 7.646E+02, 3.452E+00
 1.170E+02, 7.647E+02, 3.459E+00
 1.180E+02, 7.635E+02, 3.459E+00
 1.190E+02, 7.653E+02, 3.458E+00
 1.200E+02, 7.703E+02, 3.474E+00
 1.210E+02, 7.727E+02, 3.485E+00
 1.220E+02, 7.770E+02, 3.516E+00
 1.230E+02, 7.713E+02, 3.496E+00
 1.240E+02, 7.674E+02, 3.473E+00
 1.250E+02, 7.699E+02, 3.439E+00
 1.260E+02, 7.746E+02, 3.439E+00
 1.270E+02, 7.817E+02, 3.395E+00
 1.280E+02, 7.859E+02, 3.412E+00
 1.290E+02, 7.871E+02, 3.423E+00
 1.300E+02, 7.855E+02, 3.458E+00
 1.310E+02, 7.892E+02, 3.435E+00
 1.320E+02, 7.879E+02, 3.438E+00
 1.330E+02, 7.905E+02, 3.413E+00
 1.340E+02, 7.907E+02, 3.438E+00
 1.350E+02, 7.900E+02, 3.424E+00
 1.360E+02, 7.906E+02, 3.447E+00
 1.370E+02, 7.912E+02, 3.422E+00
 1.380E+02, 7.913E+02, 3.408E+00
 1.390E+02, 7.921E+02, 3.389E+00
 1.400E+02, 7.926E+02, 3.422E+00
 1.410E+02, 7.921E+02, 3.464E+00
 1.420E+02, 7.931E+02, 3.468E+00
 1.430E+02, 7.940E+02, 3.449E+00
 1.440E+02, 7.942E+02, 3.437E+00
 1.450E+02, 7.938E+02, 3.443E+00
 1.460E+02, 7.942E+02, 3.448E+00
 1.470E+02, 7.951E+02, 3.464E+00
 1.480E+02, 7.935E+02, 3.469E+00
 1.490E+02, 7.947E+02, 3.474E+00
 1.500E+02, 7.957E+02, 3.430E+00
 1.510E+02, 7.958E+02, 3.429E+00
 1.520E+02, 7.989E+02, 3.391E+00
 1.530E+02, 7.984E+02, 3.409E+00
 1.540E+02, 8.003E+02, 3.426E+00
 1.550E+02, 8.016E+02, 3.453E+00
 1.560E+02, 8.022E+02, 3.443E+00
 1.570E+02, 8.016E+02, 3.464E+00
 1.580E+02, 8.036E+02, 3.447E+00
 1.590E+02, 8.012E+02, 3.444E+00
 1.600E+02, 8.025E+02, 3.413E+00
 1.610E+02, 8.020E+02, 3.426E+00
 1.620E+02, 8.045E+02, 3.424E+00
 1.630E+02, 8.035E+02, 3.450E+00
 1.640E+02, 8.067E+02, 3.468E+00
 1.650E+02, 8.094E+02, 3.454E+00
 1.660E+02, 8.145E+02, 3.445E+00
 1.670E+02, 8.168E+02, 3.436E+00
 1.680E+02, 8.155E+02, 3.452E+00
 1.690E+02, 8.211E+02, 3.449E+00
 1.700E+02, 8.192E+02, 3.456E+00
 1.710E+02, 8.186E+02, 3.453E+00
 1.720E+02, 8.208E+02, 3.443E+00
 1.730E+02, 8.241E+02, 3.429E+00
 1.740E+02, 8.219E+02, 3.439E+00
 1.750E+02, 8.254E+02, 3.431E+00
 1.760E+02, 8.278E+02, 3.444E+00
 1.770E+02, 8.262E+02, 3.441E+00
 1.780E+02, 8.261E+02, 3.439E+00
 1.790E+02, 8.276E+02, 3.403E+00
 1.800E+02, 8.294E+02, 3.430E+00
 1.810E+02, 8.287E+02, 3.444E+00
 1.820E+02, 8.309E+02, 3.450E+00
 1.830E+02, 8.345E+02, 3.438E+00
 1.840E+02, 8.377E+02, 3.437E+00
 1.850E+02, 8.397E+02, 3.419E+00
 1.860E+02, 8.418E+02, 3.437E+00
 1.870E+02, 8.392E+02, 3.427E+00
 1.880E+02, 8.426E+02, 3.419E+00
 1.890E+02, 8.404E+02, 3.432E+00
 1.900E+02, 8.438E+02, 3.461E+00
 1.910E+02, 8.462E+02, 3.454E+00
 1.920E+02, 8.440E+02, 3.464E+00
 1.930E+02, 8.424E+02, 3.455E+00
 1.940E+02, 8.434E+02, 3.438E+00
 1.950E+02, 8.455E+02, 3.433E+00
 1.960E+02, 8.460E+02, 3.432E+00
 1.970E+02, 8.447E+02, 3.446E+00
 1.980E+02, 8.493E+02, 3.430E+00
 1.990E+02, 8.541E+02, 3.406E+00
 2.000E+02, 8.605E+02, 3.401E+00
 2.010E+02, 8.579E+02, 3.411E+00
 2.020E+02, 8.599E+02, 3.409E+00
 2.030E+02, 8.576E+02, 3.426E+00
 2.040E+02, 8.540E+02, 3.434E+00
 2.050E+02, 8.559E+02, 3.454E+00
 2.060E+02, 8.593E+02, 3.457E+00
 2.070E+02, 8.630E+02, 3.456E+00
 2.080E+02, 8.694E+02, 3.416E+00
 2.090E+02, 8.737E+02, 3.401E+00
 2.100E+02, 8.620E+02, 3.382E+00
 2.110E+02, 8.665E+02, 3.425E+00
 2.120E+02, 8.690E+02, 3.462E+00
 2.130E+02, 8.681E+02, 3.495E+00
 2.140E+02, 8.726E+02, 3.479E+00
 2.150E+02, 8.762E+02, 3.449E+00
 2.160E+02, 8.734E+02, 3.441E+00
 2.170E+02, 8.698E+02, 3.443E+00
 2.180E+02, 8.767E+02, 3.445E+00
 2.190E+02, 8.751E+02, 3.437E+00
 2.200E+02, 8.851E+02, 3.427E+00
 2.210E+02, 8.834E+02, 3.431E+00
 2.220E+02, 8.811E+02, 3.441E+00
 2.230E+02, 8.818E+02, 3.437E+00
 2.240E+02, 8.854E+02, 3.446E+00
 2.250E+02, 8.915E+02, 3.465E+00
 2.260E+02, 8.924E+02, 3.468E+00
 2.270E+02, 8.954E+02, 3.450E+00
 2.280E+02, 8.903E+02, 3.441E+00
 2.290E+02, 8.924E+02, 3.413E+00
 2.300E+02, 8.919E+02, 3.411E+00
 2.310E+02, 8.943E+02, 3.407E+00
 2.320E+02, 8.932E+02, 3.430E+00
 2.330E+02, 8.971E+02, 3.440E+00
 2.340E+02, 8.978E+02, 3.443E+00
 2.350E+02, 9.002E+02, 3.441E+00
 2.360E+02, 9.063E+02, 3.447E+00
 2.370E+02, 9.079E+02, 3.423E+00
 2.380E+02, 9.177E+02, 3.434E+00
 2.390E+02, 9.153E+02, 3.445E+00
 2.400E+02, 9.128E+02, 3.474E+00
 2.410E+02, 9.169E+02, 3.483E+00
 2.420E+02, 9.211E+02, 3.479E+00
 2.430E+02, 9.229E+02, 3.444E+00
 2.440E+02, 9.247E+02, 3.436E+00
 2.450E+02, 9.204E+02, 3.431E+00
 2.460E+02, 9.182E+02, 3.434E+00
 2.470E+02, 9.208E+02, 3.419E+00
 2.480E+02, 9.183E+02, 3.414E+00
 2.490E+02, 9.263E+02, 3.421E+00
 2.500E+02, 9.198E+02, 3.434E+00
 2.510E+02, 9.258E+02, 3.456E+00
 2.520E+02, 9.245E+02, 3.450E+00
 2.530E+02, 9.232E+02, 3.440E+00
 2.540E+02, 9.272E+02, 3.417E+00
 2.550E+02, 9.278E+02, 3.446E+00
 2.560E+02, 9.272E+02, 3.456E+00
 2.570E+02, 9.279E+02, 3.464E+00
 2.580E+02, 9.291E+02, 3.446E+00
 2.590E+02, 9.307E+02, 3.459E+00
 2.600E+02, 9.329E+02, 3.434E+00
 2.610E+02, 9.343E+02, 3.444E+00
 2.620E+02, 9.369E+02, 3.422E+00
 2.630E+02, 9.372E+02, 3.438E+00
 2.640E+02, 9.377E+02, 3.444E+00
 2.650E+02, 9.372E+02, 3.476E+00
 2.660E+02, 9.389E+02, 3.483E+00
 2.670E+02, 9.393E+02, 3.491E+00
 2.680E+02, 9.401E+02, 3.460E+00
 2.690E+02, 9.406E+02, 3.471E+00
 2.700E+02, 9.434E+02, 3.463E+00
 2.710E+02, 9.448E+02, 3.464E+00
 2.720E+02, 9.446E+02, 3.462E+00
