s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 1.810E-01
 2.012E+00, 6.905E+02, 3.775E-01
 3.130E+00, 6.905E+02, 5.678E-01
 4.025E+00, 6.905E+02, 7.545E-01
 5.075E+00, 6.905E+02, 9.228E-01
 6.051E+00, 6.905E+02, 1.106E+00
 7.045E+00, 6.905E+02, 1.290E+00
 8.013E+00, 6.905E+02, 1.489E+00
 9.010E+00, 6.905E+02, 1.699E+00
 1.004E+01, 6.905E+02, 1.918E+00
 1.102E+01, 6.912E+02, 2.021E+00
 1.205E+01, 6.906E+02, 2.034E+00
 1.303E+01, 6.905E+02, 2.050E+00
 1.400E+01, 6.905E+02, 2.064E+00
 1.501E+01, 6.905E+02, 2.054E+00
 1.607E+01, 6.907E+02, 2.024E+00
 1.701E+01, 6.908E+02, 2.037E+00
 1.804E+01, 6.905E+02, 2.087E+00
 1.906E+01, 6.907E+02, 2.096E+00
 2.002E+01, 6.905E+02, 2.082E+00
 2.104E+01, 6.905E+02, 2.107E+00
 2.207E+01, 6.905E+02, 2.200E+00
 2.303E+01, 6.905E+02, 2.285E+00
 2.404E+01, 6.911E+02, 2.240E+00
 2.505E+01, 6.905E+02, 2.085E+00
 2.606E+01, 6.918E+02, 2.056E+00
 2.701E+01, 6.907E+02, 2.130E+00
 2.804E+01, 6.907E+02, 2.125E+00
 2.906E+01, 6.946E+02, 2.102E+00
 3.003E+01, 6.915E+02, 2.147E+00
 3.101E+01, 6.905E+02, 2.301E+00
 3.203E+01, 6.905E+02, 2.418E+00
 3.306E+01, 6.906E+02, 2.351E+00
 3.405E+01, 6.910E+02, 2.324E+00
 3.500E+01, 6.913E+02, 2.309E+00
 3.606E+01, 6.905E+02, 2.290E+00
 3.701E+01, 6.905E+02, 2.282E+00
 3.805E+01, 6.905E+02, 2.216E+00
 3.901E+01, 6.905E+02, 2.149E+00
 4.003E+01, 6.905E+02, 2.226E+00
 4.106E+01, 6.905E+02, 2.259E+00
 4.207E+01, 6.905E+02, 2.048E+00
 4.300E+01, 6.905E+02, 2.167E+00
 4.406E+01, 6.905E+02, 2.340E+00
 4.505E+01, 6.905E+02, 2.509E+00
