s,m,m/s
Time,"x","U10"
 0.000E+00, 6.905E+02, 1.374E-02
 1.118E+00, 7.825E+02, 1.827E-01
 2.012E+00, 6.905E+02, 4.003E-01
 3.130E+00, 6.905E+02, 6.502E-01
 4.025E+00, 6.905E+02, 9.283E-01
 5.073E+00, 6.905E+02, 1.188E+00
 6.053E+00, 6.905E+02, 1.431E+00
 7.040E+00, 6.905E+02, 1.605E+00
 8.023E+00, 6.905E+02, 1.757E+00
 9.042E+00, 6.905E+02, 1.945E+00
 1.004E+01, 6.905E+02, 2.104E+00
 1.103E+01, 6.905E+02, 2.116E+00
 1.203E+01, 6.905E+02, 2.023E+00
 1.305E+01, 6.905E+02, 1.911E+00
 1.402E+01, 6.905E+02, 1.798E+00
 1.505E+01, 6.906E+02, 1.694E+00
 1.605E+01, 6.913E+02, 1.609E+00
 1.704E+01, 6.906E+02, 1.576E+00
 1.806E+01, 6.916E+02, 1.590E+00
 1.908E+01, 6.923E+02, 1.608E+00
 2.006E+01, 6.906E+02, 1.612E+00
 2.103E+01, 6.905E+02, 1.636E+00
 2.206E+01, 6.905E+02, 1.668E+00
 2.301E+01, 6.907E+02, 1.664E+00
 2.404E+01, 6.908E+02, 1.611E+00
 2.501E+01, 6.906E+02, 1.530E+00
 2.602E+01, 6.907E+02, 1.458E+00
 2.703E+01, 6.905E+02, 1.478E+00
 2.803E+01, 6.908E+02, 1.590E+00
 2.904E+01, 6.908E+02, 1.694E+00
 3.005E+01, 6.905E+02, 1.645E+00
 3.100E+01, 6.905E+02, 1.526E+00
 3.203E+01, 6.905E+02, 1.431E+00
 3.307E+01, 6.911E+02, 1.427E+00
 3.403E+01, 6.912E+02, 1.536E+00
 3.506E+01, 6.916E+02, 1.640E+00
 3.603E+01, 6.905E+02, 1.622E+00
 3.700E+01, 6.905E+02, 1.588E+00
 3.806E+01, 6.905E+02, 1.572E+00
 3.903E+01, 6.905E+02, 1.530E+00
 4.001E+01, 6.905E+02, 1.537E+00
 4.104E+01, 6.905E+02, 1.606E+00
 4.202E+01, 6.905E+02, 1.693E+00
 4.302E+01, 6.905E+02, 1.671E+00
 4.402E+01, 6.914E+02, 1.528E+00
 4.504E+01, 6.913E+02, 1.458E+00
